links,mails,quotes,hashtags,capslock,chain_capslock,exclamations,chain_exclamation,interogation,etc,nb_caracter,nb_words,nb_sentences
0.005359865070870228,0.0011595472089779768,0.002233952839674354,0.01641610716486653,12.673765852551004,1.595682916545036,0.7097523596380266,0.0728325386786027,0.32252440725244075,0.28490399273458533,394.6881385618371,70.21252959683436,4.549856475625182
0.0034925317464354136,0.0005255751657257176,0.0013902310835325433,0.00561178644694234,15.3733279080413,1.766254683552888,0.5965956292491057,0.06669718393435396,0.3930115456996084,0.4094061000627299,545.0342641099978,97.86012918976654,6.039655493955886
0.0033999048977650975,0.0004992867332382311,0.0016642891107941037,0.006086543033761293,19.00413694721826,2.0651212553495006,0.4703281027104137,0.048716119828815976,0.44025202092249166,0.4714455539705183,720.0240608654303,129.6111269614836,7.675725154541132
0.0029059710786687883,0.00048432851311146474,0.0009225305011646948,0.004912474918702,19.72921423464563,2.0145298553933437,0.443114462971932,0.04444290689360917,0.42138886966950345,0.46816116607855346,788.6282893978182,141.73823197029452,8.1954842131968
0.002972676673975375,0.00042165626581210997,0.0010541406645302748,0.004111148591668072,21.00527070332265,2.046761679878563,0.39741103052791366,0.039214032720526225,0.4344746162927981,0.4757336819025131,853.633918030022,153.30458340360937,8.695100354191263
0.003253757100740634,0.0006112029912993457,0.0015819371539512476,0.004242467821960164,19.657726324872367,1.822643273171784,0.3420220033076868,0.032160063277486155,0.36237146760624145,0.4382325447616308,823.2761019630402,148.1969152225498,8.335730207809018
0.005961863780445744,0.0002956296089477228,0.0013960287089198023,0.003646098510355248,20.35588877757157,1.7706899666595497,0.28718774122554896,0.026097524923218422,0.3072084352981753,0.4584886757435906,883.9720958496888,158.59840360011168,8.665347282671178
0.0050696659392311565,0.00044765262156566503,0.0011303228694533043,0.003592412288064462,18.437748307313523,1.4996362822449778,0.2794247663812881,0.022483352918135528,0.22137541267976052,0.3952772648424822,814.4389010128141,146.67469083990824,7.795668960886352
0.00752197857720291,0.00015789207760711398,0.0010357720291026677,0.0027346907841552144,16.576697655618432,1.3438447352465643,0.3454299717057397,0.024328011317704124,0.15844154203718674,0.28461625909458366,717.0330247069523,128.6538816188359,6.962642734438157
0.004031483970051834,0.0003534093090629854,0.0012129356533272832,0.0021030035428192466,15.032670727237823,1.271427075516152,0.4824822422729891,0.039110630202970384,0.13867170456726993,0.22667498560184296,617.9098326323322,111.0540410827414,6.26308050751322
0.002170031311174397,0.000320362042830719,0.0012308646908759204,0.0029389002139681222,10.699905071668361,0.9611114202323805,0.8388562063401335,0.07252153591680029,0.1053434702628149,0.17844840232077008,397.13347125762334,71.19378868582432,4.353595389484369
