Name,Score_pro,Score_user,N_pro,N_user,compound,Global_Sales.log,N_pro.log,N_user.log,PC,nintendo,playstation,xbox,pub_activision,pub_amc games,pub_capcom,pub_ea games,pub_ea sports,pub_electronic arts,pub_konami,pub_nintendo,pub_scea,pub_sega,pub_thq,pub_ubisoft,lic_FIFA,lic_Final Fantasy,lic_Harry Potter,lic_Marvel,lic_NBA,lic_Others,lic_Prince of Persia,lic_Sonic The Hedgehog,lic_Star Wars,lic_The Sims,lic_Tom Clancy’s,lic_WWE,year.release_2001,year.release_2002,year.release_2003,year.release_2004,year.release_2005,year.release_2006,year.release_2007,year.release_2008,year.release_2009,year.release_2010,year.release_2011,year.release_2012,year.release_2013,year.release_2014,year.release_2015,year.release_2016,year.release_2017,year.release_2018,genre_Action-Adventure,genre_Adventure,genre_Fighting,genre_MMO,genre_Misc,genre_Music,genre_Party,genre_Platform,genre_Puzzle,genre_Racing,genre_Role-Playing,genre_Shooter,genre_Simulation,genre_Sports,genre_Strategy,genre_Visual+Novel,labels_1,labels_2,labels_3,labels_4,labels_5,labels_6,labels_7
24: The Game,6.2,8.0,53,22,0.1726632075471697,10.308985993422082,3.9889840465642745,3.1354942159291497,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lupin the 3rd: Treasure of the Sorcerer King,6.7,7.2,16,5,0.41669375,10.275085591132717,2.833213344056216,1.791759469228055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Phoenix Wright: Ace Attorney: Spirit of Justice,8.1,8.2,65,131,0.5800753846153845,10.275085591132717,4.189654742026425,4.882801922586371,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Majin and the Forsaken Kingdom,7.2,8.0,49,45,0.397095918367347,10.275085591132717,3.912023005428146,3.828641396489095,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Majin and the Forsaken Kingdom,7.4,7.9,46,31,0.4529565217391304,9.852246888342531,3.8501476017100575,3.4657359027997265,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sherlock Holmes: Crimes & Punishments,7.3,7.1,36,245,0.4204388888888888,10.275085591132717,3.610917912644224,5.5053315359323625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sherlock Holmes: Crimes & Punishments,7.1,6.8,8,78,0.5780875000000001,8.987321812850125,2.19722457733622,4.3694478524670215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sherlock Holmes: Crimes & Punishments,7.7,7.7,32,275,0.49749375,8.517393171418904,3.49650756146648,5.62040086571715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Myst III: Exile,5.7,7.0,9,4,0.0412111111111111,10.239995502805316,2.302585092994046,1.6094379124341005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Myst III: Exile,5.5,5.5,11,0,0.3099727272727272,8.699681400989514,2.4849066497880004,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Myst III: Exile,8.3,7.8,22,61,0.367390909090909,0.0,3.1354942159291497,4.127134385045092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Adventures of Tintin: The Game,5.9,6.7,27,23,0.135237037037037,10.165890277802454,3.332204510175204,3.1780538303479458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Adventures of Tintin: The Game,6.3,6.4,35,13,0.0773885714285714,10.085850775128716,3.58351893845611,2.6390573296152584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Adventures of Tintin: The Game,5.6,5.2,8,13,0.1933375,9.680406499268877,2.19722457733622,2.6390573296152584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Drakan: The Ancients' Gates,7.8,8.7,31,45,0.2813516129032258,10.165890277802454,3.4657359027997265,3.828641396489095,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bomberman Generation,8.1,8.3,19,25,0.4181315789473684,10.12667110305036,2.995732273553991,3.258096538021482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L.A. Noire: The Complete Edition,8.3,8.0,28,1278,0.4289642857142857,10.12667110305036,3.367295829986474,7.153833801578843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prison Break: The Conspiracy,4.2,4.2,33,24,0.0824212121212121,10.12667110305036,3.5263605246161616,3.218875824868201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prison Break: The Conspiracy,4.0,4.8,37,23,0.0862864864864864,9.952325334619427,3.6375861597263857,3.1780538303479458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Prison Break: The Conspiracy,4.7,6.3,16,46,-0.00929375,0.0,2.833213344056216,3.8501476017100575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Danganronpa V3: Killing Harmony,8.1,7.5,45,32,0.6851210227272725,10.12667110305036,3.828641396489095,3.49650756146648,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Danganronpa V3: Killing Harmony,8.0,7.1,7,11,0.6050357142857143,9.798182590890704,2.079441541679836,2.4849066497880004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Mummy: Tomb of the Dragon Emperor,3.8,6.6,7,3,0.3854523809523809,10.12667110305036,2.079441541679836,1.3862943611198906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Mummy: Tomb of the Dragon Emperor,3.9,6.4,7,2,0.2194571428571428,9.105090961257083,2.079441541679836,1.0986122886681098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pirates of the Caribbean: The Legend of Jack Sparrow,5.1,7.2,32,6,0.0437953125,10.12667110305036,3.49650756146648,1.9459101490553128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Testament of Sherlock Holmes,6.5,7.3,16,38,0.0649312499999999,10.085850775128716,2.833213344056216,3.6635616461296463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Testament of Sherlock Holmes,7.3,7.8,18,167,0.7458055555555556,8.853808274977197,2.9444389791664403,5.123963979403259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Testament of Sherlock Holmes,6.4,7.7,24,32,0.2077708333333333,7.601402334583733,3.218875824868201,3.49650756146648,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Final Fantasy Fables: Chocobo Tales,7.5,7.1,42,34,0.4068333333333334,10.085850775128716,3.7612001156935615,3.555348061489413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Broken Sword: Shadow of the Templars - The Director's Cut,7.4,8.2,29,17,0.4640551724137932,10.085850775128716,3.4011973816621555,2.8903717578961645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Disney's A Christmas Carol,6.6,6.4,7,5,-0.1476142857142857,10.085850775128716,2.079441541679836,1.791759469228055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sherlock Holmes and the Mystery of Osborne House,4.8,4.8,11,0,-0.1919363636363636,10.043292972227004,2.4849066497880004,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Corpse Party: Blood Drive,6.0,7.8,19,73,0.3266736842105264,10.043292972227004,2.995732273553991,4.30406509320417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Polar Express,3.9,6.2,10,15,-0.27462,10.043292972227004,2.3978952727983707,2.772588722239781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Polar Express,4.0,4.7,7,9,-0.0807285714285714,9.305741456739437,2.079441541679836,2.302585092994046,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Life Is Strange: Before the Storm,7.7,7.8,21,88,0.29355,9.99884318585288,3.091042453358316,4.48863636973214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Life Is Strange: Before the Storm,7.7,8.0,20,108,0.592971052631579,0.0,3.044522437723423,4.691347882229144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Afrika,6.3,6.2,12,36,0.2153333333333333,9.99884318585288,2.5649493574615367,3.610917912644224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Herdy Gerdy,6.9,5.1,24,16,0.0363125,9.99884318585288,3.218875824868201,2.833213344056216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prince of Persia: Revelations,6.5,7.9,27,34,0.3056777777777777,9.952325334619427,3.332204510175204,3.555348061489413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cursed Mountain,6.7,7.5,51,38,0.1803999999999999,9.952325334619427,3.951243718581428,3.6635616461296463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eagle Flight,7.3,6.9,36,48,0.2764944444444444,9.90353755128617,3.610917912644224,3.8918202981106265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chronicles of Mystery: Curse of the Ancient Temple,5.7,5.7,7,0,0.5467571428571428,9.90353755128617,2.079441541679836,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Disney's Magical Mirror Starring Mickey Mouse,5.0,7.8,9,13,-0.3220222222222222,9.852246888342531,2.302585092994046,2.6390573296152584,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Spiderwick Chronicles,6.2,6.2,13,0,0.0197846153846153,9.852246888342531,2.6390573296152584,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Spiderwick Chronicles,5.9,5.9,40,0,0.1576958333333333,9.305741456739437,3.713572066704308,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Spiderwick Chronicles,6.0,6.0,8,2,0.3747624999999999,8.987321812850125,2.19722457733622,1.0986122886681098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Spiderwick Chronicles,6.1,6.1,11,0,0.229960606060606,6.90875477931522,2.4849066497880004,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chibi-Robo! Park Patrol,7.8,7.7,14,17,0.4810142857142857,9.852246888342531,2.70805020110221,2.8903717578961645,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
One Piece: Unlimited Adventure,6.7,8.5,17,5,0.3829176470588235,9.852246888342531,2.8903717578961645,1.791759469228055,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Siren,7.2,7.9,48,58,-0.0428291666666666,9.798182590890704,3.8918202981106265,4.07753744390572,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Chronicles of Narnia: Prince Caspian,5.6,7.1,24,0,0.0976055555555555,9.798182590890704,3.218875824868201,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Chronicles of Narnia: Prince Caspian,5.6,5.9,16,1,0.2255854166666666,9.741027444837728,2.833213344056216,0.6931471805599453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Chronicles of Narnia: Prince Caspian,5.4,4.0,12,0,0.1419638888888889,9.952325334619427,2.5649493574615367,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Danganronpa 2: Goodbye Despair,8.1,8.7,50,269,0.6266040000000003,9.798182590890704,3.9318256327243257,5.598421958998375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Warriors of Might and Magic,4.9,6.0,12,10,0.1418166666666666,9.741027444837728,2.5649493574615367,2.3978952727983707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lost in Blue 3,5.9,6.3,19,3,0.1618859649122806,9.741027444837728,2.995732273553991,1.3862943611198906,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rush: A Disney Pixar Adventure,6.8,5.8,12,7,0.3962791666666668,9.741027444837728,2.5649493574615367,2.079441541679836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cubivore: Survival of the Fittest,7.1,8.1,12,22,0.131975,9.741027444837728,2.5649493574615367,3.1354942159291497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Doctor Lautrec and the Forgotten Knights,5.3,5.4,19,9,0.1287578947368421,9.741027444837728,2.995732273553991,2.302585092994046,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Leisure Suit Larry: Box Office Bust,2.5,2.5,27,44,-0.1435148148148148,9.680406499268877,3.332204510175204,3.80666248977032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kya: Dark Lineage,6.9,8.4,25,38,0.136032,9.680406499268877,3.258096538021482,3.6635616461296463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shadow Man: 2econd Coming,6.8,7.8,24,13,0.1498666666666666,9.680406499268877,3.218875824868201,2.6390573296152584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alone in the Dark: The New Nightmare,7.7,8.3,15,68,0.1162933333333333,9.680406499268877,2.772588722239781,4.23410650459726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alone in the Dark: The New Nightmare,6.6,7.8,16,48,-0.02338125,0.0,2.833213344056216,3.8918202981106265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ghost in the Shell: Stand Alone Complex,6.1,7.9,23,18,0.0910217391304347,8.853808274977197,3.1780538303479458,2.9444389791664403,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Yomawari: Night Alone,7.5,8.3,21,23,0.5389047619047619,9.680406499268877,3.091042453358316,3.1780538303479458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
