,Name,Global_Sales,Score_pro,Score_user,N_pro,N_user,genre_Action-Adventure,genre_Adventure,genre_Fighting,genre_MMO,genre_Misc,genre_Music,genre_Party,genre_Platform,genre_Puzzle,genre_Racing,genre_Role-Playing,genre_Shooter,genre_Simulation,genre_Sports,genre_Strategy,genre_Visual+Novel,PC,nintendo,playstation,xbox
3237,Wasteland 2,0.13,8.1,7.2,65,1215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3238,Shrek Super Party,0.13,3.3,7.6,9,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3239,Dance Paradise,0.12,5.9,5.9,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3240,Fatal Frame: Maiden of Black Water,0.12,6.7,7.8,58,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3241,Fatal Frame: Maiden of Black Water,0.12,6.7,7.8,58,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3242,Marvel Trading Card Game,0.12,6.1,5.7,17,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3243,Marvel Trading Card Game,0.0,6.3,8.0,22,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3244,Zubo,0.11,7.5,7.6,19,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3245,Taito Legends,0.11,6.8,8.8,18,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3246,Taito Legends,0.05,7.4,7.4,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3247,Taito Legends,0.0,7.5,7.5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3248,Ping Pals,0.11,2.8,3.9,17,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3249,Beaterator,0.11,8.0,7.8,44,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3250,Guitar Rock Tour,0.11,6.0,6.0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3251,Karaoke Revolution Presents American Idol Encore,0.11,7.0,7.0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3252,Odama,0.11,6.2,8.0,42,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3253,AquaPazza: AquaPlus Dream Match,0.11,7.5,7.8,13,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3254,Start the Party! Save the World,0.1,5.0,5.3,15,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3255,Universal Studios Theme Parks Adventure,0.1,3.9,3.2,11,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3256,Family Party: 30 Great Games,0.09,4.2,2.4,10,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3257,Atari Classics Evolved,0.09,6.4,6.0,17,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3258,Yaiba: Ninja Gaiden Z,0.09,4.3,4.5,46,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3259,Yaiba: Ninja Gaiden Z,0.05,5.0,5.4,20,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3260,Jenga World Tour,0.09,3.2,3.2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3261,Jenga World Tour,0.05,2.6,2.8,14,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3262,Sega Casino,0.09,6.1,6.1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3263,BIT.TRIP COMPLETE,0.09,8.4,8.2,19,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3264,The Weakest Link,0.09,6.3,8.0,7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3265,Crash Boom Bang!,0.09,3.7,4.3,14,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3266,Data East Arcade Classics,0.09,5.6,8.2,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3267,Ultimate Brain Games,0.08,8.0,8.5,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3268,One Piece: Romance Dawn,0.08,4.2,6.8,32,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3269,Smuggler's Run: Warzones,0.08,7.9,7.1,23,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3270,Space Channel 5 Special Edition,0.08,7.9,8.5,16,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3271,Beat City,0.08,7.0,5.8,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3272,In The Groove,0.07,7.2,8.5,14,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3273,Stacked with Daniel Negreanu,0.07,6.3,5.3,23,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3274,Stacked with Daniel Negreanu,0.03,6.3,6.3,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3275,Stacked with Daniel Negreanu,0.03,6.1,6.1,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3276,Tank! Tank! Tank!,0.07,4.5,6.0,37,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3277,Phoenix Wright: Ace Attorney Trilogy,0.07,8.1,8.5,34,142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3278,Birthdays the Beginning,0.06,6.5,6.5,26,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3279,The Pinball of the Dead,0.06,7.9,7.2,20,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3280,Tecmo Classic Arcade,0.06,5.5,5.5,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3281,Mad Maestro!,0.06,6.5,8.8,22,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3282,Muppets Party Cruise,0.06,6.1,7.4,11,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3283,Flipnic: Ultimate Pinball,0.06,6.4,8.2,28,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3284,CMT Presents: Karaoke Revolution Country,0.06,7.1,7.1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3285,Pump It Up: Exceed,0.06,7.3,8.4,28,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3286,Pump It Up: Exceed,0.02,7.4,7.5,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3287,Hail to the Chimp,0.06,5.2,6.1,23,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3288,Hail to the Chimp,0.05,5.1,4.2,19,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3289,Sega 3D Classics Collection,0.05,7.3,7.5,27,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3290,Major Minor's Majestic March,0.05,4.6,4.6,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3291,Furu Furu Park,0.05,4.3,4.8,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3292,Wonder World Amusement Park,0.05,3.7,4.5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3293,Gitaroo Man,0.05,8.2,8.7,21,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3294,Looney Tunes: Cartoon Conductor,0.04,6.7,6.7,17,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3295,Metal Gear Solid: Digital Graphic Novel,0.04,7.8,7.6,22,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3296,Pure Pinball,0.04,6.8,7.8,11,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3297,Gitaroo Man Lives!,0.04,8.0,8.4,37,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3298,Flow: Urban Dance Uprising,0.04,6.5,6.5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3299,Sega Arcade Gallery,0.04,7.0,7.0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,Electroplankton,0.03,7.1,7.0,49,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3301,Flipper Critters,0.03,6.0,6.0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3302,Konami Classics Series: Arcade Hits,0.03,7.6,7.6,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3303,Penny-Punching Princess,0.03,6.3,6.1,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3304,SNK 40th Anniversary Collection,0.03,7.8,7.7,27,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3305,Capcom Digital Collection,0.02,6.5,5.3,11,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3306,Taito Legends 2,0.02,6.7,8.2,11,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3307,Space Channel 5: Ulala's Cosmic Attack,0.02,5.5,8.0,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3308,Art Academy: Home Studio,0.02,8.2,7.9,9,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3309,DJ Star,0.02,6.6,6.6,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3310,Technic Beat,0.02,6.7,6.7,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3311,Contrast,0.02,6.2,7.6,24,202,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3312,Doki-Doki Universe,0.01,6.6,5.2,7,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3313,Dokuro,0.01,7.6,7.9,26,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3314,Fullmetal Alchemist: Trading Card Game,0.01,6.1,7.5,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3315,Teenage Mutant Ninja Turtles: Out of the Shadows,0.01,3.8,5.4,28,176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3316,Spintires,0.01,6.7,7.8,15,164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3317,Quantum Conundrum,0.01,7.9,7.2,14,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3318,Happy Birthdays,0.01,7.1,7.2,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3319,The Witness,0.0,8.7,7.3,82,757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3320,War of the Vikings,0.0,6.2,6.2,19,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3321,Capcom Classics Mini Mix,0.0,6.6,6.6,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3322,Super Monkey Ball: Banana Splitz,0.0,6.6,7.6,31,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3323,Battle of the Bands,0.0,5.8,6.0,40,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3324,The Silent Hill Experience,0.0,7.2,6.5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3325,Nuclear Dawn,0.0,7.1,7.5,25,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3326,Wargame: Airland Battle,0.0,8.0,8.1,22,262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3327,World of Warcraft: Cataclysm,2.09,9.0,5.7,53,1244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3328,World of Warcraft: Mists of Pandaria,1.81,8.2,5.8,42,1692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3329,Final Fantasy XIV Online,1.58,4.9,3.9,26,395,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3330,Final Fantasy XIV Online,1.58,4.9,3.9,26,395,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3331,World of Warcraft: Wrath of the Lich King,1.32,9.1,7.9,47,147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3332,The Elder Scrolls Online,1.02,7.1,5.7,64,2647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3333,DC Universe Online,0.51,6.7,7.3,46,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3334,DC Universe Online,0.23,7.2,6.7,27,262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3335,World of Warcraft: Legion,0.48,8.8,7.6,62,1444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3336,World of Warcraft: Warlords of Draenor,0.47,8.7,4.4,49,1833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3337,The Elder Scrolls Online: Morrowind,0.24,7.5,6.5,15,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3338,The Elder Scrolls Online: Morrowind,0.14,7.6,6.3,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3339,The Elder Scrolls Online: Morrowind,0.05,7.7,6.6,33,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3340,Final Fantasy XIV: Heavensward,0.17,8.6,8.3,20,431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3341,Final Fantasy XIV: Heavensward,0.03,8.6,9.0,14,824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3342,Final Fantasy XIV: Stormblood,0.17,8.9,8.7,16,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3343,Final Fantasy XIV: Stormblood,0.06,8.7,9.0,23,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3344,WildStar,0.16,8.2,7.5,52,958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3345,The Elder Scrolls Online: Summerset,0.1,7.6,5.4,9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3346,The Elder Scrolls Online: Summerset,0.01,8.3,6.1,13,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3347,World of Warcraft: Battle for Azeroth,0.07,7.9,2.7,42,574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3348,Just Dance 4,6.89,7.4,7.7,10,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3349,Just Dance 4,1.21,7.7,7.8,23,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3350,Just Dance 4,0.38,6.6,7.9,14,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3351,Wii Music,3.25,6.3,4.8,43,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3352,Dance Central,3.18,8.2,8.0,63,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3353,Rhythm Heaven,3.12,8.3,8.3,48,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3354,Dance Central 2,2.04,8.6,8.2,56,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3355,Guitar Hero Live,1.21,8.0,6.2,69,195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3356,Guitar Hero Live,0.83,8.1,5.0,21,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3357,Just Dance 2014,1.03,7.9,7.9,16,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3358,Just Dance 2014,0.64,7.2,7.7,13,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3359,Rhythm Heaven Fever,0.89,8.3,8.3,56,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3360,Dance Central 3,0.83,8.6,7.9,43,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3361,Rhythm Heaven Megamix,0.8,8.3,8.2,37,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3362,Just Dance 2019,0.76,7.2,6.0,13,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3363,Just Dance 2019,0.15,7.7,5.8,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3364,Just Dance 2018,0.76,7.1,5.9,15,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3365,Just Dance 2018,0.3,7.5,5.8,12,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3366,Rock Band 4,0.75,7.9,6.5,27,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3367,Rock Band 4,0.57,7.8,6.4,51,107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3368,Just Dance 2016,0.6,7.3,7.5,7,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3369,Just Dance 2016,0.39,7.3,5.9,10,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3370,Just Dance 2016,0.38,6.6,6.1,10,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3371,Lips: Number One Hits,0.55,7.0,7.4,22,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3372,Just Dance 2015,0.54,7.0,7.7,17,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3373,Just Dance 2015,0.41,7.2,5.9,8,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3374,Theatrhythm Final Fantasy: Curtain Call,0.41,8.3,8.2,52,224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3375,Persona 4: Dancing All Night,0.38,7.6,5.5,51,325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3376,Taiko no Tatsujin: Drum 'n' Fun!,0.36,7.8,8.3,22,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3377,Hatsune Miku: Project Diva F 2nd,0.32,8.1,8.6,8,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3378,Hatsune Miku: Project Diva F 2nd,0.27,7.8,8.7,15,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3379,Hatsune Miku -Project DIVA- f,0.23,8.1,8.1,10,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3380,SingStar Celebration,0.23,6.5,6.1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3381,Singstar: Ultimate Party,0.19,4.7,4.8,19,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3382,Zumba Fitness Rush,0.18,7.3,6.2,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3383,Hatsune Miku: Project Diva X,0.13,7.8,7.4,22,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3384,Persona Dancing: Endless Night Collection,0.13,7.5,6.8,19,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3385,Taiko no Tatsujin: Drum Session!,0.09,7.0,7.4,13,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3386,Persona 5: Dancing in Starlight,0.06,7.2,6.2,29,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3387,Persona 3: Dancing in Moonlight,0.04,7.3,6.3,27,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3388,SUPERBEAT: XONiC,0.03,7.4,7.5,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3389,SUPERBEAT: XONiC,0.0,8.1,7.3,22,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3390,PaRappa the Rapper Remastered,0.02,6.1,5.3,34,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3391,Gal Metal!,0.02,6.1,6.6,21,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3392,Musynx,0.01,7.8,8.0,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3393,VOEZ,0.01,8.1,8.0,18,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3394,Kinect Adventures!,22.1,6.1,6.3,45,126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3395,Super Mario Party,4.97,7.6,7.1,89,214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3396,Nintendo Land,4.63,7.7,7.9,61,552,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3397,Mario Party 9,3.2,7.3,6.7,45,235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3398,1-2-Switch,2.46,5.8,4.8,65,125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3399,Mario Party: Island Tour,2.4,5.7,6.0,47,163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3400,Wii Party U,1.88,6.5,7.1,38,162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3401,Mario Party: Star Rush,0.87,6.8,6.9,40,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3402,Mario Party: The Top 100,0.69,5.9,6.4,40,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3403,Knowledge is Power,0.61,7.1,7.1,22,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3404,Animal Crossing: Amiibo Festival,0.49,4.6,4.1,20,243,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3405,Ape Escape Academy,0.33,5.1,6.1,48,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3406,Sing Party,0.3,6.0,6.1,21,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3407,Game & Wario,0.25,6.1,6.7,60,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3408,Pac-Man Party 3D,0.15,4.3,4.9,11,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3409,Game Party Champions,0.13,2.4,3.9,8,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3410,Whacked!,0.09,5.9,7.1,20,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3411,Ape Escape: Pumped & Primed,0.08,6.1,7.3,21,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3412,That's You!,0.04,7.0,7.1,27,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3413,PlayStation Move Ape Escape,0.04,4.3,4.1,23,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3414,Rabbids Land,0.03,5.2,5.7,26,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3415,New Super Mario Bros. 2,11.33,7.8,7.2,70,629,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3416,Donkey Kong Country Returns,6.5,8.7,8.6,77,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3417,Super Mario Sunshine,6.31,9.2,8.4,61,906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3418,LittleBigPlanet,2.61,8.7,7.8,68,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3419,New Super Mario Bros. U,5.62,8.4,8.0,70,904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3420,Super Mario Advance,5.49,8.4,7.4,19,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3421,Super Mario World: Super Mario Advance 2,5.46,9.2,9.0,28,208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3422,Crash Bandicoot: The Wrath of Cortex,5.42,6.6,7.2,22,302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3423,Crash Bandicoot: The Wrath of Cortex,1.23,7.0,7.6,16,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3424,Crash Bandicoot: The Wrath of Cortex,0.59,6.2,6.8,11,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3425,Super Mario Advance 4: Super Mario Bros. 3,5.2,9.4,8.9,25,235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3426,Super Mario Advance 4: Super Mario Bros. 3,5.2,9.4,8.9,25,235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3427,Crash Bandicoot N. Sane Trilogy,4.83,8.0,8.4,87,286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3428,Crash Bandicoot N. Sane Trilogy,1.11,7.8,8.0,40,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3429,Crash Bandicoot N. Sane Trilogy,0.65,7.9,7.5,15,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
