,Name,Global_Sales,Score_pro,Score_user,N_pro,N_user,genre_Action-Adventure,genre_Adventure,genre_Fighting,genre_MMO,genre_Misc,genre_Music,genre_Party,genre_Platform,genre_Puzzle,genre_Racing,genre_Role-Playing,genre_Shooter,genre_Simulation,genre_Sports,genre_Strategy,genre_Visual+Novel,PC,nintendo,playstation,xbox
1290,Dynasty Warriors 7: Empires,0.14,6.3,8.0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1291,Fear Factor: Unleashed,0.14,3.0,4.0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,Deception IV: Blood Ties,0.14,6.7,7.5,19,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1293,Deception IV: Blood Ties,0.13,7.0,8.0,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1294,Naruto Shippuden: Kizuna Drive,0.14,5.7,5.2,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1295,Avatar: The Last Airbender - The Burning Earth,0.13,5.4,5.4,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1296,Samurai Warriors 4-II,0.13,7.3,7.2,26,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1297,Destroy All Humans! Big Willy Unleashed,0.13,5.3,7.0,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1298,New Gundam Breaker,0.13,4.3,3.2,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1299,Superman: The Man of Steel,0.13,4.4,5.4,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1300,Hyperdimension Neptunia U: Action Unleashed,0.13,7.1,7.0,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1301,MegaTagmension Blanc + Neptune VS Zombies,0.13,6.1,6.4,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1302,007: Quantum of Solace,0.13,6.5,6.5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1303,007: Quantum of Solace,0.13,6.5,6.5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1304,007: Quantum of Solace,0.03,7.0,6.3,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1305,007: Quantum of Solace,0.03,7.0,6.3,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1306,007: Quantum of Solace,1.48,6.5,7.0,69,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1307,007: Quantum of Solace,1.48,6.5,7.0,69,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1308,007: Quantum of Solace,1.14,6.5,6.5,42,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1309,007: Quantum of Solace,1.14,6.5,6.5,42,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1310,007: Quantum of Solace,0.65,5.4,7.3,11,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1311,007: Quantum of Solace,0.65,5.4,7.3,11,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1312,NightCaster,0.13,6.1,5.6,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1313,"Crouching Tiger, Hidden Dragon",0.13,4.8,4.5,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1314,"Crouching Tiger, Hidden Dragon",0.03,6.0,6.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,"Crouching Tiger, Hidden Dragon",0.01,5.2,4.8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1316,Destroy All Humans! Path of the Furon,0.13,3.4,6.4,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1317,Otogi: Myth of Demons,0.13,8.0,8.7,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1318,Fat Princess: Fistful of Cake,0.13,7.4,8.5,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1319,Onechanbara: Bikini Samurai Squad,0.13,3.9,6.4,39,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1320,Advent Rising,0.13,6.8,7.5,50,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1321,Gladiator Begins,0.13,5.9,8.6,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1322,Teenage Mutant Ninja Turtles: Arcade Attack,0.13,3.6,5.9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1323,Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.12,4.4,5.5,49,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1324,Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.07,5.5,6.0,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1325,Undead Knights,0.12,6.3,8.4,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1326,Ninja Reflex,0.12,4.9,5.9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1327,Ninja Reflex,0.1,5.4,5.4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1328,EA Replay,0.12,5.6,5.6,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1329,Curious George,0.12,5.3,7.7,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1330,Curious George,0.03,5.7,5.7,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1331,Godzilla Unleashed: Double Smash,0.12,2.8,5.6,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1332,Samurai Warriors 4: Empires,0.12,7.1,7.2,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1333,Gladiator: Sword of Vengeance,0.12,6.5,6.2,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1334,Gladiator: Sword of Vengeance,0.05,6.5,7.4,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1335,Gladiator: Sword of Vengeance,0.0,6.9,7.5,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1336,Onechanbara: Bikini Zombie Slayers,0.12,5.5,8.0,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1337,Nightshade,0.12,6.8,7.9,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1338,Nightshade,0.12,6.8,7.9,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1339,Nightshade,0.12,6.8,7.9,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1340,Barnyard,0.12,6.6,8.4,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1341,Barnyard,0.09,6.2,8.3,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1342,Barnyard,0.05,5.6,5.6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,ToeJam & Earl III: Mission to Earth,0.11,7.1,6.9,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1344,Dead Cells,0.11,8.9,8.4,40,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1345,Dead Cells,0.05,8.7,7.7,32,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1346,Retro Game Challenge,0.11,7.7,6.9,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1347,Phantom Dust,0.11,8.1,7.7,37,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1348,Phantom Dust,0.11,8.1,7.7,37,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1349,Stubbs the Zombie in Rebel Without a Pulse,0.11,7.5,8.3,55,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1350,Batman: Dark Tomorrow,0.11,2.5,3.3,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1351,Batman: Dark Tomorrow,0.08,2.9,3.0,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1352,Spy vs Spy,0.11,5.3,7.6,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1353,Spy vs Spy,0.11,5.3,7.6,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1354,Cold Fear,0.11,6.8,8.0,39,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1355,Cold Fear,0.06,7.1,8.0,41,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1356,Cold Fear,0.0,6.6,7.6,13,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1357,XXX,0.11,5.0,5.0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,Spyborgs,0.11,6.6,6.9,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1359,Alias,0.11,6.4,7.7,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1360,Alias,0.05,6.4,6.0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1361,Mushroom Men: Rise of the Fungi,0.11,4.5,6.1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1362,Constantine,0.11,5.8,7.7,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1363,Constantine,0.06,6.0,7.3,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1364,Astro Boy: The Video Game,0.11,4.8,3.4,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1365,Astro Boy: The Video Game,0.11,4.8,3.4,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1366,Astro Boy: The Video Game,0.1,3.4,5.7,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1367,Astro Boy: The Video Game,0.1,3.4,5.7,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1368,Rengoku: The Tower of Purgatory,0.11,4.3,6.1,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1369,Dynasty Warriors Advance,0.11,5.6,8.0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,Naruto Shippuden: Naruto vs. Sasuke,0.11,6.4,6.4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1371,Viewtiful Joe: Double Trouble!,0.11,7.3,7.5,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1372,Hysteria Hospital: Emergency Ward,0.11,4.5,4.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1373,Hysteria Hospital: Emergency Ward,0.05,5.3,6.0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1374,The Godfather: Mob Wars,0.1,5.9,8.1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1375,Pariah,0.1,7.0,7.5,52,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1376,Pariah,0.0,6.9,5.6,27,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1377,Blades of Time,0.1,5.2,6.5,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1378,Blades of Time,0.1,5.3,7.0,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1379,Death By Degrees,0.1,5.1,6.5,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1380,Romance of the Three Kingdoms XIII,0.1,6.7,7.1,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1381,Colin McRae Rally 04,0.1,8.4,8.2,33,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1382,Warriors All-Stars,0.1,7.0,6.4,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1383,Mega Man Legacy Collection 2,0.1,7.1,8.5,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1384,Devil May Cry 4 Special Edition,0.1,7.5,8.2,28,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1385,Bee Movie Game,0.1,6.5,8.2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1386,Accel World vs. Sword Art Online: Millennium Twilight,0.1,6.4,6.6,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1387,Escape Dead Island,0.1,4.0,3.1,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1388,Escape Dead Island,0.07,3.2,3.6,12,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1389,The Secret Saturdays: Beasts of the 5th Sun,0.1,6.0,6.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1390,Star Wars: Lethal Alliance,0.1,5.7,5.7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1391,Star Wars: Lethal Alliance,0.13,6.1,6.8,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1392,Tornado Outbreak,0.1,7.1,8.2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1393,Tornado Outbreak,0.09,6.9,7.6,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1394,Tornado Outbreak,0.08,6.2,8.0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1395,Power Stone Collection,0.1,7.4,7.3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1396,Disney's Aladdin in Nasira's Revenge,0.09,6.1,7.2,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1397,Altered Beast: Guardian of the Realms,0.09,6.3,5.8,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,Nights of Azure,0.09,6.7,7.3,40,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1399,Rygar: The Battle of Argus,0.09,5.2,7.0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1400,Ninja Gaiden Black,0.09,9.4,8.8,32,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1401,Earth Defense Force 2: Invaders from Planet Space,0.09,7.2,8.2,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1402,New Legends,0.09,5.6,5.6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1403,Toy Soldiers: War Chest,0.09,6.2,7.1,19,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1404,Toy Soldiers: War Chest,0.08,6.0,7.7,14,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1405,God Eater Resurrection,0.09,7.0,7.0,18,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1406,Project Eden,0.09,7.1,7.7,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1407,Project Eden,0.0,7.2,7.4,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1408,Def Jam Fight For NY: The Takeover,0.09,7.9,8.3,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1409,Ghosthunter,0.09,6.9,8.6,44,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1410,Beyblade Evolution,0.09,4.9,5.4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1411,Legend of the Guardians: The Owls of Ga'Hoole,0.09,6.2,7.2,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1412,Legend of the Guardians: The Owls of Ga'Hoole,0.07,6.0,7.7,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1413,Astro Boy: Omega Factor,0.09,8.5,8.7,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,Mystic Heroes,0.09,6.7,8.2,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1415,Mystic Heroes,0.06,6.7,8.7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1416,Viewtiful Joe: Red Hot Rumble,0.09,6.3,6.9,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1417,Viewtiful Joe: Red Hot Rumble,0.06,6.2,6.9,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1418,Crimson Sea,0.09,7.8,8.2,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1419,Samurai Warriors 2: Xtreme Legends,0.09,5.0,8.2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1420,Lara Croft and the Temple of Osiris,0.09,7.4,6.6,40,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1421,Lara Croft and the Temple of Osiris,0.02,7.3,5.7,17,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1422,Astro Boy,0.09,5.4,7.3,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1423,Ghostbusters ,0.07,3.2,3.8,10,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1424,Ghostbusters ,0.07,3.2,3.8,10,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1425,Knights Contract,0.08,5.1,6.9,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1426,Knights Contract,0.08,4.9,6.2,41,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1427,Hammerin' Hero,0.08,7.3,7.3,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1428,Warriors Orochi 3 Hyper,0.08,6.4,7.5,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1429,Samurai Warriors Chronicles 3,0.08,6.3,6.5,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1430,Samurai Warriors Chronicles 3,0.07,7.0,7.9,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1431,Hello Kitty: Roller Rescue,0.08,6.4,7.2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1432,Prey the Stars,0.08,6.6,6.6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1433,Fatal Frame III: The Tormented,0.08,7.8,8.9,46,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1434,Legend of Kay Anniversary,0.08,6.2,5.9,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1435,Legend of Kay Anniversary,0.07,6.7,7.1,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1436,Legend of Kay Anniversary,0.01,5.4,5.3,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1437,Seven Samurai 20XX,0.08,5.2,7.4,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1438,Samurai Western,0.08,5.8,7.7,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1439,Warhammer: Battle For Atluma,0.08,5.5,7.4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1440,Indycar Series 2005,0.08,7.2,7.2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1441,C.O.P.: The Recruit,0.08,5.5,7.5,38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1442,Urban Reign,0.08,6.0,8.7,44,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1443,Akiba's Beat,0.08,5.5,6.8,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1444,The Legend of Kage 2,0.08,7.0,7.3,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1445,Samurai Warriors: Spirit of Sanada,0.07,7.4,7.1,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1446,Godai: Elemental Force,0.07,2.7,3.8,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1447,Styx: Shards of Darkness,0.07,7.2,7.2,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1448,Styx: Shards of Darkness,0.06,7.2,7.3,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1449,Styx: Shards of Darkness,0.01,7.2,7.7,39,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1450,Pitfall: The Lost Expedition,0.07,6.6,6.6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,Pitfall: The Lost Expedition,0.07,7.3,7.1,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1452,Pitfall: The Lost Expedition,0.2,7.0,8.3,34,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1453,Pitfall: The Lost Expedition,0.08,7.3,8.0,25,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1454,Haunting Ground,0.07,6.7,8.9,33,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1455,One Piece: Unlimited World Red Deluxe Edition,0.07,6.8,7.1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1456,One Piece: Unlimited World Red Deluxe Edition,0.01,6.8,6.2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1457,McFarlane's Evil Prophecy,0.07,3.4,3.0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1458,Dynasty Warriors 8: Empires,0.07,5.8,6.8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1459,Dynasty Warriors 8: Empires,0.03,7.0,7.5,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1460,Dynasty Warriors 8: Empires,0.21,6.3,6.8,30,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1461,Crimson Sea 2,0.07,7.5,8.1,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1462,River City Ransom EX,0.07,7.5,8.3,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,Dynasty Warriors DS: Fighter's Battle,0.07,5.6,6.8,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1464,Robot Alchemic Drive,0.07,7.9,8.1,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1465,Tokyo Beat Down,0.07,5.6,5.6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1466,Bad Apple Wars,0.07,7.8,7.1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1467,Firefighter F.D.18,0.07,6.3,7.5,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1468,Deep Labyrinth,0.07,5.7,6.3,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1469,God Hand,0.07,7.3,9.1,48,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1470,God Hand,0.07,7.3,9.1,48,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1471,Alex Rider: Stormbreaker,0.07,4.8,6.0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1472,Zombi,0.07,7.1,5.9,29,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1473,Zombi,0.01,7.2,6.3,18,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1474,Prince of Persia: The Fallen King,0.07,6.4,6.1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1475,Frogger Advance: The Great Quest,0.07,5.5,7.8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,Kabuki Warriors,0.06,3.2,1.8,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1477,Escape from Bug Island,0.06,3.7,5.3,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1478,Nights of Azure 2: Bride of the New Moon,0.06,6.6,6.6,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1479,Ittle Dew 2+,0.06,7.7,7.8,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1480,Ittle Dew 2+,0.06,7.7,7.8,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1481,Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,0.06,7.9,8.3,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
