Name,Platform,Genre,Global_Sales,game_key,Name_meta,Genre_meta,Score_pro,Score_user,Publisher,Developer,N_pro,N_user,day,year,month,release_date,quarter,Franchise_wikipedia,compound,multiplayer,singleplayer
Tropico 3,X360,Strategy,0.22,tropico-3,Tropico 3,"Strategy, Tycoon, Management, Tycoon, Government",7.5,6.9,kalypso,Haemimont,33,23,16,2010,2,2010-02-16,1.0,Tropico,0.4875606060606061,0.0,1.0
Tropico 3,PC,Strategy,0.04,tropico-3,Tropico 3,"Strategy, Tycoon, Management, Tycoon, Government",7.9,8.1,kalypso,Haemimont,48,204,20,2009,10,2009-10-20,4.0,Tropico,0.5326937499999999,0.0,1.0
Conflict Zone,PS2,Strategy,0.21,conflict-zone,Conflict Zone,"Strategy, Real-Time, Military",4.7,7.4,ubisoft,MASA Group,7,8,19,2002,10,2002-10-19,4.0,Conflict Zone,-0.04855714285714285,1.0,1.0
Age of Empires: Mythologies,DS,Strategy,0.21,age-of-empires-mythologies,Age of Empires: Mythologies,"Strategy, Turn-Based, General, Historic, Historic",7.8,7.1,thq,Griptonite Games,28,12,24,2008,11,2008-11-24,4.0,Age of Empires,0.5016315476190475,1.0,1.0
Suikoden Tactics,PS2,Strategy,0.2,suikoden-tactics,Suikoden Tactics,"Strategy, Turn-Based, Fantasy",6.8,8.3,konami,Konami,31,37,8,2005,11,2005-11-08,4.0,Suikoden,0.19022580645161288,0.0,1.0
Sid Meier's Pirates!,PSP,Strategy,0.2,sid-meier-s-pirates,Sid Meier's Pirates!,"Strategy, Real-Time, General, Historic",8.2,8.3,2k games,Full Fat,34,38,22,2007,1,2007-01-22,1.0,Sid Meier,0.3908441176470588,0.0,1.0
Sid Meier's Pirates!,Wii,Strategy,0.16,sid-meier-s-pirates,Sid Meier's Pirates!,"Strategy, General, General",6.4,7.5,atari,Virtuos,13,6,28,2010,9,2010-09-28,3.0,Sid Meier,0.40324615384615387,0.0,1.0
Sid Meier's Pirates!,XB,Strategy,0.14,sid-meier-s-pirates,Sid Meier's Pirates!,"Strategy, General",8.0,6.4,2k games,Firaxis Games,47,24,11,2005,7,2005-07-11,3.0,Sid Meier,0.3832553191489362,0.0,1.0
Gladius,PS2,Strategy,0.2,gladius,Gladius,"Strategy, Turn-Based, Fantasy",7.8,8.1,lucasarts,LucasArts,27,28,28,2003,10,2003-10-28,4.0,Gladius,0.4787,0.0,1.0
Gladius,XB,Strategy,0.14,gladius,Gladius,"Strategy, Turn-Based, Fantasy",7.9,8.3,lucasarts,LucasArts,31,25,28,2003,10,2003-10-28,4.0,Gladius,0.27264516129032257,0.0,1.0
Gladius,GC,Strategy,0.07,gladius,Gladius,"Strategy, Turn-Based, Fantasy",8.2,7.9,lucasarts,LucasArts,19,14,3,2003,11,2003-11-03,4.0,Gladius,0.4272526315789474,0.0,1.0
Total War: Shogun 2 - Fall of the Samurai,PC,Strategy,0.2,total-war-shogun-2-fall-of-the-samurai,Total War: Shogun 2 - Fall of the Samurai,"Strategy, Turn-Based, Historic, General, Historic",8.6,8.4,sega,Creative Assembly,45,408,22,2012,3,2012-03-22,1.0,Total War,0.42716666666666675,0.0,1.0
Aliens versus Predator: Extinction,PS2,Strategy,0.19,aliens-versus-predator-extinction,Aliens Versus Predator: Extinction,"Strategy, Real-Time, Sci-Fi",6.6,8.5,ea games,Zono Inc.,17,33,30,2003,7,2003-07-30,3.0,Alien,-0.058205882352941184,0.0,1.0
Aliens versus Predator: Extinction,XB,Strategy,0.08,aliens-versus-predator-extinction,Aliens Versus Predator: Extinction,"Strategy, Real-Time, Sci-Fi",6.4,7.0,ea games,Zono Inc.,19,23,30,2003,7,2003-07-30,3.0,Alien,0.27034736842105267,0.0,1.0
Stronghold 3,PC,Strategy,0.19,stronghold-3,Stronghold 3,"Strategy, Real-Time, Historic, General, Historic",4.7,3.0,southpeak games,FireFly Studios,29,366,24,2011,10,2011-10-24,4.0,Stronghold,-0.2170344827586207,1.0,1.0
Robin Hood: Defender of the Crown,PS2,Strategy,0.19,robin-hood-defender-of-the-crown,Robin Hood: Defender of the Crown,"Strategy, Turn-Based, Historic",5.9,5.6,capcom,Cinemaware,18,5,30,2003,9,2003-09-30,3.0,Robin Hood,0.17178333333333332,0.0,1.0
Robin Hood: Defender of the Crown,XB,Strategy,0.03,robin-hood-defender-of-the-crown,Robin Hood: Defender of the Crown,"Strategy, Turn-Based, Historic",5.7,5.7,capcom,Atomic Planet Entertainment,13,0,11,2003,11,2003-11-11,4.0,Robin Hood,-0.0902,0.0,1.0
Commandos 2: Men of Courage,PS2,Strategy,0.18,commandos-2-men-of-courage,Commandos 2: Men of Courage,"Strategy, Real-Time, Military",6.7,6.8,eidos interactive,Pyro Studios,19,16,28,2002,8,2002-08-28,3.0,Commandos,0.04066842105263156,1.0,1.0
Commandos 2: Men of Courage,XB,Strategy,0.07,commandos-2-men-of-courage,Commandos 2: Men of Courage,"Strategy, Real-Time, Historic",6.7,7.1,eidos interactive,Pyro Studios,12,7,18,2002,9,2002-09-18,3.0,Commandos,0.1175,1.0,1.0
Commandos 2: Men of Courage,PC,Strategy,0.0,commandos-2-men-of-courage,Commandos 2: Men of Courage,"Strategy, Real-Time, Military, General, Military",8.7,8.8,eidos interactive,Pyro Studios,17,283,20,2001,9,2001-09-20,3.0,Commandos,0.6111294117647058,1.0,1.0
Stormrise,PS3,Strategy,0.17,stormrise,Stormrise,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",5.1,5.1,sega,Creative Assembly,28,21,24,2009,3,2009-03-24,1.0,Stormrise,0.33444642857142853,1.0,1.0
Stormrise,X360,Strategy,0.15,stormrise,Stormrise,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",4.8,6.6,sega,Creative Assembly,36,18,24,2009,3,2009-03-24,1.0,Stormrise,0.12417777777777778,1.0,1.0
Stormrise,PC,Strategy,0.02,stormrise,Stormrise,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",4.2,4.9,sega,Creative Assembly,15,25,24,2009,3,2009-03-24,1.0,Stormrise,0.10181333333333334,1.0,1.0
Goblin Commander: Unleash the Horde,PS2,Strategy,0.17,goblin-commander-unleash-the-horde,Goblin Commander: Unleash the Horde,"Strategy, Real-Time, Fantasy",6.8,8.5,jaleco entertainment,Jaleco Entertainment,21,17,11,2003,11,2003-11-11,4.0,Goblin Commander,0.4597714285714286,1.0,1.0
Goblin Commander: Unleash the Horde,XB,Strategy,0.08,goblin-commander-unleash-the-horde,Goblin Commander: Unleash the Horde,"Strategy, Real-Time, Fantasy",7.0,7.0,jaleco entertainment,Jaleco Entertainment,22,0,11,2003,11,2003-11-11,4.0,Goblin Commander,0.2180681818181818,1.0,1.0
Goblin Commander: Unleash the Horde,GC,Strategy,0.02,goblin-commander-unleash-the-horde,Goblin Commander: Unleash the Horde,"Strategy, Real-Time, Fantasy",7.1,8.4,jaleco entertainment,Jaleco Entertainment,19,9,16,2003,12,2003-12-16,4.0,Goblin Commander,0.2494684210526316,1.0,1.0
Magic: The Gathering - Battlegrounds,XB,Strategy,0.16,magic-the-gathering-battlegrounds,Magic: The Gathering - Battlegrounds,"Strategy, Real-Time, Fantasy",7.2,7.7,atari,Secret Level,25,9,18,2003,11,2003-11-18,4.0,Magic The Gathering,0.27442000000000005,1.0,1.0
Starcraft 64,N64,Strategy,0.16,starcraft-64,Starcraft 64,"Strategy, Real-Time, Sci-Fi",8.0,7.6,nintendo,Mass Media,17,57,13,2000,6,2000-06-13,2.0,starcraft,0.42558235294117647,1.0,1.0
Scarface: Money. Power. Respect.,PSP,Strategy,0.16,scarface-money-power-respect,Scarface: Money. Power. Respect.,"Strategy, Action Adventure, Turn-Based, General, Modern, Management, Modern, Business / Tycoon",5.8,3.0,sierra entertainment,Radical Entertainment,12,9,8,2006,10,2006-10-08,4.0,Scarface,0.18749375,1.0,1.0
Field Commander,PSP,Strategy,0.16,field-commander,Field Commander,"Strategy, Turn-Based, Sci-Fi, Sci-Fi, General",7.7,7.9,sony interactive entertainment,Sony Online Entertainment,53,9,23,2006,5,2006-05-23,2.0,Field Commander,0.3591014150943397,1.0,1.0
Kingdom Under Fire: Heroes,XB,Strategy,0.15,kingdom-under-fire-heroes,Kingdom Under Fire: Heroes,"Strategy, Real-Time, Fantasy",7.8,7.6,microsoft game studios,Phantagram,55,32,20,2005,9,2005-09-20,3.0,Kingdom Under Fire,0.2543763636363636,1.0,1.0
Heroes of Mana,DS,Strategy,0.14,heroes-of-mana,Heroes of Mana,"Strategy, Real-Time, Fantasy, General, Fantasy",6.6,7.6,square enix,Brownie Brown,32,9,14,2007,8,2007-08-14,3.0,Mana,0.2960031250000001,1.0,1.0
Mytran Wars,PSP,Strategy,0.14,mytran-wars,Mytran Wars,"Strategy, Turn-Based, Sci-Fi, Sci-Fi, General",6.8,8.2,deep silver,Stormregion,16,9,26,2009,10,2009-10-26,4.0,Wars,0.13386874999999998,1.0,1.0
Warcraft III: Reign of Chaos,PC,Strategy,0.14,warcraft-iii-reign-of-chaos,Warcraft III: Reign of Chaos,"Strategy, Real-Time, Fantasy, General, Fantasy",9.2,9.2,blizzard,Blizzard Entertainment,40,2257,3,2002,7,2002-07-03,3.0,Warcraft,0.5039102564102566,1.0,1.0
Ninjatown,DS,Strategy,0.13,ninjatown,Ninjatown,"Strategy, Real-Time, General, General, Defense",8.0,8.4,southpeak games,Venan Entertainment,40,4,28,2008,10,2008-10-28,4.0,Ninjatown,0.49887958333333354,1.0,1.0
Yu-Gi-Oh! GX: Tag Force,PSP,Strategy,0.13,yu-gi-oh-gx-tag-force,Yu-Gi-Oh! GX Tag Force,"Strategy, Miscellaneous, Turn-Based, Card Battle, Card Battle",6.2,8.7,konami,Konami,8,6,14,2006,11,2006-11-14,4.0,Yu-Gi-Oh!,0.17007812500000002,0.0,1.0
RollerCoaster Tycoon,XB,Strategy,0.13,rollercoaster-tycoon,RollerCoaster Tycoon,"Strategy, Tycoon",6.2,8.4,atari,Atari,8,13,25,2003,3,2003-03-25,1.0,RollerCoaster Tycoon,-0.1328625,0.0,1.0
Record of Agarest War Zero,PS3,Strategy,0.13,record-of-agarest-war-zero,Record of Agarest War Zero,"Strategy, Turn-Based, Fantasy, Fantasy, Tactics",5.0,6.6,aksys games,Compile Heart,8,34,14,2011,6,2011-06-14,2.0,Record of Agarest War Zero,-0.2424375,0.0,1.0
PixelJunk Monsters Deluxe,PSP,Strategy,0.12,pixeljunk-monsters-deluxe,PixelJunk Monsters Deluxe,"Strategy, Real-Time, Fantasy, Fantasy, Defense",8.6,7.9,scea,Q-Games,27,39,30,2009,9,2009-09-30,3.0,PixelJunk,0.6990666666666664,0.0,1.0
Worms 3D,PS2,Strategy,0.12,worms-3d,Worms 3D,"Strategy, General",7.0,7.7,acclaim,Team17,31,31,11,2004,3,2004-03-11,1.0,Worms,0.2724548387096774,1.0,1.0
Worms 3D,GC,Strategy,0.07,worms-3d,Worms 3D,"Strategy, General",6.9,7.8,acclaim,Team17,23,21,11,2004,3,2004-03-11,1.0,Worms,0.30532608695652175,1.0,1.0
Worms 3D,XB,Strategy,0.06,worms-3d,Worms 3D,"Strategy, General",6.9,8.3,sega,Team17,20,12,1,2005,3,2005-03-01,1.0,Worms,0.297465,1.0,1.0
Worms 3D,PC,Strategy,0.0,worms-3d,Worms 3D,"Strategy, Turn-Based, Real-Time, Fantasy, Fantasy, Artillery",7.4,7.1,acclaim,Team17,15,76,11,2004,3,2004-03-11,1.0,Worms,0.22564000000000003,1.0,1.0
Star Trek: Conquest,Wii,Strategy,0.12,star-trek-conquest,Star Trek: Conquest,"Strategy, Turn-Based, Sci-Fi, Sci-Fi, General",4.9,5.1,bethesda games,4J Studios,18,12,20,2007,11,2007-11-20,4.0,Star Trek,0.12057777777777777,0.0,1.0
Star Trek: Conquest,PS2,Strategy,0.11,star-trek-conquest,Star Trek: Conquest,"Strategy, Turn-Based, Sci-Fi",5.4,8.4,bethesda games,4J Studios,15,14,20,2007,11,2007-11-20,4.0,Star Trek,-0.10586,0.0,1.0
Battles of Prince of Persia,DS,Strategy,0.12,battles-of-prince-of-persia,Battles of Prince of Persia,"Strategy, Miscellaneous, Turn-Based, Card Battle, Card Battle",6.4,7.7,ubisoft,Ubisoft Montreal,16,16,6,2005,12,2005-12-06,4.0,Prince of Persia,0.07753125,1.0,1.0
Ring of Red,PS2,Strategy,0.11,ring-of-red,Ring of Red,"Strategy, Real-Time, Sci-Fi",8.2,8.5,konami,Konami,15,17,12,2001,3,2001-03-12,1.0,Ring of Red,0.6426333333333333,0.0,1.0
Warhammer: Battle March,X360,Strategy,0.11,warhammer-battle-march,Warhammer: Battle March,"Strategy, Real-Time, Fantasy, General, Fantasy",5.5,7.3,amc games,Black Hole Games,30,5,2,2008,9,2008-09-02,3.0,Warhammer,0.0939611111111111,1.0,1.0
Medieval II: Total War,PC,Strategy,0.11,medieval-ii-total-war,Medieval II: Total War,"Strategy, Real-Time, Historic, General",8.8,9.0,sega,Creative Assembly,39,135,13,2006,11,2006-11-13,4.0,Total War,0.34548141025640977,1.0,1.0
Army Men: RTS,PS2,Strategy,0.11,army-men-rts,Army Men: RTS,"Strategy, Real-Time, Fantasy",6.8,7.7,3do,Pandemic Studios,14,6,27,2002,3,2002-03-27,1.0,Army Men,0.0035285714285714404,1.0,1.0
Worms Forts: Under Siege,PS2,Strategy,0.11,worms-forts-under-siege,Worms Forts: Under Siege,"Strategy, Turn-Based, Fantasy",6.3,7.9,sega,Team17,21,18,15,2005,3,2005-03-15,1.0,Worms,0.2955,1.0,1.0
Worms Forts: Under Siege,XB,Strategy,0.07,worms-forts-under-siege,Worms Forts: Under Siege,"Strategy, Turn-Based, Fantasy",6.7,7.8,sega,Team17,15,8,15,2005,3,2005-03-15,1.0,Worms,0.00792666666666666,1.0,1.0
Dynasty Tactics 2,PS2,Strategy,0.11,dynasty-tactics-2,Dynasty Tactics 2,"Strategy, Turn-Based, Historic",7.8,8.2,koei games,Koei,18,18,23,2003,9,2003-09-23,3.0,Romance Of The Three Kingdoms,0.5204,0.0,1.0
Stronghold,PC,Strategy,0.11,stronghold,Stronghold,"Strategy, Real-Time, Historic, General, Historic",8.1,8.8,gathering,FireFly Studios,19,374,21,2001,10,2001-10-21,4.0,Stronghold,0.44972105263157897,0.0,1.0
Rome: Total War,PC,Strategy,0.11,rome-total-war,Rome: Total War,"Strategy, Real-Time, Historic, General, Historic",9.2,9.0,activision,Creative Assembly,58,1428,22,2004,9,2004-09-22,3.0,Total War,0.3400172413793102,1.0,1.0
Universe at War: Earth Assault,X360,Strategy,0.1,universe-at-war-earth-assault,Universe at War: Earth Assault,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",6.6,8.5,sega,Petroglyph,44,13,25,2008,3,2008-03-25,1.0,Universe at War,0.16894469696969697,1.0,1.0
Universe at War: Earth Assault,PC,Strategy,0.01,universe-at-war-earth-assault,Universe at War: Earth Assault,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",7.7,8.5,sega,Petroglyph,48,146,10,2007,12,2007-12-10,4.0,Universe at War,0.27954375000000004,1.0,1.0
Dungeons & Dragons Tactics,PSP,Strategy,0.1,dungeons-dragons-tactics,Dungeons & Dragons Tactics,"Strategy, Turn-Based, Fantasy, General, Fantasy",5.8,7.6,atari,Kuju Entertainment,38,29,14,2007,8,2007-08-14,3.0,Dungeons & Dragons Tactics,0.10544210526315789,1.0,1.0
Sudden Strike 4,PS4,Strategy,0.1,sudden-strike-4,Sudden Strike 4,"Strategy, Real-Time, General",6.3,7.5,kalypso,Kalypso,12,11,15,2017,8,2017-08-15,3.0,Sudden Strike 4,0.5593833333333333,0.0,1.0
Sudden Strike 4,PC,Strategy,0.02,sudden-strike-4,Sudden Strike 4,"Strategy, Real-Time, General",7.0,7.6,kalypso,Kite Games,16,13,11,2017,8,2017-08-11,3.0,Sudden Strike 4,0.5406125,0.0,1.0
"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,Strategy,0.1,warhammer-40-000-dawn-of-war-ii-chaos-rising,"Warhammer 40,000: Dawn of War II - Chaos Rising","Strategy, Real-Time, Fantasy, General, Fantasy",8.4,8.6,thq,Relic,50,316,10,2010,3,2010-03-10,1.0,"Warhammer 40,000",0.3921119999999999,1.0,1.0
SNK vs. Capcom Card Fighters DS,DS,Strategy,0.1,snk-vs-capcom-card-fighters-ds,SNK vs. Capcom Card Fighters DS,"Strategy, Miscellaneous, Turn-Based, Card Battle, Card Battle",4.8,5.3,snk playmore,SNK Playmore,19,7,24,2007,4,2007-04-24,2.0,The King of Fighters,0.16384736842105263,1.0,1.0
Populous DS,DS,Strategy,0.09,populous-ds,Populous DS,"Strategy, General, General",6.0,6.0,xseed games,Genki,20,1,10,2008,11,2008-11-10,4.0,Populous,0.12755333333333332,1.0,1.0
Nobunaga's Ambition: Sphere of Influence - Ascension,PS4,Strategy,0.09,nobunaga-s-ambition-sphere-of-influence-ascension,Nobunaga's Ambition: Sphere of Influence - Ascension,"Strategy, Turn-Based, General",7.4,7.1,koei games,Koei Tecmo Games,12,11,25,2016,10,2016-10-25,4.0,Nobunaga's Ambition,0.4643333333333333,0.0,1.0
Grand Ages: Medieval,PS4,Strategy,0.09,grand-ages-medieval,Grand Ages: Medieval,"Strategy, Real-Time, General",6.4,6.6,kalypso,Gaming Minds Studios,10,23,13,2015,10,2015-10-13,4.0,Grand Ages,0.27938999999999997,0.0,1.0
Grand Ages: Medieval,PC,Strategy,0.06,grand-ages-medieval,Grand Ages: Medieval,"Strategy, Real-Time, General, Historic",6.3,5.5,kalypso,Gaming Minds Studios,11,53,25,2015,9,2015-09-25,3.0,Grand Ages,0.12033636363636364,0.0,1.0
Age of Empires II: The Age of Kings,PC,Strategy,0.09,age-of-empires-ii-the-age-of-kings,Age of Empires II: The Age of Kings,"Strategy, Real-Time, Historic, Historic, Command",9.2,9.0,microsoft game studios,Ensemble Studios,21,144,30,1999,9,1999-09-30,3.0,Age of Empires,0.6119000000000001,1.0,1.0
Hearts of Iron IV,PC,Strategy,0.09,hearts-of-iron-iv,Hearts of Iron IV,"Historic, Strategy, Real-Time, General",8.3,7.6,paradox interactive,Paradox Development Studio,37,803,6,2016,6,2016-06-06,2.0,Hearts of Iron,0.49107027027027034,1.0,1.0
Hearts of Iron III,PC,Strategy,0.09,hearts-of-iron-iii,Hearts of Iron III,"Strategy, Real-Time, Historic, General, Historic",7.7,7.1,paradox interactive,Paradox Development Studio,23,251,7,2009,8,2009-08-07,3.0,Hearts of Iron,0.41406521739130436,1.0,1.0
Romance of the Three Kingdoms X,PS2,Strategy,0.09,romance-of-the-three-kingdoms-x,Romance of the Three Kingdoms X,"Strategy, Turn-Based, Historic",7.1,8.2,koei games,Koei,13,10,21,2005,6,2005-06-21,2.0,Romance Of The Three Kingdoms,0.49372307692307693,0.0,1.0
Lock's Quest,DS,Strategy,0.09,lock-s-quest,Lock's Quest,"Strategy, Real-Time, Historic, Historic, Defense",8.0,8.4,thq,5TH Cell,32,9,8,2008,9,2008-09-08,3.0,Lock's Quest,0.4010484375,1.0,1.0
Lock's Quest,DS,Strategy,0.09,lock-s-quest,Lock's Quest,"Strategy, Real-Time, Historic, Historic, Defense",8.0,8.4,thq,5TH Cell,32,9,8,2008,9,2008-09-08,3.0,Lock's Quest,0.4010484375,1.0,1.0
Lock's Quest,DS,Strategy,0.09,lock-s-quest,Lock's Quest,"Strategy, Real-Time, Historic, Historic, Defense",8.0,8.4,thq,5TH Cell,32,9,8,2008,9,2008-09-08,3.0,Lock's Quest,0.4010484375,1.0,1.0
Might & Magic Heroes VII,PC,Strategy,0.09,might-magic-heroes-vii,Might & Magic: Heroes VII,"Fantasy, Strategy, Turn-Based, General",6.7,4.9,ubisoft,Limbic Entertainment,39,446,29,2015,9,2015-09-29,3.0,Might and Magic,0.3929358974358975,1.0,1.0
Zoids Assault,X360,Strategy,0.09,zoids-assault,Zoids Assault,"Strategy, Turn-Based, Sci-Fi, Sci-Fi, General",4.6,7.8,atlus,Takara Tomy,17,3,9,2008,9,2008-09-09,3.0,Zoids,0.3015509803921569,0.0,1.0
Supreme Commander,X360,Strategy,0.09,supreme-commander,Supreme Commander,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command",5.6,6.3,aspyr,Gas Powered Games,24,7,23,2008,6,2008-06-23,2.0,Supreme Commander,0.06274027777777777,0.0,1.0
Supreme Commander,PC,Strategy,0.04,supreme-commander,Supreme Commander,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command",8.6,8.3,thq,Gas Powered Games,44,336,20,2007,2,2007-02-20,1.0,Supreme Commander,0.5709863636363636,0.0,1.0
R-Type Command,PSP,Strategy,0.09,r-type-command,R-Type Command,"Strategy, Turn-Based, General, Sci-Fi, Sci-Fi, General",6.9,7.4,atlus,Irem,29,3,6,2008,5,2008-05-06,2.0,R-Type,0.4029459770114941,1.0,1.0
Black & White 2,PC,Strategy,0.09,black-white-2,Black & White 2,"Strategy, Real-Time, Fantasy, General, Fantasy",7.5,7.2,ea games,Lionhead Studios,50,136,4,2005,10,2005-10-04,4.0,Black & White,0.38024800000000014,0.0,1.0
Nobunaga's Ambition: Iron Triangle,PS2,Strategy,0.09,nobunaga-s-ambition-iron-triangle,Nobunaga's Ambition: Iron Triangle,"Strategy, Turn-Based, Historic",7.6,8.3,koei games,Koei,8,9,27,2009,1,2009-01-27,1.0,Nobunaga's Ambition,0.2805375,1.0,0.0
Age of Mythology,PC,Strategy,0.08,age-of-mythology,Age of Mythology,"Strategy, Real-Time, Fantasy, General, Fantasy",8.9,8.9,microsoft game studios,Ensemble Studios,31,706,1,2002,11,2002-11-01,4.0,Myth,0.46898064516129023,1.0,1.0
Onimusha Tactics,GBA,Strategy,0.08,onimusha-tactics,Onimusha Tactics,"Strategy, Turn-Based, Fantasy",6.4,8.2,capcom,Capcom,21,11,11,2003,11,2003-11-11,4.0,Onimusha,0.03939523809523808,0.0,1.0
Star Wars: Empire at War,PC,Strategy,0.08,star-wars-empire-at-war,Star Wars: Empire at War,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",7.9,8.3,lucasarts,Petroglyph,45,68,15,2006,2,2006-02-15,1.0,Star Wars,0.33865833333333323,1.0,1.0
Nobunaga's Ambition: Rise to Power,PS2,Strategy,0.08,nobunaga-s-ambition-rise-to-power,Nobunaga's Ambition: Rise to Power,"Strategy, Real-Time, Historic",7.0,8.0,koei games,Koei,7,2,5,2008,2,2008-02-05,1.0,Nobunaga's Ambition,0.26766666666666666,1.0,0.0
"Warhammer 40,000: Dawn of War II - Retribution",PC,Strategy,0.08,warhammer-40-000-dawn-of-war-ii-retribution,"Warhammer 40,000: Dawn of War II - Retribution","Strategy, Real-Time, Sci-Fi, Sci-Fi, General",8.0,7.7,thq,Relic,52,274,28,2011,2,2011-02-28,1.0,"Warhammer 40,000",0.42972307692307693,1.0,1.0
Worms: A Space Oddity,Wii,Strategy,0.08,worms-a-space-oddity,Worms: A Space Oddity,"Strategy, Turn-Based, Fantasy, Fantasy, Artillery",6.4,4.3,thq,Team17,26,6,18,2008,3,2008-03-18,1.0,Worms,0.2123961538461539,1.0,1.0
Stella Deus: The Gate of Eternity,PS2,Strategy,0.08,stella-deus-the-gate-of-eternity,Stella Deus: The Gate of Eternity,"Strategy, Turn-Based, Fantasy",7.5,8.3,atlus co,Pinegrow,31,23,26,2005,4,2005-04-26,2.0,Stella Deus,0.17949032258064518,0.0,1.0
Culdcept Revolt,3DS,Strategy,0.07,culdcept-revolt,Culdcept Revolt,"Miscellaneous, Board / Card Game",7.4,7.6,nis america,Omiya Soft,20,6,3,2017,10,2017-10-03,4.0,Culdcept Revolt,0.49703947368421053,1.0,1.0
Kessen III,PS2,Strategy,0.07,kessen-iii,Kessen III,"Strategy, Real-Time, Historic",7.3,8.4,koei games,Koei,26,25,22,2005,2,2005-02-22,1.0,Kessen III,0.19321153846153852,1.0,1.0
Wrath Unleashed,PS2,Strategy,0.07,wrath-unleashed,Wrath Unleashed,"Strategy, Turn-Based, Fantasy",6.4,5.7,lucasarts,Double Helix Games,25,7,10,2004,2,2004-02-10,1.0,Wrath Unleashed,0.12282,1.0,1.0
Wrath Unleashed,XB,Strategy,0.05,wrath-unleashed,Wrath Unleashed,"Strategy, Turn-Based, Fantasy",6.9,7.0,lucasarts,Double Helix Games,32,6,10,2004,2,2004-02-10,1.0,Wrath Unleashed,0.1737125,1.0,1.0
Romance of the Three Kingdoms XI,PS2,Strategy,0.07,romance-of-the-three-kingdoms-xi,Romance of the Three Kingdoms XI,"Strategy, Turn-Based, Historic",6.9,7.4,koei games,Koei,10,9,6,2007,2,2007-02-06,1.0,Romance of the Three Kingdoms,0.60054,1.0,1.0
Robocalypse,DS,Strategy,0.07,robocalypse,Robocalypse,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",7.8,8.4,tecmo,Vogster,15,3,17,2008,11,2008-11-17,4.0,Robocalypse,0.3796811111111112,1.0,1.0
Romance of the Three Kingdoms IX,PS2,Strategy,0.07,romance-of-the-three-kingdoms-ix,Romance of the Three Kingdoms IX,"Strategy, Turn-Based, Historic",7.4,8.2,koei games,Koei,17,15,24,2004,2,2004-02-24,1.0,Romance Of The Three Kingdoms,0.42437647058823524,1.0,1.0
Future Tactics: The Uprising,PS2,Strategy,0.07,future-tactics-the-uprising,Future Tactics: The Uprising,"Strategy, Turn-Based, Sci-Fi",6.1,6.0,crave,Zed Two Limited,25,8,10,2004,5,2004-05-10,2.0,Future Tactics,0.14184,1.0,1.0
Future Tactics: The Uprising,GC,Strategy,0.02,future-tactics-the-uprising,Future Tactics: The Uprising,"Strategy, Turn-Based, Sci-Fi",6.3,6.3,crave,Zed Two Limited,19,0,10,2004,5,2004-05-10,2.0,Future Tactics,0.24291052631578955,1.0,1.0
Full Spectrum Warrior: Ten Hammers,PS2,Strategy,0.07,full-spectrum-warrior-ten-hammers,Full Spectrum Warrior: Ten Hammers,"Strategy, Real-Time, Military",7.1,8.6,thq,Pandemic Studios,26,4,28,2006,3,2006-03-28,1.0,Full Spectrum Warrior,0.43378990384615346,1.0,1.0
Full Spectrum Warrior: Ten Hammers,XB,Strategy,0.05,full-spectrum-warrior-ten-hammers,Full Spectrum Warrior: Ten Hammers,"Strategy, Real-Time, Military",6.9,6.9,thq,Pandemic Studios,27,2,28,2006,3,2006-03-28,1.0,Full Spectrum Warrior,0.3557587962962962,1.0,1.0
Nobunaga's Ambition: Taishi,PS4,Strategy,0.06,nobunaga-s-ambition-taishi,Nobunaga's Ambition: Taishi,"Strategy, Turn-Based, General",7.0,6.9,koei games,Koei Tecmo Games,12,5,5,2018,6,2018-06-05,2.0,Nobunaga's Ambition,0.3445270833333332,0.0,1.0
Elite Forces: Unit 77,DS,Strategy,0.06,elite-forces-unit-77,Elite Forces: Unit 77,"Strategy, Turn-Based, Modern, General, Modern",6.1,6.1,deep silver,Gammick Entertainment,23,0,28,2009,4,2009-04-28,2.0,Elite Forces,0.07525454545454545,1.0,1.0
Aven Colony,XOne,Strategy,0.06,aven-colony,Aven Colony,"Strategy, Management, Government",7.7,7.9,team17,Sold Out,12,2,25,2017,7,2017-07-25,3.0,Aven Colony,0.5661249999999999,0.0,1.0
Aven Colony,PS4,Strategy,0.06,aven-colony,Aven Colony,"Strategy, Management, Government",7.3,7.2,team17,Sold Out Software,16,5,25,2017,7,2017-07-25,3.0,Aven Colony,0.454234375,0.0,1.0
Age of Empires III: The Asian Dynasties,PC,Strategy,0.06,age-of-empires-iii-the-asian-dynasties,Age of Empires III: The Asian Dynasties,"Strategy, Real-Time, Historic, Historic, Command",8.1,8.4,microsoft game studios,Big Huge Games,19,104,23,2007,10,2007-10-23,4.0,Age of Empires,0.4041631578947369,1.0,1.0
