Name,Platform,Genre,Global_Sales,game_key,Name_meta,Genre_meta,Score_pro,Score_user,Publisher,Developer,N_pro,N_user,day,year,month,release_date,quarter,Franchise_wikipedia,compound,multiplayer,singleplayer
Star Wars: The Force Unleashed II,X360,Action,1.44,star-wars-the-force-unleashed-ii,Star Wars: The Force Unleashed II,"Action, General, General",6.1,5.9,lucasarts,LucasArts,59,249,26,2010,10,2010-10-26,4.0,Star Wars,0.3856457627118644,1.0,1.0
Star Wars: The Force Unleashed II,Wii,Action,0.78,star-wars-the-force-unleashed-ii,Star Wars: The Force Unleashed II,"Action, General, General",7.1,7.8,lucasarts,LucasArts,10,35,26,2010,10,2010-10-26,4.0,Star Wars,0.29377,1.0,1.0
Star Wars: The Force Unleashed II,PC,Action,0.03,star-wars-the-force-unleashed-ii,Star Wars: The Force Unleashed II,"Action, General, General",5.9,5.9,lucasarts,LucasArts,14,224,26,2010,10,2010-10-26,4.0,Star Wars,-0.15613571428571427,1.0,1.0
Dragon Ball: Xenoverse 2,PS4,Action,1.5,dragon-ball-xenoverse-2,Dragon Ball: Xenoverse 2,"Action, Fighting, 3D",7.2,7.4,amc games,Dimps Corporation,57,259,25,2016,10,2016-10-25,4.0,Dragon Ball,0.42247719298245606,0.0,1.0
Dragon Ball: Xenoverse 2,NS,Action,0.55,dragon-ball-xenoverse-2,Dragon Ball: Xenoverse 2,"Action, Fighting, 3D",7.5,7.6,nintendo,Dimps Corporation,32,29,22,2017,9,2017-09-22,3.0,Dragon Ball,0.5717984375,0.0,1.0
Dragon Ball: Xenoverse 2,XOne,Action,0.47,dragon-ball-xenoverse-2,Dragon Ball: Xenoverse 2,"Action, Fighting, 3D",7.3,6.9,amc games,Dimps Corporation,9,59,25,2016,10,2016-10-25,4.0,Dragon Ball,0.6709,0.0,1.0
Metal Gear Rising: Revengeance,PS3,Action,1.5,metal-gear-rising-revengeance,Metal Gear Rising: Revengeance,"Action Adventure, Modern, General, Modern",8.0,8.0,konami,PlatinumGames,61,903,19,2013,2,2013-02-19,1.0,Metal Gear,0.400595081967213,0.0,1.0
Metal Gear Rising: Revengeance,X360,Action,0.5,metal-gear-rising-revengeance,Metal Gear Rising: Revengeance,"Action Adventure, Modern, General, Modern",8.2,8.0,konami,PlatinumGames,46,451,19,2013,2,2013-02-19,1.0,Metal Gear,0.29217173913043476,0.0,1.0
Dead Rising 2,X360,Action,1.49,dead-rising-2,Dead Rising 2,"Action Adventure, Horror, Horror, Open-World",7.9,7.1,capcom,Blue Castle Games,76,250,28,2010,9,2010-09-28,3.0,Dead Rising,0.3895105263157895,1.0,1.0
Dead Rising 2,PS3,Action,1.37,dead-rising-2,Dead Rising 2,"Action Adventure, Horror, Horror, Open-World",8.0,6.7,capcom,Blue Castle Games,54,196,28,2010,9,2010-09-28,3.0,Dead Rising,0.3785703703703702,1.0,1.0
Dead Rising 2,PC,Action,0.14,dead-rising-2,Dead Rising 2,"Action Adventure, Horror, Horror, Open-World",7.8,6.5,capcom,Blue Castle Games,17,256,27,2010,9,2010-09-27,3.0,Dead Rising,0.5821058823529413,1.0,1.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,Action,1.48,tom-clancy-s-splinter-cell-pandora-tomorrow,Tom Clancy's Splinter Cell Pandora Tomorrow,"Action Adventure, Modern",9.3,8.6,ubisoft,Ubisoft Shanghai,74,100,23,2004,3,2004-03-23,1.0,Tom Clancy,0.4121837837837836,1.0,1.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,Action,1.48,tom-clancy-s-splinter-cell-pandora-tomorrow,Tom Clancy's Splinter Cell Pandora Tomorrow,"Action Adventure, Modern",9.3,8.6,ubisoft,Ubisoft Shanghai,74,100,23,2004,3,2004-03-23,1.0,Tom Clancy,0.4121837837837836,1.0,1.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,Action,1.25,tom-clancy-s-splinter-cell-pandora-tomorrow,Tom Clancy's Splinter Cell Pandora Tomorrow,"Action Adventure, Modern",8.7,8.2,ubisoft,Ubisoft Shanghai,45,51,16,2004,6,2004-06-16,2.0,Tom Clancy,0.44680666666666674,1.0,1.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,Action,1.25,tom-clancy-s-splinter-cell-pandora-tomorrow,Tom Clancy's Splinter Cell Pandora Tomorrow,"Action Adventure, Modern",8.7,8.2,ubisoft,Ubisoft Shanghai,45,51,16,2004,6,2004-06-16,2.0,Tom Clancy,0.44680666666666674,1.0,1.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,Action,0.08,tom-clancy-s-splinter-cell-pandora-tomorrow,Tom Clancy's Splinter Cell Pandora Tomorrow,"Action Adventure, Modern",7.8,7.9,ubisoft,Ubisoft,25,15,20,2004,7,2004-07-20,3.0,Tom Clancy,0.31204000000000004,1.0,1.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,Action,0.08,tom-clancy-s-splinter-cell-pandora-tomorrow,Tom Clancy's Splinter Cell Pandora Tomorrow,"Action Adventure, Modern",7.8,7.9,ubisoft,Ubisoft,25,15,20,2004,7,2004-07-20,3.0,Tom Clancy,0.31204000000000004,1.0,1.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,Action,0.06,tom-clancy-s-splinter-cell-pandora-tomorrow,Tom Clancy's Splinter Cell Pandora Tomorrow,"Action Adventure, Modern",6.8,6.7,ubisoft,Ubisoft,19,7,24,2004,3,2004-03-24,1.0,Tom Clancy,0.028031578947368425,1.0,1.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,Action,0.06,tom-clancy-s-splinter-cell-pandora-tomorrow,Tom Clancy's Splinter Cell Pandora Tomorrow,"Action Adventure, Modern",6.8,6.7,ubisoft,Ubisoft,19,7,24,2004,3,2004-03-24,1.0,Tom Clancy,0.028031578947368425,1.0,1.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,PC,Action,0.0,tom-clancy-s-splinter-cell-pandora-tomorrow,Tom Clancy's Splinter Cell: Pandora Tomorrow,"Action Adventure, Modern, General, Modern",8.7,7.9,ubisoft,Ubisoft Shanghai,28,218,23,2004,3,2004-03-23,1.0,Tom Clancy,0.5050928571428571,1.0,1.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,PC,Action,0.0,tom-clancy-s-splinter-cell-pandora-tomorrow,Tom Clancy's Splinter Cell: Pandora Tomorrow,"Action Adventure, Modern, General, Modern",8.7,7.9,ubisoft,Ubisoft Shanghai,28,218,23,2004,3,2004-03-23,1.0,Tom Clancy,0.5050928571428571,1.0,1.0
Ryse: Son of Rome,XOne,Action,1.47,ryse-son-of-rome,Ryse: Son of Rome,"Action Adventure, Fantasy, General, Fantasy, Linear",6.0,6.4,microsoft game studios,Crytek,77,1706,22,2013,11,2013-11-22,4.0,Ryse,0.2919999999999998,1.0,1.0
Ryse: Son of Rome,PC,Action,0.0,ryse-son-of-rome,Ryse: Son of Rome,"Action Adventure, General, Fantasy, Linear",6.1,6.8,crytek,Crytek,27,752,10,2014,10,2014-10-10,4.0,Ryse,0.31203333333333333,1.0,1.0
Onimusha 3: Demon Siege,PS2,Action,1.45,onimusha-3-demon-siege,Onimusha 3: Demon Siege,"Action Adventure, Fantasy",8.5,8.7,capcom,Capcom,53,134,27,2004,4,2004-04-27,2.0,Onimusha,0.4199830188679246,0.0,1.0
Resident Evil Outbreak,PS2,Action,1.45,resident-evil-outbreak,Resident Evil Outbreak,"Action Adventure, Horror",7.1,8.2,capcom,Capcom,40,166,31,2004,3,2004-03-31,1.0,Resident Evil,0.19427500000000003,1.0,1.0
Yu-Gi-Oh! The Duelists of the Roses,PS2,Action,1.41,yu-gi-oh-the-duelists-of-the-roses,Yu-Gi-Oh! The Duelists of the Roses,"Miscellaneous, Card Battle",5.9,8.1,konami,Konami,14,100,16,2003,2,2003-02-16,1.0,Yu-Gi-Oh!,-0.10900714285714286,1.0,0.0
Dynasty Warriors 5,PS2,Action,1.39,dynasty-warriors-5,Dynasty Warriors 5,"Action, Beat-'Em-Up",6.9,8.6,koei games,Omega Force,29,82,29,2005,3,2005-03-29,1.0,Dynasty Warriors,0.29429999999999995,1.0,1.0
Dynasty Warriors 5,XB,Action,0.05,dynasty-warriors-5,Dynasty Warriors 5,"Action, Beat-'Em-Up",6.6,8.2,koei games,Omega Force,22,6,13,2005,9,2005-09-13,3.0,Dynasty Warriors,0.17874999999999996,1.0,1.0
Metroid: Other M,Wii,Action,1.36,metroid-other-m,Metroid: Other M,"Action, Action Adventure, Shooter, Sci-Fi, Sci-Fi, General, Third-Person, Sci-Fi",7.9,6.7,nintendo,Team Ninja,71,624,31,2010,8,2010-08-31,3.0,Metroid,0.4086929577464789,0.0,1.0
Samurai Warriors,PS2,Action,1.35,samurai-warriors,Samurai Warriors,"Action, Beat-'Em-Up",7.3,8.7,koei games,Omega Force,37,26,6,2004,5,2004-05-06,2.0,Samurai Warriors,0.20737027027027025,1.0,1.0
Samurai Warriors,XB,Action,0.07,samurai-warriors,Samurai Warriors,"Action, Beat-'Em-Up",7.1,6.5,koei games,Omega Force,20,8,13,2004,7,2004-07-13,3.0,Samurai Warriors,0.257725,1.0,1.0
Alan Wake,X360,Action,1.33,alan-wake,Alan Wake,"Action Adventure, Modern, Horror, Horror, Survival",8.3,8.2,microsoft game studios,Remedy Entertainment,100,1413,18,2010,5,2010-05-18,2.0,Alan Wake,0.440293,0.0,1.0
Alan Wake,PC,Action,0.06,alan-wake,Alan Wake,"Action Adventure, Modern, Horror, Horror, Survival",8.3,8.0,remedy entertainment,Remedy Entertainment,30,2057,16,2012,2,2012-02-16,1.0,Alan Wake,0.5844566666666666,0.0,1.0
Kirby: Planet Robobot,3DS,Action,1.32,kirby-planet-robobot,Kirby: Planet Robobot,"Action, Platformer, 2D",8.1,8.6,nintendo,HAL Labs,71,185,10,2016,6,2016-06-10,2.0,Kirby,0.6956563380281692,1.0,1.0
[Prototype],X360,Action,1.31,prototype,Prototype,"Action Adventure, Sci-Fi, Sci-Fi, Open-World",7.8,7.7,activision,Radical Entertainment,83,386,9,2009,6,2009-06-09,2.0,Prototype,0.477946987951807,0.0,1.0
[Prototype],PS3,Action,1.24,prototype,Prototype,"Action Adventure, Sci-Fi, Sci-Fi, Open-World",7.9,7.6,activision,Radical Entertainment,53,369,9,2009,6,2009-06-09,2.0,Prototype,0.18197169811320757,0.0,1.0
Assassin's Creed: Rogue,PS3,Action,1.3,assassin-s-creed-rogue,Assassin's Creed Rogue,"Action Adventure, Historic, Open-World",7.2,7.5,ubisoft,Ubisoft Sofia,53,401,11,2014,11,2014-11-11,4.0,Assassin's Creed,0.39484150943396223,0.0,1.0
Assassin's Creed: Rogue,X360,Action,1.02,assassin-s-creed-rogue,Assassin's Creed Rogue,"Action Adventure, Historic, Open-World",7.2,7.3,ubisoft,Ubisoft,32,402,11,2014,11,2014-11-11,4.0,Assassin's Creed,0.15739375000000003,0.0,1.0
Assassin's Creed: Rogue,PC,Action,0.1,assassin-s-creed-rogue,Assassin's Creed Rogue,"Historic, Action Adventure, Open-World",7.4,7.2,ubisoft,Ubisoft,25,725,9,2015,3,2015-03-09,1.0,Assassin's Creed,0.4815679999999999,0.0,1.0
Kid Icarus: Uprising,3DS,Action,1.28,kid-icarus-uprising,Kid Icarus: Uprising,"Action Adventure, Fantasy, General, Fantasy",8.3,8.7,nintendo,Opus,75,617,23,2012,3,2012-03-23,1.0,Kid Icarus,0.4606293333333334,1.0,1.0
Manhunt,PS2,Action,1.28,manhunt,Manhunt,"Action Adventure, Modern",7.6,8.4,rockstar games,Rockstar North,47,197,18,2003,11,2003-11-18,4.0,Manhunt,0.032631914893617026,0.0,1.0
Manhunt,XB,Action,0.19,manhunt,Manhunt,"Action Adventure, Modern",7.4,7.9,rockstar games,Rockstar North,37,22,20,2004,4,2004-04-20,2.0,Manhunt,0.14085135135135132,0.0,1.0
Manhunt,PC,Action,0.0,manhunt,Manhunt,"Action Adventure, Modern, General, Modern",7.5,7.7,rockstar games,Rockstar North,28,180,20,2004,4,2004-04-20,2.0,Manhunt,0.14344285714285712,0.0,1.0
LEGO Harry Potter: Years 5-7,Wii,Action,1.26,lego-harry-potter-years-5-7,LEGO Harry Potter: Years 5-7,"Action Adventure, Fantasy, General, Fantasy",7.6,7.5,warner bros interactive entertainment,Traveller's Tales,8,20,11,2011,11,2011-11-11,4.0,LEGO,0.281975,1.0,1.0
LEGO Harry Potter: Years 5-7,X360,Action,1.01,lego-harry-potter-years-5-7,LEGO Harry Potter: Years 5-7,"Action Adventure, Fantasy, General, Fantasy",7.7,8.0,warner bros interactive entertainment,Traveller's Tales,35,53,11,2011,11,2011-11-11,4.0,LEGO,0.6540742857142857,1.0,1.0
LEGO Harry Potter: Years 5-7,PS3,Action,0.95,lego-harry-potter-years-5-7,LEGO Harry Potter: Years 5-7,"Action Adventure, Fantasy, General, Fantasy",7.6,8.0,warner bros interactive entertainment,Traveller's Tales,27,68,11,2011,11,2011-11-11,4.0,LEGO,0.643825925925926,1.0,1.0
LEGO Harry Potter: Years 5-7,PSV,Action,0.2,lego-harry-potter-years-5-7,LEGO Harry Potter: Years 5-7,"Action Adventure, Fantasy, General, Fantasy",6.4,6.9,warner bros interactive entertainment,Traveller's Tales,19,25,6,2012,3,2012-03-06,1.0,LEGO,0.5212473684210527,1.0,1.0
LEGO Harry Potter: Years 5-7,3DS,Action-Adventure,0.41,lego-harry-potter-years-5-7,LEGO Harry Potter: Years 5-7,"Action Adventure, Fantasy, General, Fantasy",7.1,6.7,warner bros interactive entertainment,Traveller's Tales,7,14,11,2011,11,2011-11-11,4.0,LEGO,0.5413428571428571,1.0,1.0
Hyrule Warriors,WiiU,Action,1.26,hyrule-warriors,Hyrule Warriors,"Action, Beat-'Em-Up, 3D",7.6,8.3,nintendo,Omega Force,81,725,26,2014,9,2014-09-26,3.0,The Legend of Zelda,0.46554320987654324,1.0,1.0
Assassin's Creed: Bloodlines,PSP,Action,1.26,assassin-s-creed-bloodlines,Assassin's Creed: Bloodlines,"Action Adventure, Historic, Historic, Open-World",6.3,6.9,ubisoft,Griptonite Games,38,124,17,2009,11,2009-11-17,4.0,Assassin's Creed,0.24816842105263154,0.0,1.0
LEGO City Undercover,WiiU,Action,1.24,lego-city-undercover,LEGO City Undercover,"Action Adventure, Fantasy, General, Fantasy, Open-World",8.0,8.3,nintendo,TT Games,66,334,18,2013,3,2013-03-18,1.0,LEGO,0.5742030303030301,1.0,1.0
LEGO City Undercover,PS4,Platform,0.75,lego-city-undercover,LEGO City Undercover,"Action Adventure, Open-World",7.7,7.4,warner bros interactive entertainment,TT Games,27,17,4,2017,4,2017-04-04,2.0,LEGO,0.5846703703703704,1.0,1.0
LEGO City Undercover,NS,Platform,0.65,lego-city-undercover,LEGO City Undercover,"Action Adventure, Open-World",7.8,7.8,warner bros interactive entertainment,TT Games,17,50,4,2017,4,2017-04-04,2.0,LEGO,0.6224808823529411,1.0,1.0
LEGO City Undercover,XOne,Platform,0.3,lego-city-undercover,LEGO City Undercover,"Action Adventure, Open-World",7.7,7.1,warner bros interactive entertainment,TT Games,16,9,4,2017,4,2017-04-04,2.0,LEGO,0.3913593749999999,1.0,1.0
Bayonetta,PS3,Action,1.21,bayonetta,Bayonetta,"Action, Action Adventure, Beat-'Em-Up, Fantasy, Beat-'Em-Up, Linear",8.7,7.7,sega,PlatinumGames,54,450,5,2010,1,2010-01-05,1.0,Bayonetta,0.5655296296296296,0.0,1.0
Bayonetta,X360,Action,0.93,bayonetta,Bayonetta,"Action, Action Adventure, Beat-'Em-Up, Fantasy, Beat-'Em-Up, Linear",9.0,8.1,sega,PlatinumGames,86,743,5,2010,1,2010-01-05,1.0,Bayonetta,0.4481209302325583,0.0,1.0
Dino Crisis 2,PS,Action,1.21,dino-crisis-2,Dino Crisis 2,"Action Adventure, Sci-Fi",8.6,8.8,capcom,Capcom,13,276,29,2000,9,2000-09-29,3.0,Dino Crisis,0.2748,0.0,1.0
The Lord of the Rings: The Fellowship of the Ring,PS2,Action,1.2,the-lord-of-the-rings-the-fellowship-of-the-ring,The Lord of the Rings: The Fellowship of the Ring,"Action Adventure, Fantasy",5.9,4.7,black label games,Surreal Software,19,33,16,2002,10,2002-10-16,4.0,The Lord of the Rings,0.09571578947368421,0.0,1.0
The Lord of the Rings: The Fellowship of the Ring,XB,Action,0.53,the-lord-of-the-rings-the-fellowship-of-the-ring,The Lord of the Rings: The Fellowship of the Ring,"Action Adventure, Fantasy",5.9,6.1,black label games,WXP,23,12,26,2002,9,2002-09-26,3.0,The Lord of the Rings,0.05217391304347827,0.0,1.0
Mad Max ,PS4,Action,1.2,mad-max,Mad Max,"General, Action, Action Adventure, General, Open-World",6.9,7.8,warner bros interactive entertainment,Avalanche Studios,71,1591,1,2015,9,2015-09-01,3.0,Mad Max,0.45876619718309863,0.0,1.0
Mad Max ,PS4,Action,1.2,mad-max,Mad Max,"General, Action, Action Adventure, General, Open-World",6.9,7.8,warner bros interactive entertainment,Avalanche Studios,71,1591,1,2015,9,2015-09-01,3.0,Mad Max,0.45876619718309863,0.0,1.0
Mad Max ,XOne,Action,0.5,mad-max,Mad Max,"Action, Action Adventure, General, General, Open-World",7.2,7.8,warner bros interactive entertainment,Avalanche Studios,18,342,1,2015,9,2015-09-01,3.0,Mad Max,0.4958222222222221,0.0,1.0
Mad Max ,XOne,Action,0.5,mad-max,Mad Max,"Action, Action Adventure, General, General, Open-World",7.2,7.8,warner bros interactive entertainment,Avalanche Studios,18,342,1,2015,9,2015-09-01,3.0,Mad Max,0.4958222222222221,0.0,1.0
Mad Max ,PC,Action,0.01,mad-max,Mad Max,"Action, Action Adventure, General, General, Open-World",7.3,7.8,warner bros interactive entertainment,Avalanche Studios,22,1249,1,2015,9,2015-09-01,3.0,Mad Max,0.5108045454545455,0.0,1.0
Mad Max ,PC,Action,0.01,mad-max,Mad Max,"Action, Action Adventure, General, General, Open-World",7.3,7.8,warner bros interactive entertainment,Avalanche Studios,22,1249,1,2015,9,2015-09-01,3.0,Mad Max,0.5108045454545455,0.0,1.0
Metal Gear Solid: Portable Ops,PSP,Action,1.19,metal-gear-solid-portable-ops,Metal Gear Solid: Portable Ops,"Action Adventure, Modern, General, Modern",8.7,8.1,konami,Kojima Productions,54,51,5,2006,12,2006-12-05,4.0,Metal Gear,0.40688333333333326,1.0,1.0
LEGO Dimensions,PS4,Action,1.18,lego-dimensions,LEGO Dimensions,"Action Adventure, General",8.0,7.2,warner bros interactive entertainment,Traveller's Tales,53,84,27,2015,9,2015-09-27,3.0,Ghostbusters,0.5677018867924526,1.0,1.0
LEGO Dimensions,XOne,Action,0.72,lego-dimensions,LEGO Dimensions,"Action Adventure, General",8.0,7.1,warner bros interactive entertainment,Traveller's Tales,12,33,27,2015,9,2015-09-27,3.0,Ghostbusters,0.61535,1.0,1.0
LEGO Jurassic World,PS4,Action,1.18,lego-jurassic-world,LEGO Jurassic World,"Action Adventure, General",7.0,7.1,warner bros interactive entertainment,TT Games,46,116,9,2015,6,2015-06-09,2.0,LEGO,0.2282978260869565,0.0,1.0
LEGO Jurassic World,XOne,Action,0.78,lego-jurassic-world,LEGO Jurassic World,"Action Adventure, General",7.0,6.8,warner bros interactive entertainment,TT Games,17,56,12,2015,6,2015-06-12,2.0,LEGO,0.21699411764705878,0.0,1.0
LEGO Jurassic World,PC,Action,0.04,lego-jurassic-world,LEGO Jurassic World,"Action Adventure, General",7.2,7.5,warner bros interactive entertainment,TT Games,8,60,11,2015,6,2015-06-11,2.0,LEGO,0.443175,0.0,1.0
One Piece Pirate Warriors,PS3,Action,1.17,one-piece-pirate-warriors,One Piece: Pirate Warriors,"Action, Beat-'Em-Up, Beat-'Em-Up, 3D",6.4,7.5,amc games,Omega Force,33,64,25,2012,9,2012-09-25,3.0,One Piece,0.39346666666666674,0.0,1.0
Mission: Impossible,N64,Action,1.17,mission-impossible,Mission: Impossible,"Action Adventure, Modern",6.1,6.6,ocean,Infogrames,11,46,18,1998,7,1998-07-18,3.0,Mission: Impossible,0.31810909090909084,0.0,1.0
Mission: Impossible,N64,Action,1.17,mission-impossible,Mission: Impossible,"Action Adventure, Modern",6.1,6.6,ocean,Infogrames,11,46,18,1998,7,1998-07-18,3.0,Mission: Impossible,0.31810909090909084,0.0,1.0
Mission: Impossible,N64,Action,1.17,mission-impossible,Mission: Impossible,"Action Adventure, Modern",6.1,6.6,ocean,Infogrames,11,46,18,1998,7,1998-07-18,3.0,Mission: Impossible,0.31810909090909084,0.0,1.0
Sunset Overdrive,XOne,Action,1.16,sunset-overdrive,Sunset Overdrive,"General, Action, General, Shooter, Third-Person, Arcade",8.1,7.8,microsoft game studios,Insomniac Games,89,1469,28,2014,10,2014-10-28,4.0,Sunset Overdrive,0.5482044943820225,0.0,1.0
Gauntlet: Dark Legacy,PS2,Action,1.15,gauntlet-dark-legacy,Gauntlet: Dark Legacy,"Action, Beat-'Em-Up",7.3,8.3,midway,Midway,15,33,1,2001,5,2001-05-01,2.0,Gauntlet,0.5564933333333335,1.0,1.0
Gauntlet: Dark Legacy,PS2,Action,1.15,gauntlet-dark-legacy,Gauntlet: Dark Legacy,"Action, Beat-'Em-Up",7.3,8.3,midway,Midway,15,33,1,2001,5,2001-05-01,2.0,Gauntlet,0.5564933333333335,1.0,1.0
Gauntlet: Dark Legacy,GC,Action,0.18,gauntlet-dark-legacy,Gauntlet: Dark Legacy,"Action, Beat-'Em-Up",6.0,8.6,midway,Midway,20,24,6,2002,3,2002-03-06,1.0,Gauntlet,0.03829999999999999,1.0,1.0
Gauntlet: Dark Legacy,GC,Action,0.18,gauntlet-dark-legacy,Gauntlet: Dark Legacy,"Action, Beat-'Em-Up",6.0,8.6,midway,Midway,20,24,6,2002,3,2002-03-06,1.0,Gauntlet,0.03829999999999999,1.0,1.0
Gauntlet: Dark Legacy,XB,Action,0.17,gauntlet-dark-legacy,Gauntlet Dark Legacy,"Action, Beat-'Em-Up",5.4,8.3,midway,Midway,9,12,15,2002,4,2002-04-15,2.0,Gauntlet,0.18105555555555553,1.0,1.0
Gauntlet: Dark Legacy,XB,Action,0.17,gauntlet-dark-legacy,Gauntlet Dark Legacy,"Action, Beat-'Em-Up",5.4,8.3,midway,Midway,9,12,15,2002,4,2002-04-15,2.0,Gauntlet,0.18105555555555553,1.0,1.0
Gauntlet: Dark Legacy,GBA,Action,0.0,gauntlet-dark-legacy,Gauntlet: Dark Legacy,"Action, Beat-'Em-Up",3.7,3.7,midway,Pocket Studios,12,0,25,2002,11,2002-11-25,4.0,Gauntlet,-0.27341666666666664,1.0,1.0
Gauntlet: Dark Legacy,GBA,Action,0.0,gauntlet-dark-legacy,Gauntlet: Dark Legacy,"Action, Beat-'Em-Up",3.7,3.7,midway,Pocket Studios,12,0,25,2002,11,2002-11-25,4.0,Gauntlet,-0.27341666666666664,1.0,1.0
Pokémon Rumble Blast,3DS,Action,1.15,pokemon-rumble-blast,Pokemon Rumble Blast,"Action, General, Beat-'Em-Up, Beat-'Em-Up, 2D, 3D",5.6,6.8,nintendo,Ambrella,36,71,24,2011,10,2011-10-24,4.0,Pokémon,0.38820555555555547,0.0,1.0
Ninja Gaiden Sigma,PS3,Action,1.15,ninja-gaiden-sigma,Ninja Gaiden Sigma,"Action Adventure, Fantasy, General, Fantasy",8.8,7.7,tecmo,Team Ninja,46,216,3,2007,7,2007-07-03,3.0,Ninja Gaiden,0.3828891304347826,0.0,1.0
Action Bass,PS,Action,1.14,action-bass,Action Bass,"Sports, Nature, Fishing",5.1,5.1,take two interactive,Vingt-et-un Systems,8,0,14,2000,7,2000-07-14,3.0,Action Bass,0.19634999999999997,0.0,1.0
Tenchu: Wrath of Heaven,PS2,Action,1.14,tenchu-wrath-of-heaven,Tenchu: Wrath of Heaven,"Action Adventure, Fantasy",7.9,8.6,activision,K2 LLC,33,66,3,2003,3,2003-03-03,1.0,Tenchu,0.1743030303030303,1.0,1.0
Transformers: The Game,PS2,Action,1.11,transformers-the-game,Transformers: The Game,"Action Adventure, Sci-Fi",5.6,6.6,activision,Traveller's Tales,8,40,26,2007,6,2007-06-26,2.0,Transformers,-0.033587500000000006,0.0,1.0
Transformers: The Game,PSP,Action,0.65,transformers-the-game,Transformers: The Game,"Action Adventure, Sci-Fi, Sci-Fi, General",4.7,5.4,activision,Savage Entertainment,18,23,19,2007,6,2007-06-19,2.0,Transformers,-0.07085000000000001,0.0,1.0
Transformers: The Game,X360,Action,0.6,transformers-the-game,Transformers: The Game,"Action Adventure, Sci-Fi, Sci-Fi, General",5.2,5.5,activision,Traveller's Tales,50,42,26,2007,6,2007-06-26,2.0,Transformers,0.021004000000000005,0.0,1.0
Transformers: The Game,Wii,Action,0.58,transformers-the-game,Transformers: The Game,"Action Adventure, Sci-Fi, Sci-Fi, General",5.3,5.3,activision,Traveller's Tales,28,23,26,2007,6,2007-06-26,2.0,Transformers,0.1437357142857143,0.0,1.0
Transformers: The Game,PS3,Action,0.4,transformers-the-game,Transformers: The Game,"Action Adventure, Sci-Fi, Sci-Fi, General",5.4,5.8,activision,Traveller's Tales,30,23,26,2007,6,2007-06-26,2.0,Transformers,0.007966666666666655,0.0,1.0
LEGO Marvel Super Heroes 2,PS4,Action,1.11,lego-marvel-super-heroes-2,LEGO Marvel Super Heroes 2,"Action, Platformer, 3D",7.3,7.0,warner bros interactive entertainment,TT Games,63,23,14,2017,11,2017-11-14,4.0,LEGO,0.506145081967213,0.0,1.0
LEGO Marvel Super Heroes 2,NS,Action,0.67,lego-marvel-super-heroes-2,LEGO Marvel Super Heroes 2,"Action, Platformer, 3D",7.6,7.2,warner bros interactive entertainment,TT Games,10,19,14,2017,11,2017-11-14,4.0,LEGO,0.64101,0.0,1.0
LEGO Marvel Super Heroes 2,XOne,Action,0.57,lego-marvel-super-heroes-2,LEGO Marvel Super Heroes 2,"Action, Platformer, 3D",7.4,7.3,warner bros interactive entertainment,TT Games,18,7,14,2017,11,2017-11-14,4.0,LEGO,0.3545666666666667,0.0,1.0
Tom Clancy's Splinter Cell: Chaos Theory,XB,Action,1.11,tom-clancy-s-splinter-cell-chaos-theory,Tom Clancy's Splinter Cell Chaos Theory,"Action Adventure, Modern",9.4,9.1,ubisoft,Ubisoft Montreal,70,231,28,2005,3,2005-03-28,1.0,Tom Clancy,0.42721999999999993,1.0,1.0
Tom Clancy's Splinter Cell: Chaos Theory,XB,Action,1.11,tom-clancy-s-splinter-cell-chaos-theory,Tom Clancy's Splinter Cell Chaos Theory,"Action Adventure, Modern",9.4,9.1,ubisoft,Ubisoft Montreal,70,231,28,2005,3,2005-03-28,1.0,Tom Clancy’s,0.42721999999999993,1.0,1.0
Tom Clancy's Splinter Cell: Chaos Theory,GC,Action,0.1,tom-clancy-s-splinter-cell-chaos-theory,Tom Clancy's Splinter Cell Chaos Theory,"Action Adventure, Modern",8.1,8.2,ubisoft,Ubisoft Montreal,28,23,31,2005,3,2005-03-31,1.0,Tom Clancy,0.08338928571428571,1.0,1.0
Tom Clancy's Splinter Cell: Chaos Theory,GC,Action,0.1,tom-clancy-s-splinter-cell-chaos-theory,Tom Clancy's Splinter Cell Chaos Theory,"Action Adventure, Modern",8.1,8.2,ubisoft,Ubisoft Montreal,28,23,31,2005,3,2005-03-31,1.0,Tom Clancy’s,0.08338928571428571,1.0,1.0
Tom Clancy's Splinter Cell: Chaos Theory,DS,Action,0.07,tom-clancy-s-splinter-cell-chaos-theory,Tom Clancy's Splinter Cell: Chaos Theory,"Action Adventure, Modern, General, Modern",5.0,7.2,ubisoft,Gameloft,22,27,28,2005,6,2005-06-28,2.0,Tom Clancy,0.005777272727272742,1.0,1.0
