,Name,multiplayer,singleplayer,awarded
981,Wii Party U,1,1,0.0
983,Final Fantasy II,0,1,0.0
984,Kirby 64: The Crystal Shards,1,1,0.0
985,Dead or Alive 3,1,1,0.0
987,Metroid II: Return of Samus,0,1,0.0
988,WWF Attitude,1,1,0.0
991,Sonic the Hedgehog 3,1,1,0.0
992,Kid Icarus,0,1,0.0
993,Def Jam: Fight for NY,1,1,0.0
1000,The Urbz: Sims in the City,1,1,0.0
1002,Star Wars: Starfighter,1,1,0.0
1003,Madden NFL 2000,1,1,0.0
1010,Kirby's Adventure,1,1,0.0
1011,Cooking Mama 3: Shop & Chop,1,1,0.0
1012,Dance Dance Revolution X,1,1,0.0
1015,Xenosaga Episode I: Der Wille zur Macht,0,1,0.0
1017,The Beatles: Rock Band,1,1,0.0
1018,Forza Motorsport 6,1,1,1.0
1019,Sonic Colors,1,1,0.0
1020,Cruis'n USA,1,1,0.0
1021,Madden NFL 99,1,1,0.0
1023,Uncharted: Golden Abyss,0,1,1.0
1025,SSX Tricky,1,1,0.0
1027,Twisted Metal III,1,1,0.0
1030,Crash Bandicoot: The Huge Adventure,0,1,0.0
1031,Dishonored,0,1,1.0
1033,The Order: 1886,0,1,0.0
1034,The Elder Scrolls Online,1,0,0.0
1035,Call of Duty: World at War Final Fronts,0,1,0.0
1041,Game Party 3,1,1,0.0
1044,Ace Combat 5: The Unsung War,0,1,0.0
1048,Cabela's Big Game Hunter 2010,0,1,0.0
1051,We Ski,1,1,0.0
1052,Personal Trainer: Math,1,1,0.0
1053,Kirby's Return to Dreamland,1,1,0.0
1054,Super Puyo Puyo,1,1,0.0
1055,Ben 10: Protector of Earth,1,1,0.0
1056,NCAA Football 07,1,1,1.0
1057,SOCOM 3: U.S. Navy SEALs,1,1,0.0
1060,Saints Row IV,1,1,0.0
1064,WCW vs. nWo: World Tour,1,1,0.0
1065,WCW/NWO Thunder,1,1,0.0
1069,Sid Meier's Civilization V,1,1,0.0
1071,Call of Duty Black Ops: Declassified,1,1,0.0
1072,Star Wars Battlefront: Renegade Squadron,1,1,0.0
1075,LEGO Batman 2: DC Super Heroes,1,1,0.0
1076,Yoshi's Cookie,1,1,0.0
1078,The Sims: Superstar,0,1,0.0
1081,Metroid Fusion,0,1,0.0
1082,Shaun White Snowboarding: Road Trip,1,1,0.0
1083,SSX 3,1,1,0.0
1084,Big Beach Sports,1,1,0.0
1085,Madden NFL 2001,1,1,0.0
1086,Fight Night Round 3,1,1,0.0
1092,StarCraft II: Heart of the Swarm,1,1,1.0
1095,NCAA Football 2004,1,1,0.0
1096,SpongeBob SquarePants: Battle for Bikini Bottom,0,1,0.0
1097,Dying Light,1,1,0.0
1098,Heavenly Sword,0,1,0.0
1099,Street Fighter II': Special Champion Edition,0,1,1.0
1102,NBA Ballers,1,1,0.0
1103,Need for Speed Carbon,1,1,0.0
1104,NBA Live 2003,1,1,0.0
1106,Ms. Pac-Man,1,1,0.0
1107,Mario Party 6,1,1,0.0
1108,Super Scope 6,0,1,0.0
1109,Go Vacation,1,1,0.0
1112,Dragon Quest IV: Chapters of the Chosen,0,1,0.0
1113,Kirby & the Amazing Mirror,1,1,0.0
1114,LEGO Pirates of the Caribbean: The Video Game,1,1,0.0
1115,Dig Dug,1,1,0.0
1118,Tiger Woods PGA Tour 2003,1,1,0.0
1120,Prince of Persia: Warrior Within,0,1,0.0
1121,Kinectimals,0,1,0.0
1122,Until Dawn,0,1,1.0
1127,Sonic Generations,1,1,0.0
1128,Tiger Woods PGA Tour 2004,1,1,0.0
1131,NCAA Football 2005,1,1,0.0
1136,Mario Hoops 3 on 3,1,1,0.0
1137,Kirby Air Ride,1,1,0.0
1139,Pokemon Battle Revolution,1,1,0.0
1140,NFL Street 2,1,1,0.0
1141,Gears of War: Judgment,1,1,0.0
1144,Super Mario Strikers,1,1,1.0
1145,Buzz! The Music Quiz,1,1,0.0
1148,Dance Dance Revolution: Hottest Party 2,1,1,0.0
1151,Far Cry 2,1,1,1.0
1152,F-1 World Grand Prix,1,1,0.0
1153,River Raid,0,1,0.0
1155,Dragon Quest V: Hand of the Heavenly Bride,0,1,0.0
1156,No Man's Sky,1,1,1.0
1158,ESPN NBA 2K5,1,1,0.0
1162,Devil May Cry 4,0,1,0.0
1165,SoulCalibur IV,1,1,1.0
1167,NASCAR 2000,1,1,0.0
1168,Wolfenstein: The New Order,1,1,1.0
1170,Guitar Hero: On Tour Decades,0,1,0.0
1171,MySims Kingdom,0,1,0.0
1174,Guitar Hero 5,1,1,0.0
1176,Kingdom Hearts 3D: Dream Drop Distance,1,1,0.0
1177,Hannah Montana: Music Jam,0,1,0.0
1179,Spyro 2: Season of Flame,0,1,0.0
1181,NCAA Football 2002,1,1,0.0
1182,Conflict: Desert Storm,1,1,0.0
1183,Mario Party 7,1,1,0.0
1184,Pro Evolution Soccer 2013,1,1,0.0
1185,Smuggler's Run,1,1,0.0
1188,Twisted Metal,1,0,0.0
1189,Dark Souls III,1,1,1.0
1191,Dragon Quest Monsters 2,0,1,0.0
1192,Pokemon Pinball: Ruby & Sapphire,0,1,0.0
1194,Mafia II,0,1,0.0
1197,Tom Clancy's Rainbow Six 3,1,1,0.0
1198,Active Life: Outdoor Challenge,1,1,0.0
1203,Star Wars: The Force Unleashed II,1,1,0.0
1204,Ni no Kuni: Wrath of the White Witch,0,1,1.0
1205,Command & Conquer: Tiberian Sun,1,1,0.0
1207,Mario Party 10,1,1,0.0
1208,Dead Rising 3,1,1,0.0
1209,Resident Evil: The Umbrella Chronicles,1,1,0.0
1210,Fire Emblem Fates,1,1,0.0
1211,Dark Cloud,0,1,0.0
1212,Warcraft III: The Frozen Throne,1,1,1.0
1213,Tom Clancy's Ghost Recon Advanced Warfighter,1,1,0.0
1214,Disney Fairies: Tinker Bell,1,1,0.0
1215,MVP Baseball 2005,1,1,1.0
1216,Die Hard Trilogy,0,1,0.0
1218,Fight Night Round 4,1,1,0.0
1220,The Simpsons Game,0,1,0.0
1221,Mortal Kombat 3,1,1,0.0
1225,Mario Golf: Toadstool Tour,1,1,0.0
1226,Tiger Woods 99 PGA Tour Golf,1,1,0.0
1227,Donkey Kong Country: Tropical Freeze,1,1,0.0
1228,Dead Space 2,1,1,0.0
1229,Sonic Rivals 2,1,1,0.0
1231,The Simpsons Skateboarding,1,1,0.0
1232,NASCAR 98,1,1,0.0
1233,F1 Race,1,1,0.0
1234,Xevious,1,1,0.0
1235,NASCAR 99,1,1,0.0
1236,NBA Live 2000,1,1,0.0
1239,Super Monkey Ball 2,1,1,0.0
1240,Pac-Man World 2,1,1,0.0
1242,Sonic & Sega All-Stars Racing,1,1,0.0
1245,Puzzle & Dragons,1,0,0.0
1246,Mega Man 2,0,1,0.0
1247,Simpsons Wrestling,1,1,0.0
1248,NBA Live 98,1,1,0.0
1252,Resistance 3,1,1,0.0
1253,Tokyo Xtreme Racer Zero,1,1,0.0
1254,Final Fantasy XIV: A Realm Reborn,1,0,0.0
1256,Red Faction II,1,1,0.0
1257,Super Scribblenauts,0,1,0.0
1260,Ice Climber,1,1,0.0
1261,Sonic CD,0,1,0.0
1263,Dead Rising 2,1,1,0.0
1265,Pac-Man World,0,1,0.0
1266,Disney Sing It: Pop Hits,1,1,0.0
1267,Final Fantasy: Crystal Chronicles,1,1,1.0
1271,Banjo-Tooie,1,1,0.0
1273,007: Quantum of Solace,1,1,0.0
1275,New Play Control! Mario Power Tennis,1,1,0.0
1277,Dirge of Cerberus: Final Fantasy VII,0,1,0.0
1280,Wario Land II,0,1,0.0
1282,Major League Baseball 2K5,0,1,0.0
1283,Fight Night 2004,1,1,0.0
1284,Tom Clancy's Splinter Cell: Pandora Tomorrow,1,1,0.0
1286,Assassin's Creed III: Liberation,1,1,0.0
1291,Metal Gear Rising: Revengeance,0,1,0.0
1294,The House of the Dead 2 & 3 Return,1,1,0.0
1295,Disney Princess: Magical Jewels,1,1,0.0
1296,LittleBigPlanet PS Vita,1,1,1.0
1297,Xenogears,1,1,0.0
1299,Tom Clancy's Ghost Recon: Future Soldier,1,1,0.0
1300,Battlefield: Bad Company,1,1,0.0
1301,Midway Arcade Treasures,1,1,0.0
1303,Triple Play 99,1,1,0.0
1307,Mortal Kombat 4,1,1,0.0
1308,Mario Superstar Baseball,1,1,1.0
1311,Medal of Honor: Warfighter,1,1,0.0
1313,SNK vs. Capcom: The Match of the Millennium,1,1,0.0
1314,LEGO City Undercover,1,1,0.0
1315,Onimusha 3: Demon Siege,0,1,0.0
1319,Red Dead Revolver,1,1,0.0
1320,Anno 2070,1,1,0.0
1321,Resident Evil: Outbreak,1,1,0.0
1322,Smarty Pants,1,1,0.0
1324,4 Nin uchi Mahjong,0,1,0.0
1327,Namco Museum 64,1,1,0.0
1329,Dragon Quest Monsters: Joker 2,1,1,0.0
1331,My Word Coach,1,1,0.0
1334,Sonic Rivals,1,1,0.0
1335,SimCity (2013),1,1,0.0
1336,Kirby Super Star,1,1,0.0
1339,Kinect Joy Ride,1,1,0.0
1340,Rayman Raving Rabbids,1,1,0.0
1342,Tiger Woods PGA Tour 2005,1,1,0.0
1344,NCAA Football 2003,1,1,0.0
1345,Frogger 2: Swampy's Revenge,1,1,0.0
1347,LEGO Indiana Jones 2: The Adventure Continues,1,1,0.0
1349,Tiger Woods PGA Tour 09 All-Play,1,1,0.0
1352,Triple Play 2000,1,1,0.0
1354,Cabela's Big Game Hunter,0,1,0.0
1355,UFC Undisputed 2010,1,1,0.0
1357,The Legend of Zelda: The Minish Cap,0,1,0.0
1358,NFL Street,1,1,0.0
1360,Super Metroid,0,1,1.0
1364,Inazuma Eleven 2,1,1,0.0
1370,Injustice: Gods Among Us,1,1,1.0
1374,Metroid: Other M,0,1,1.0
1375,Knockout Kings 2000,1,1,0.0
1376,Gran Turismo 4 Prologue,1,1,1.0
1377,Twisted Metal: Black,1,1,0.0
1378,NASCAR 2005: Chase for the Cup,1,1,0.0
1382,2Xtreme,1,1,0.0
1384,Sonic Advance 3,1,1,0.0
1387,Colin McRae Rally 3,1,1,0.0
1389,Doom (2016),1,1,1.0
1390,Final Fantasy XII: Revenant Wings,0,1,0.0
1392,Deus Ex: Human Revolution,0,1,0.0
1394,Teenage Mutant Ninja Turtles III: The Manhattan Project,1,1,0.0
1395,Dynasty Warriors 5,1,1,0.0
1396,Hannah Montana: Spotlight World Tour,0,1,0.0
1397,WWE '13,1,1,0.0
1400,The Sims 2,1,1,0.0
1402,Bravely Default: Flying Fairy,0,1,1.0
1404,Duke Nukem: Time to Kill,1,1,0.0
1405,Persona 4: Golden,0,1,1.0
1408,Disney Princess: Enchanted Journey,1,1,0.0
1409,Gardening Mama,1,1,0.0
1410,Dave Mirra Freestyle BMX 2,1,1,0.0
1413,Assassin's Creed: Rogue,0,1,0.0
1414,Ridge Racer 7,1,1,1.0
1416,Forza Horizon 2,1,1,0.0
1417,MotorStorm: Pacific Rift,1,1,0.0
1419,Star Wars Knights of the Old Republic II: The Sith Lords,0,1,0.0
1421,Pocket Monsters Stadium,1,1,0.0
1423,Tom Clancy's Ghost Recon 2,1,1,0.0
1424,Crash Bandicoot 2: N-Tranced,1,1,0.0
1428,Dragon Quest III: Soshite Densetsu e...,0,1,0.0
1430,Yoshi's New Island,1,1,0.0
1431,Ryse: Son of Rome,1,1,0.0
1433,LEGO Harry Potter: Years 5-7,1,1,0.0
1434,Marvel vs. Capcom 3: Fate of Two Worlds,1,1,0.0
1437,Madden NFL 98,1,1,0.0
1439,Namco Museum DS,1,1,0.0
1441,Grand Theft Auto: Chinatown Wars,1,1,1.0
1442,Alan Wake,0,1,1.0
1445,Samurai Warriors,1,1,0.0
1450,Crysis 2,1,1,0.0
1451,SaGa Frontier,0,1,0.0
1456,Mario & Luigi: Partners in Time,0,1,0.0
1457,Lost Planet: Extreme Condition,1,1,1.0
1459,Doom 3,1,1,0.0
1460,Donkey Kong Jungle Beat,1,1,0.0
1462,Max Payne 2: The Fall of Max Payne,0,1,1.0
1463,Command & Conquer: Red Alert 2,1,1,0.0
1464,MVP Baseball 2004,1,1,0.0
1475,Triple Play 2001,1,1,0.0
1476,Metroid Prime 2: Echoes,1,1,1.0
1480,Petz Wild Animals: Dolphinz,0,1,0.0
1481,Pokemon Ranger: Guardian Signs,1,1,0.0
1483,Need for Speed Underground Rivals,1,1,0.0
1485,Dark Souls II,1,1,0.0
1486,World of Warcraft: Wrath of the Lich King,1,0,0.0
1488,The LEGO Movie Videogame,1,1,0.0
1492,Fighting Force,1,1,0.0
1494,MAG: Massive Action Game,1,0,0.0
1495,Madden NFL 97,1,1,0.0
1499,TNN Motor Sports Hardcore 4x4,1,1,0.0
1506,Rugrats Studio Tour,1,1,0.0
1507,LEGO Battles,1,1,0.0
1508,Pitfall II: Lost Caverns,0,1,0.0
1509,Turok: Evolution,1,1,0.0
1510,High School Musical 3: Senior Year DANCE!,1,1,0.0
1514,Yu-Gi-Oh! The Sacred Cards,0,1,0.0
1516,NBA Live 07,1,1,0.0
1519,EA Playground,1,1,0.0
1520,Test Drive 5,1,1,0.0
1521,Romancing SaGa 3,0,1,0.0
1523,Digimon World,0,1,0.0
1524,Rise of the Tomb Raider,1,1,1.0
1526,Yoshi's Woolly World,1,1,0.0
1529,Resident Evil Zero,0,1,1.0
1534,Guitar Hero: Aerosmith,1,1,0.0
1535,Mystery Case Files: MillionHeir,1,1,0.0
1538,Champions of Norrath,1,1,0.0
1541,Metal Gear Solid V: Ground Zeroes,0,1,0.0
1544,Army Men 3D,0,1,0.0
1546,Twisted Metal 4,1,1,0.0
1548,Kid Icarus: Uprising,1,1,0.0
1549,Silent Hill 2,0,1,0.0
1550,Tomb Raider: Underworld,0,1,0.0
1551,Castlevania: Symphony of the Night,0,1,0.0
1557,NBA 2K9,1,1,0.0
1558,WWE '12,1,1,0.0
1564,Rockstar Games presents Table Tennis,1,1,0.0
1565,Sonic Adventure DX: Director's Cut,1,1,0.0
1566,Jet Li: Rise to Honor,0,1,0.0
1567,Battle Arena Toshinden,1,1,0.0
1568,Yokai Watch 3,1,1,0.0
1570,Tamagotchi Connection: Corner Shop,1,1,0.0
1571,Football Manager 2011,1,1,0.0
1572,Devil Dice,1,1,0.0
1573,Final Fantasy IV,1,1,0.0
1574,Hyrule Warriors,1,1,0.0
1576,Championship Manager 03/04,1,1,0.0
1577,Brian Lara Cricket,1,1,0.0
1581,Winter Sports: The Ultimate Challenge,1,1,0.0
1582,SOCOM: U.S. Navy SEALs Confrontation,1,0,0.0
1583,NBA Live 2001,1,1,0.0
1589,Reel Fishing,1,1,0.0
1591,Pokemon XD: Gale of Darkness,1,1,0.0
1593,RollerCoaster Tycoon 2,0,1,0.0
1594,Lara Croft Tomb Raider: The Angel of Darkness,0,1,0.0
1596,Road Rash 3D,0,1,0.0
1597,Ratchet: Deadlocked,1,1,0.0
1598,Baldur's Gate: Dark Alliance,0,1,0.0
1600,Tales of Xillia,0,1,0.0
1601,Diddy Kong Racing DS,1,1,0.0
1603,Assassin's Creed: Bloodlines,0,1,0.0
1604,Oddworld: Abe's Oddysee,1,1,1.0
1606,Ridge Racer V,1,1,0.0
1607,WWE SmackDown vs. Raw 2009,1,1,0.0
1611,Frogger: The Great Quest,0,1,0.0
1615,Driv3r,0,1,0.0
1619,Medal of Honor: Airborne,1,1,0.0
1620,Kirby Tilt 'n' Tumble,0,1,0.0
1622,Vigilante 8,1,1,0.0
1624,Donkey Kong Country 2,1,1,0.0
1626,"WarioWare, Inc.: Mega MicroGame$",1,1,0.0
1628,Madden NFL 17,1,1,0.0
1629,Boom Blox,1,1,1.0
1631,The Sims 2: Castaway,0,1,0.0
1633,Naruto Shippuden: Ultimate Ninja Storm 2,1,1,0.0
1634,Mario Power Tennis,1,1,0.0
1635,Intelligent Qube,1,1,0.0
1642,NBA Live 99,1,1,0.0
1644,Golden Sun: The Lost Age,1,1,0.0
1648,NBA 2K2,1,1,0.0
1649,NASCAR Thunder 2003,1,1,0.0
1650,Super Street Fighter IV: 3D Edition,1,1,0.0
1652,Fuzion Frenzy,1,1,0.0
1655,Sly Cooper and the Thievius Raccoonus,0,1,0.0
1657,The Magical Quest starring Mickey Mouse,1,1,0.0
1658,Dragon Quest IV: Michibikareshi Monotachi,0,1,0.0
1660,Dino Crisis 2,0,1,0.0
1663,Test Drive 4,1,1,0.0
1668,ATV Offroad Fury 3,1,1,0.0
1669,Pikmin 2,1,1,0.0
1670,Just Dance 2016,0,1,1.0
1671,Disney Sing It,0,1,0.0
1673,WWE 2K16,1,1,0.0
1675,TwinBee,1,1,0.0
1676,Ganbare Goemon! Karakuri Douchuu,0,1,0.0
1678,SolarStriker,0,1,0.0
1680,NHL 2002,1,1,0.0
1681,Mario vs. Donkey Kong 2: March of the Minis,0,1,0.0
1682,PokéPark Wii: Pikachu's Adventure,1,1,0.0
1684,WWE 2K14,1,1,0.0
1685,Metal Gear Solid: Portable Ops,1,1,0.0
1686,Nuclear Strike,0,1,0.0
1687,Captain Toad: Treasure Tracker,1,1,1.0
1691,SpongeBob SquarePants: Revenge of the Flying Dutchman,0,1,0.0
1693,Scarface: The World is Yours,0,1,0.0
1694,Kobe Bryant in NBA Courtside,1,1,0.0
1696,The Dukes of Hazzard: Racing for Home,1,1,0.0
1700,Final Fantasy I & II: Dawn of Souls,0,1,0.0
1701,NBA 2K17,1,1,0.0
1702,Pokemon Super Mystery Dungeon,0,1,0.0
1705,Pole Position,0,1,0.0
1706,Resident Evil: Operation Raccoon City,1,1,0.0
1713,WWE SmackDown vs. Raw 2010,1,1,0.0
1716,Super Ghouls 'n Ghosts,0,1,0.0
1718,Soviet Strike,0,1,0.0
1722,Ty the Tasmanian Tiger,0,1,0.0
1723,Wario Land: Shake It!,0,1,0.0
1724,Sonic Rush Adventure,1,1,0.0
1726,Mega Man 3,0,1,0.0
1727,Ratchet & Clank (2016),0,1,0.0
1729,Romancing SaGa 2,0,1,0.0
1731,Cool Boarders 4,1,1,0.0
1732,Rage Racer,0,1,0.0
1734,Football Manager 2013,1,1,0.0
1735,Destruction Derby 2,1,1,0.0
1736,Mirror's Edge,0,1,0.0
1743,Final Fantasy Tactics: The War of the Lions,1,1,0.0
1744,Midnight Club 3: DUB Edition Remix,1,1,0.0
1745,Tom Clancy's Ghost Recon: Jungle Storm,1,1,0.0
1749,NASCAR Thunder 2002,1,1,0.0
1750,Jet Force Gemini,1,1,0.0
1753,Sega Rally Championship,1,1,1.0
1754,Test Drive: Off Road,1,1,0.0
1755,Medal of Honor Heroes 2,1,1,0.0
1757,Rocksmith,0,1,0.0
1760,Plants vs. Zombies: Garden Warfare,1,0,0.0
1761,Worldwide Soccer Manager 2009,1,1,0.0
1762,Omerta: City of Gangsters,1,1,0.0
1763,Gauntlet: Dark Legacy,1,1,0.0
1764,Ninja Gaiden Sigma,0,1,0.0
1765,Bad Boys: Miami Takedown,0,1,0.0
1767,Red Dead Redemption: Undead Nightmare,1,1,0.0
1768,Sonic and the Black Knight,1,1,0.0
1770,Qix,1,1,0.0
1773,High School Musical 2: Work This Out!,1,1,0.0
1774,Ratchet & Clank: All 4 One,0,1,0.0
1775,Donkey Konga,1,1,0.0
1778,Tak and the Power of Juju,0,1,0.0
1781,Pokemon Rumble Blast,0,1,0.0
1782,Action Bass,0,1,0.0
1783,Tenchu: Wrath of Heaven,1,1,0.0
1784,Shadow of the Colossus,0,1,1.0
1785,Brave Fencer Musashi,0,1,0.0
1786,Hot Shots Golf: Out of Bounds,1,1,0.0
1787,Dance Dance Revolution Extreme 2,1,1,0.0
1789,Rabbids Go Home,1,1,0.0
1793,Resident Evil - Code: Veronica,0,1,0.0
1794,Super R.C. Pro-Am,1,1,0.0
1801,MechAssault,1,1,0.0
1802,ModNation Racers,1,1,0.0
1806,Fantasy Life,1,1,0.0
1807,Tom Clancy's Rainbow Six 3: Black Arrow,1,1,0.0
1808,WWE 2K15,1,1,0.0
1812,Alien: Isolation,0,1,1.0
1813,Yakuza 3,0,1,0.0
1816,Dragon Age II,0,1,0.0
1818,Supercar Street Challenge,1,1,0.0
1819,Pilotwings 64,0,1,0.0
1820,Crackdown 2,1,1,0.0
1822,Castlevania: Lords of Shadow,1,1,0.0
1824,Disney Infinity 2.0: Marvel Super Heroes,1,1,0.0
1825,SOCOM: U.S. Navy SEALs Fireteam Bravo,1,1,0.0
1829,Worldwide Soccer Manager 2008,1,1,0.0
1831,Counter-Strike,1,0,0.0
1835,Guitar Hero Encore: Rocks The 80s,1,1,0.0
1836,Sunset Overdrive,0,1,1.0
1838,Tom Clancy's Splinter Cell: Chaos Theory,1,1,0.0
1839,Donkey Kong Jr.,0,1,0.0
1841,NBA Jam Tournament Edition,1,1,0.0
1843,Pikmin 3,1,1,0.0
1844,Legend of Mana,1,1,0.0
1845,Lumines: Puzzle Fusion,1,1,0.0
1848,Megamania,1,1,0.0
1850,The Legend of Zelda: Tri Force Heroes,1,1,0.0
1852,Triple Play 98,1,1,0.0
1854,Petz Dogz 2,1,1,0.0
1855,WWE SmackDown vs. Raw 2011,1,1,0.0
1857,Lode Runner,0,1,0.0
1858,The Final Fantasy Legend,0,1,0.0
1860,F-Zero X,1,1,0.0
1866,Tales of Symphonia,1,1,0.0
1867,Untold Legends: Brotherhood of the Blade,1,1,0.0
1868,Star Ocean: The Second Story,0,1,0.0
1869,Lightning Returns: Final Fantasy XIII,0,1,1.0
1873,Yakuza 2,0,1,0.0
1874,Skate 2,1,1,0.0
1876,Virtua Fighter 5,1,1,0.0
1877,NFL 2K1,1,1,0.0
1879,Namco Museum Battle Collection,1,1,0.0
1882,Empire: Total War,1,1,0.0
1884,Tiger Woods PGA Tour 10,1,1,0.0
1885,Star Wars: Bounty Hunter,0,1,0.0
1890,Endless Ocean,1,1,0.0
1892,Sonic Free Riders,1,1,0.0
1893,NASCAR Thunder 2004,1,1,1.0
1899,MySims Agents,0,1,0.0
1900,Resident Evil: The Darkside Chronicles,1,1,0.0
1901,NCAA Football 13,1,1,0.0
1908,DiRT 3,1,1,0.0
1910,Spore Creatures,1,1,0.0
1911,Ready 2 Rumble Boxing,1,1,0.0
1912,Dragon Ball Z: Taiketsu,0,1,0.0
1914,Star Fox: Assault,1,1,0.0
1915,Naruto: Ultimate Ninja Storm,1,1,0.0
1917,NCAA Football 14,1,1,0.0
1922,Bully: Scholarship Edition,1,1,1.0
1923,Virtua Fighter,0,1,0.0
1927,Super Princess Peach,0,1,1.0
1928,NHL 99,1,1,0.0
1932,World Tour Soccer,1,1,0.0
1933,Disney Universe,1,1,0.0
1934,Ridge Racer Revolution,1,1,0.0
1936,Hot Wheels Turbo Racing,1,1,0.0
1937,NCAA Football 99,1,1,0.0
1938,Mortal Kombat: Armageddon,1,1,0.0
1940,Freekstyle,1,1,0.0
1943,DiRT,1,1,0.0
1947,NBA Street V3,1,1,0.0
1949,Mercenaries 2: World in Flames,1,1,0.0
1950,Worms Armageddon,1,1,1.0
1954,NFL Quarterback Club 98,1,1,0.0
1955,DJ Hero,0,1,0.0
1957,Diablo II: Lord of Destruction,1,1,0.0
1958,Naruto Shippuden: Ultimate Ninja Storm 4,0,1,0.0
1963,Apollo Justice: Ace Attorney,0,1,0.0
1965,Cosmic Ark,1,1,0.0
1966,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,1,1,0.0
1967,Skylanders: Trap Team,1,1,0.0
1970,Dance on Broadway,1,1,0.0
1972,Arc the Lad II,0,1,0.0
1973,Tag Team Match M.U.S.C.L.E.,1,1,0.0
1975,UFC Undisputed 3,1,1,0.0
1976,NBA 2K3,1,1,0.0
1977,Dragon Ball: XenoVerse,0,1,0.0
1982,Forza Motorsport,1,1,0.0
1985,Monster Rancher 2,1,1,0.0
1986,Pokemon Conquest,0,1,0.0
1988,Guinness World Records: The Videogame,1,1,0.0
1989,MVP Baseball 2003,1,1,0.0
1990,Legacy of Kain: Soul Reaver,0,1,0.0
1993,Tales of Destiny,1,1,0.0
1994,ATV: Quad Power Racing,1,1,0.0
1995,Disney Fairies: Tinker Bell and the Lost Treasure,1,1,0.0
1996,Mega Man X4,0,1,0.0
1997,Naruto: Clash of Ninja 2,1,1,0.0
1998,Dance Dance Revolution SuperNOVA,1,1,0.0
2000,F-Zero: Maximum Velocity,1,1,0.0
2002,Jeremy McGrath Supercross 98,1,1,0.0
2006,Kirby: Mass Attack,0,1,0.0
2009,Tom Clancy's Ghost Recon Advanced Warfighter 2,1,1,0.0
2010,MotorStorm: Arctic Edge,1,1,0.0
2011,WipEout Pure,1,1,0.0
2012,EA Sports UFC,0,1,0.0
2013,MX vs. ATV Unleashed,1,1,0.0
2015,Tiger Woods PGA Tour 08,1,1,0.0
2016,Rayman Origins,1,1,1.0
2017,Epic Mickey 2: The Power of Two,1,1,0.0
2018,NCAA March Madness 2004,1,1,0.0
2019,Donkey Kong Land III,0,1,0.0
2025,Bulletstorm,1,1,0.0
2027,Naruto: Clash of Ninja Revolution,1,1,0.0
2029,ZombiU,1,1,0.0
2031,Petz: Catz 2,1,1,0.0
2032,Tales of Graces f,1,1,0.0
2033,Final Fight 2,0,1,0.0
2036,Ace Combat 6: Fires of Liberation,1,1,0.0
2040,Pong: The Next Level,1,1,0.0
2041,Bayonetta 2,1,1,1.0
2043,God of War: Ghost of Sparta,0,1,1.0
2045,Ninja Gaiden II,0,1,0.0
2047,Championship Manager 3,0,1,0.0
2048,Guitar Hero: Warriors of Rock,1,1,0.0
2052,DiRT 2,1,1,0.0
2053,Rayman Legends,1,1,0.0
2055,Ford Racing 2,1,1,0.0
2056,Breath of Fire III,0,1,0.0
2060,Excitebike 64,1,1,0.0
2061,NES Open Tournament Golf,1,0,0.0
2062,Game & Watch Gallery,0,1,0.0
2068,Road & Track Presents: The Need for Speed,1,1,0.0
2069,NFL GameDay 2001,1,1,0.0
2070,Killzone: Mercenary,1,1,0.0
2071,NBA Live 97,1,1,0.0
2072,Dynasty Warriors 3: Xtreme Legends,1,1,1.0
2073,Zoo Tycoon DS,0,1,0.0
2074,Rocksmith 2014,1,1,0.0
2075,Dead Space 3,1,1,1.0
2082,Phoenix Wright: Ace Attorney,0,1,1.0
2083,NFL Fever 2002,1,1,0.0
2087,Tom Clancy's Splinter Cell: Blacklist,1,1,0.0
2088,Ace Combat X: Skies of Deception,1,1,0.0
2089,NCAA Football 12,1,1,0.0
2091,Band Hero,1,1,0.0
2093,Oddworld: Abe's Exoddus,1,1,0.0
2094,EyePet,0,1,0.0
2095,Scooby-Doo! First Frights,1,1,0.0
2102,Farming Simulator 2013,1,0,0.0
2109,Mario Party Advance,1,1,0.0
2113,Air-Sea Battle,1,1,0.0
2114,Suikoden III,0,1,0.0
2115,Kingdom Hearts Re:coded,0,1,0.0
2116,South Park: The Stick of Truth,0,1,1.0
2117,Driver: San Francisco,1,1,1.0
2118,Sniper Elite V2,1,1,0.0
2122,Pro Evolution Soccer 2014,1,1,0.0
2125,Brutal Legend,1,1,1.0
2126,Tamagotchi Connection: Corner Shop 2,1,1,0.0
2127,Final Fantasy Type-0,1,1,0.0
2129,de Blob,1,1,0.0
2132,NBA 2K10,1,1,0.0
2134,Yakuza 4,0,1,0.0
2137,NHL 2004,1,1,0.0
2142,Romancing SaGa,0,1,0.0
2143,Donkey Kong Junior,0,1,0.0
2147,Medal of Honor: Underground,1,1,0.0
2149,Dark Cloud 2,0,1,0.0
2151,PlayStation All-Stars Battle Royale,1,1,0.0
2154,Dragon Quest X,1,0,0.0
2160,Lost Planet 2,1,1,0.0
2161,NHL 2001,1,1,0.0
2162,Dragon Quest Monsters: Terry's Wonderland 3D,1,1,0.0
2168,The Witcher 2: Assassins of Kings,0,1,0.0
2169,PilotWings Resort,0,1,0.0
2170,Naruto Shippuden: Ultimate Ninja Storm 3,1,1,0.0
2174,World Championship Poker,1,1,0.0
