ES_Name,Name,Release_date,platform,Analyst_Score,Community_score,N_com_votes
Metal Gear Acid 2,Metal Gear Acid 2,Mayo 2006,PSP,8,7.54,26
Sensible Soccer,Sensible Soccer 2006,Mayo 2006,PS2,8,6.09,5
Sensible Soccer,Sensible Soccer 2006,Mayo 2006,XBOX,,8,2
Sensible Soccer,Sensible Soccer 2006,Mayo 2006,PC,,-,Sin
Brain Training,Brain Age: Train Your Brain in Minutes a Day,9/6/2006,NDS,8,7.3,96
Final Fantasy IV,Final Fantasy IV,9/6/2006,GBA,8,8.57,47
Full Spectrum Warrior: Ten Hammers,Full Spectrum Warrior 2,16/6/2006,PS2,8,8,1
Full Spectrum Warrior: Ten Hammers,Full Spectrum Warrior 2,16/6/2006,PC,,-,Sin
Electroplankton,Electroplankton,7/7/2006,NDS,8,6.59,31
Big Brain Academy,Brain Academy,7/7/2006,NDS,8,7.06,36
Capcom Classics Collection Remixed,Capcom Classics Collection Remixed,21/7/2006,PSP,8,7.5,12
Dreamfall,Dreamfall: The Longest Journey,Julio 2006,XBOX,,9.04,3
Dreamfall,Dreamfall: The Longest Journey,Julio 2006,PC,8,8.33,28
Just Cause,Just Cause,22/9/2006,PC,,7.5,2
Just Cause,Just Cause,22/9/2006,X360,8,7.06,19
Battlefield 2142,Battlefield 2142,20/10/2006,PC,8,7.27,13
Need for Speed Carbono,Need for Speed Carbono,8/11/2006,PS2,8,6.9,61
Need for Speed Carbono,Need for Speed Carbono,8/11/2006,PC,8,7.18,27
F.E.A.R.,FEAR,20/4/2007,X360,8,7.33,40
Sonic Rivals,Sonic Rivals,1/12/2006,PSP,8,7.02,18
Anno 1701,Anno 3,7/12/2006,PC,8,8.25,4
Warhammer: Mark of Chaos,Warhammer: Mark of Chaos,20/12/2006,PC,8,8.92,13
War on Terror,War on Terror,7/4/2006,PC,7.9,-,Sin
City Life,City Life,28/4/2006,PC,7.9,7.28,3
Titan Quest,Titan Quest,Junio 2006,PC,7.9,8.16,22
Forbidden Siren 2,Forbidden Siren 2,5/7/2006,PS2,7.9,7.81,34
Cars,Cars,Julio 2006,PS2,7.9,10,1
Cars,Cars,Julio 2006,GCN,,5.45,2
Cars,Cars,Julio 2006,XBOX,,10,1
American Conquest: Divided Nation,American Conquest: Divided Nation,6/2/2006,PC,7.8,7.95,4
UFO: Aftershock,UFO: Aftershock,6/2/2006,PC,7.8,-,Sin
Dungeons & Dragons Online: Stormreach,Dungeons & Dragons Online: Stormreach,3/3/2006,PC,7.8,5,1
Grand Theft Auto: Liberty City Stories,GTA Liberty City Stories,23/6/2006,PS2,7.8,7.68,48
Rush for Berlin,Rush for Berlin,7/7/2006,PC,7.8,9,1
X3: Reunion,X3: Reunion,11/8/2006,PC,7.8,6.66,3
Scarface: The World is Yours,Scarface: The World is Yours,25/10/2006,PS2,7.8,7.93,39
Scarface,Scarface,25/10/2006,XBOX,7.8,8.05,20
Mortal Kombat Armageddon,mortal kombat armagedon,Octubre 2006,PS2,7.8,7.84,29
Marvel: Ultimate Alliance,Marvel: Ultimate Alliance,26/7/2016,PS2,7.8,7.48,21
Marvel: Ultimate Alliance,Marvel: Ultimate Alliance,26/7/2016,XBOX,,7.45,4
Marvel: Ultimate Alliance,Marvel: Ultimate Alliance,26/7/2016,X360,,8.11,19
Mortal Kombat Armageddon,mortal kombat armagedon,Octubre 2006,XBOX,,7.69,4
Tony Hawk's Project 8,Tony Hawk's Project 8,Noviembre 2006,X360,7.8,7.61,3
Need for Speed Carbono,Need for Speed Carbono,8/11/2006,WII,7.8,6.14,21
Marvel: Ultimate Alliance,Marvel: Ultimate Alliance,26/7/2016,PS3,,6.88,7
Los Sims 2 Abren Negocios,Los Sims 2: Open for Business,28/2/2006,PC,7.7,7.12,20
Super Dragon Ball Z,Super Dragon Ball Z,14/7/2006,PS2,7.7,6.35,28
ParaWorld,ParaWorld,22/9/2006,PC,7.7,7.18,2
Championship Manager 2007,Championship Manager 2007,16/3/2007,PC,7.7,10,2
FIFA 07,FIFA 2007,29/9/2006,NDS,7.7,6.53,5
Blazing Angels : Squadrons of WWII,Blazing Angels : Squadrons of WWII,30/3/2006,X360,7.6,6.5,7
Untold Legends: The Warrior's Code,Untold Legends 2,21/6/2006,PSP,7.6,-,Sin
Ace Combat Zero: The Belkan War,Ace Combat Zero: The Belkan War,20/9/2006,PS2,7.6,7.84,16
El Padrino,The Godfather,22/9/2006,X360,7.6,7.11,17
Pro Evolution Soccer 6,Winning Eleven: Pro Evolution Soccer 2007,26/10/2006,X360,7.6,6.9,67
Nanostray,Nanostray,24/2/2006,NDS,7.5,7.31,23
Resident Evil Deadly Silence,Resident Evil DS,31/3/2006,NDS,7.5,7.72,75
Ape Escape 3,Ape Escape 3,10/5/2006,PS2,7.5,7.82,18
Urban Chaos,Roll Call,19/5/2006,PS2,7.5,7.71,13
Urban Chaos,Roll Call,19/5/2006,XBOX,,10,3
Chibi-Robo!,Chibi-Robo!,26/5/2006,GCN,7.5,7.4,21
LEGO Star Wars 2: The Original Trilogy,LEGO Star Wars II: The Original Trilogy,12/9/2006,PS2,7.5,8.09,25
LEGO Star Wars 2: The Original Trilogy,LEGO Star Wars II: The Original Trilogy,12/9/2006,GCN,,8.04,3
LEGO Star Wars 2: The Original Trilogy,LEGO Star Wars II: The Original Trilogy,12/9/2006,XBOX,,7.41,3
LEGO Star Wars 2: The Original Trilogy,LEGO Star Wars II: The Original Trilogy,12/9/2006,PC,,7.9,2
LEGO Star Wars 2: The Original Trilogy,LEGO Star Wars II: The Original Trilogy,12/9/2006,X360,,7.54,12
Faces of War,Faces of War,21/9/2006,PC,7.5,9.08,3
Los Caballeros del Zodiaco: Hades,Los Caballeros del Zodiaco 2,29/9/2006,PS2,7.5,7.19,25
F.E.A.R. Extraction Point,FEAR Extraction Point,27/10/2006,PC,7.5,8.02,9
Power Stone Collection,Power Stone Collection,31/10/2006,PSP,7.5,7.18,8
Sonic the Hedgehog,Sonic Next Gen,23/3/2007,X360,7.5,5.58,75
Red Steel,Red Steel,7/12/2006,WII,7.5,6.73,213
Wii Sports,Wii Sports,8/12/2006,WII,7.5,6.93,342
Commandos Strike Force,Commandos Strike Force,17/3/2006,PS2,7.4,6.12,4
Commandos Strike Force,Commandos Strike Force,17/3/2006,XBOX,,4.76,4
Commandos Strike Force,Commandos Strike Force,17/3/2006,PC,,6.93,16
Auto Assault,Auto Assault,13/4/2006,PC,7.4,10,1
Reservoir Dogs,Reservoir Dogs,15/9/2006,PS2,7.4,7.19,7
Reservoir Dogs,Reservoir Dogs,15/9/2006,PC,,6.18,2
PC Fútbol 2007,PC Fútbol 2007,14/11/2006,PC,7.4,5.38,14
Pokémon Link,Pokemon Puzzle,28/4/2006,NDS,7.3,6.21,24
Super Princess Peach,Super Princess Peach,26/5/2006,NDS,7.3,7.41,48
Age of Empires 3: The Warchiefs,Age of Empires III: The Warchiefs,26/10/2006,PC,7.3,7.96,16
Rule of Rose,Rule of Rose,3/11/2006,PS2,7.3,7.67,51
Medal of Honor Heroes,Medal of Honor Heroes,22/11/2006,PSP,7.3,7.43,18
Mario Party 7,Mario Party 7,27/1/2006,GCN,7.2,7.38,25
Samurai Warriors,Sengoku Musô,18/6/2004,PSP,7.2,6.15,4
Rogue Trooper,Rogue Trooper,21/4/2006,PS2,7.2,7.66,3
Vecinos Invasores,Over the Hedge,Junio 2006,NDS,7.2,5,2
Formula One 2006,Formula One 2006,26/7/2006,PS2,7.2,7.64,23
Cossacks 2: Battle for Europe,Cossacks 2: Battle for Europe,20/10/2006,PC,7.2,-,Sin
Myst,Myst,Octubre 2006,PSP,7.2,-,Sin
Super Monkey Ball: Banana Blitz,Super Monkey Ball: Banana Blitz,8/12/2006,WII,7.2,6.83,20
Bet On Soldier,Bet On Soldier,Año 2006,PC,7.2,7.72,2
Urban Reign,Urban Reign,8/2/2006,PS2,7.1,6.57,13
FIFA Street 2,FIFA Street 2,28/2/2006,PSP,7.1,7.68,15
Driver Parallel Lines,Driver 4,17/3/2006,PS2,7.1,6.78,16
Driver Parallel Lines,Driver 4,17/3/2006,XBOX,,-,Sin
The Outfit,The Outfit,Marzo 2006,X360,7.1,-,Sin
Monster Hunter Freedom,Monster Hunter Freedom,12/5/2006,PSP,7.1,7.53,46
Rise & Fall: Civilizations At War,Rise & Fall: Civilizations At War,16/6/2006,PC,7.1,-,Sin
Call of Duty 3,Call of Duty 3,23/3/2007,WII,7.1,6.05,61
Dragon Ball Z Super Sonic Warriors 2,Dragon Ball Z Super Sonic Warriors 2,3/2/2006,NDS,7,7.33,46
Super Monkey Ball: Touch & Roll,Super Monkey Ball DS,17/3/2006,NDS,7,7.48,7
Drakengard 2,Drag-On Dragoon 2,24/3/2006,PS2,7,7.03,13
Stella Deus,Stella Deus: The Gate of Eternity,24/3/2006,PS2,7,7.06,5
Worms Open Warfare,Worms Open Warfare,Marzo 2006,NDS,,7.66,3
Worms Open Warfare,Worms Open Warfare,Marzo 2006,PSP,7,6.14,11
Lost Magic,LostMagic,Abril 2006,NDS,7,7.12,22
Custom Robo Arena,Custom Robo DS,25/5/2006,NDS,7,7.34,7
PoPoLoCrois,PoPoLoCrois,16/6/2006,PSP,7,7,1
Micro Machines V4,Micro Machines V4,Julio 2006,PS2,7,10,1
Archlord,Archlord,29/9/2006,PC,7,8,4
Yakuza,Ryu ga gotoku,29/9/2006,PS2,7,8.21,75
Moto GP,MotoGP,27/10/2006,PSP,7,6.8,5
Ridge Racer 2,Ridge Racer 2,27/10/2006,PSP,7,7.83,23
Rayman Raving Rabbids,Rayman 4,7/12/2006,GBA,7,6.09,4
Cooking Mama,Cooking Mama,8/12/2006,NDS,7,7.17,22
Splinter Cell: Double Agent,Splinter Cell 4,19/10/2006,WII,7,7.05,11
Magna Carta: Tears of Blood,Magna Carta: Tears of Blood,3/3/2006,PS2,6.8,7.73,13
RF Online,RF Online,8/3/2006,PC,6.8,5.5,2
Sonic Riders,Sonic Riders,17/3/2006,PS2,6.8,7.29,11
Sonic Riders,Sonic Riders,17/3/2006,GCN,,7.51,16
Sonic Riders,Sonic Riders,17/3/2006,XBOX,,8.04,5
Viewtiful Joe Red Hot Rumble,Viewtiful Joe VFX Battle,Marzo 2006,GCN,6.8,5.01,6
Rogue Trooper,Rogue Trooper,21/4/2006,XBOX,6.8,7.5,2
Rogue Trooper,Rogue Trooper,21/4/2006,PC,,7,2
Panzer Elite Action,Panzer Elite Action: Fields of Glory,28/4/2006,PC,6.8,-,Sin
Evolution GT,Evolution GT,10/5/2006,PC,,-,Sin
Evolution GT,Evolution GT,10/5/2006,PS2,6.8,-,Sin
El Código Da Vinci,The Da Vinci Code,19/5/2006,PS2,6.8,3.8,7
El Código Da Vinci,The Da Vinci Code,19/5/2006,XBOX,,7.36,3
El Código Da Vinci,The Da Vinci Code,19/5/2006,PC,,-,Sin
El Señor de los Anillos: La Batalla por la Tierra Media 2,Lord ot the Rings: Battle for Middle Earth 2,28/2/2006,X360,6.8,8.22,10
Shinobido,Way of the Shinobi,5/7/2006,PS2,6.7,6.96,8
Samurai Warriors 2,Samurai Warriors 2,22/9/2006,PS2,6.7,8.21,5
Pokémon Mystery Dungeon: Blue Rescue Team,pokemon mundo misterioso,10/11/2006,NDS,6.7,7.79,43
Pokémon Mystery Dungeon: Red Rescue Team,pokemon mundo misterioso,10/11/2006,GBA,6.7,7.8,39
Tony Hawk's Downhill Jam,Tony Hawk's Downhill Jam,11/5/2007,WII,6.6,5.14,12
X-Men: El Juego Oficial,X-Men 3,Mayo 2006,PS2,6.5,10,1
X-Men: El Juego Oficial,X-Men 3,Mayo 2006,GCN,,-,Sin
X-Men: El Juego Oficial,X-Men 3,Mayo 2006,XBOX,,-,Sin
X-Men: El Juego Oficial,X-Men 3,Mayo 2006,X360,,5.49,6
Night Watch,Night Watch,15/9/2006,PC,6.5,-,Sin
Star Wars: Lethal Alliance,Star Wars: Lethal Alliance,7/12/2006,NDS,6.4,6.96,4
Full Auto,Full Auto,10/2/2006,X360,6.3,5.89,12
Dirge of Cerberus: Final Fantasy VII,Dirge of Cerberus: Final Fantasy VII,17/11/2006,PS2,6.3,6.51,90
Ninety-Nine Nights,99 Nights,29/8/2006,X360,6.2,7.14,76
Devil Kings,Devil Kings,22/2/2006,PS2,6.1,8.69,5
Castlevania: Curse of Darkness,Castlevania: Curse of Darkness,Febrero 2006,PS2,6.1,7.39,40
Castlevania: Curse of Darkness,Castlevania: Curse of Darkness,Febrero 2006,XBOX,,7.16,6
Odama,Odama,31/3/2006,GCN,6,6.12,11
Deep Labyrinth,Deep Labyrinth,15/12/2006,NDS,6,5.45,4
Far Cry Vengeance,Far Cry Vengeance,21/12/2006,WII,6,4.65,26
Torrente 3,Torrente 3,Enero 2006,PS2,5.6,6.12,17
24: El Juego,24: The Game,15/3/2006,PS2,5.6,6.44,11
Megaman Battle Network 5: Double Team,Mega Man Battle Network 5: Double Team DS,Abril 2006,NDS,5.5,7.1,14
Samurai Warriors 2,Samurai Warriors 2,22/9/2006,X360,5.5,9,1
Sudoku Master,Sudoku Gridmaster,25/10/2006,NDS,5.5,5,1
Ford Street Racing,Ford Street Racing,Febrero 2006,PSP,5.5,-,Sin
Dead or Alive Xtreme 2,Dead or Alive Xtreme Beach Volleyball 2,15/12/2006,X360,5.5,5.91,42
Dead to Rights: Reckoning,Dead to Rights: Reckoning,22/2/2006,PSP,5.3,6,3
State of Emergency 2,State of Emergency 2,21/4/2006,PS2,5.1,-,Sin
Top Spin 2,Top Spin 2,24/11/2006,NDS,5,3,3
L.A. Rush,L.A. Rush,Octubre 2005,PSP,5,-,Sin
Wii Play,Wii Play,8/12/2006,WII,5,5.34,156
Ape Academy 2,Ape Escape Academy 2,4/10/2006,PSP,4.7,5,1
Tomb Raider: Legend,Tomb Raider: Legend,7/4/2006,NDS,4.5,5.95,13
Metal Gear Solid Digital Graphic Novel,Metal Gear Solid Digital Graphic Novel,21/9/2006,PSP,-,8.62,30
Final Fantasy XII,Final Fantasy XII,23/2/2007,PS2,9.7,8.2,444
Assassin's Creed,Assassins Creed,15/11/2007,PS3,9.7,7.58,554
Assassin's Creed,Assassins Creed,15/11/2007,X360,,7.69,384
Crysis,Crysis,16/11/2007,PC,9.7,8.74,164
Super Mario Galaxy,Mario Revolution,16/11/2007,WII,9.7,9.37,945
Supreme Commander,Supreme Commander,16/2/2007,PC,9.6,7.77,19
God of War 2: Divine Retribution,god of war2:divine retribution,9/5/2007,PS2,9.6,9.1,414
BioShock,BioShock,31/8/2007,PC,,8.93,146
BioShock,BioShock,31/8/2007,X360,9.6,9.07,559
Halo 3,Halo 3,26/9/2007,X360,9.6,8.71,662
Metroid Prime 3: Corruption,Metroid Prime 3: Corruption,26/10/2007,WII,9.6,8.8,360
Mass Effect,Mass Effect,23/11/2007,X360,9.6,9.12,596
The Elder Scrolls IV: Oblivion - Knights of the Nine,The Elder Scrolls IV : Knights of the Nine,27/4/2007,PS3,9.5,8.34,106
World in Conflict,World in Conflict,21/9/2007,PC,9.5,8.16,17
Half-Life 2 Episode Two,Half-Life 2 Episode Two,Octubre 2007,PC,9.5,8.99,83
Call of Duty 4: Modern Warfare,Call of Duty 4: Modern Warfare,9/11/2007,X360,,8.78,286
Call of Duty 4: Modern Warfare,Call of Duty 4: Modern Warfare,9/11/2007,PS3,9.5,8.63,294
Call of Duty 4: Modern Warfare,Call of Duty 4: Modern Warfare,9/11/2007,PC,,8.49,102
Burnout Dominator,Burnout Dominator,10/5/2007,PS2,9.4,8.16,9
Virtua Fighter 5,Virtua Fighter 5,26/10/2007,X360,9.4,7.61,39
Ratchet y Clank: Armados hasta los dientes,Ratchet and Clank Future: Tools of Destruction,14/11/2007,PS3,9.4,8.44,192
WipEout Pulse,WipEout Pulse,5/12/2007,PSP,9.4,8.72,22
Command & Conquer 3: Tiberium Wars,Command & Conquer 3,30/3/2007,PC,9.3,7.89,18
Football Manager 2008,Football Manager 2008,26/10/2007,PC,9.3,8.01,12
Gears of War,Gears of War,17/11/2006,PC,9.3,8.14,68
Europa Universalis 3,Europa Universalis III,1/2/2007,PC,9.2,7.7,8
Test Drive Unlimited,Test Drive Unlimited,8/9/2006,PC,9.2,7.67,20
Team Fortress 2,Team Fortress 2,18/10/2007,PC,9.2,8.57,76
Silent Hill Origins,Silent Hill: 0rigins,15/5/2008,PSP,9.2,8.19,99
Okami,Okami,14/2/2007,PS2,9.1,9.06,121
Forza Motorsport 2,Forza Motorsport 2,8/6/2007,X360,9.1,8.37,119
FIFA 08,FIFA 2008,26/9/2007,X360,,7.67,39
FIFA 08,FIFA 2008,26/9/2007,PS3,9.1,7.76,52
World of Warcraft: The Burning Crusade,WOW: The Burning Crusade,16/1/2007,PC,9,8.59,73
Castlevania Symphony of the Night XBLA,Castlevania Symphony of the Night XBLA,21/3/2007,X360,9,8.86,91
Guitar Hero 2,Guitar Hero II,24/11/2006,X360,9,8.26,48
El Señor de los Anillos Online,The Lord of the Rings Online,24/4/2007,PC,9,8.17,23
Metal Gear Solid Portable Ops,Metal Gear Solid Portable Ops,26/4/2007,PSP,9,8.06,108
Colin McRae: DIRT,Colin McRae Rally 2007,22/6/2007,X360,9,7.97,29
Colin McRae: DIRT,Colin McRae Rally 2007,22/6/2007,PC,,8.31,9
Resident Evil 4 Wii Edition,Resident Evil 4 Wii Edition,29/6/2007,WII,9,8.82,309
Elite Beat Agents,Ouendan,19/7/2007,NDS,9,8.49,91
Sega Rally,Sega Rally Revo,28/9/2007,X360,,7.34,22
Sega Rally,Sega Rally Revo,28/9/2007,PS3,9,7.78,5
NeverWinter Nights 2 : Mask of the Betrayer,NeverWinter Nights 2 : Mask of the Betrayer,12/10/2007,PC,9,8.6,5
The Legend of Zelda: Phantom Hourglass,Zelda DS,19/10/2007,NDS,9,7.91,274
Unreal Tournament 3,Unreal Tournament 2007,22/2/2008,PC,9,7.78,15
The Orange Box,Half-Life 2: Orange Box,14/12/2007,PS3,9,8.47,55
Burnout Dominator,Burnout Dominator,10/5/2007,PSP,8.9,8.17,19
Final Fantasy VI,Final Fantasy 6,23/2/2022,GBA,8.9,9.03,95
Ninja Gaiden Sigma,Ninja Gaiden Sigma,6/7/2007,PS3,8.9,8.08,114
Company Of Heroes: Opposing Fronts,Company Of Heroes: Opposing Fronts,26/9/2007,PC,8.9,8.35,10
The Witcher,The Witcher,26/10/2007,PC,8.9,8.39,108
Uncharted: Drake's Fortune,Uncharted: El Tesoro de Drake,5/12/2007,PS3,8.9,8.51,866
ArmA Armed Assault,ArmA: Combat Operations,16/2/2007,PC,8.8,7.36,10
Anno 1701,Anno 3,7/12/2006,NDS,8.8,7.54,6
Rainbow Six: Vegas,Tom Clancy's Rainbow Six: Vegas,30/11/2006,PS3,8.8,7.86,28
Warhawk,Warhawk,30/8/2007,PS3,8.8,7.99,52
ATV Offroad Fury 4,ATV Offroad Fury 4,19/9/2007,PS2,8.8,10,2
Skate,skate.,17/10/2007,X360,,7.56,12
Skate,skate.,17/10/2007,PS3,8.8,8.32,11
Virtua Fighter 5,Virtua Fighter 5,26/10/2007,PS3,8.8,7.38,41
Imperivm Civitas II,Imperium Civitas II,3/12/2007,PC,8.8,7.71,5
Tom Clancy's Ghost Recon Advanced Warfighter 2,Tom Clancy's Ghost Recon Advanced Warfighter 2,8/3/2007,X360,8.7,7.84,37
Crush,Crush,25/5/2007,PSP,8.7,7.7,9
Syphon Filter Logan's Shadow,Syphon Filter Logan's Shadow,5/12/2007,PSP,8.7,7.65,15
Lost Planet,Lost Planet,16/1/2007,X360,8.6,7.68,178
Castlevania: Portrait of Ruin,Castlevania DS 2,8/3/2007,NDS,8.6,7.8,100
Ratchet & Clank: El Tamaño Importa,Ratchet & Clank: Size Matters,25/3/2008,PSP,8.6,7.92,41
Super Paper Mario,Super Paper Mario,14/9/2007,WII,8.6,7.28,171
Enemy Territory: Quake Wars,Enemy Territory: Quake Wars,30/5/2008,PC,8.6,7.59,11
Sega Rally,Sega Rally Revo,28/9/2007,PSP,8.6,7.33,18
Capcom Classics Collection 2,Capcom Classics Collection: Volume 2,13/4/2007,XBOX,,-,Sin
DEF JAM: ICON,Def Jam 3,20/3/2007,PS3,8.5,5.26,5
DEF JAM: ICON,Def Jam 3,20/3/2007,X360,,4.85,12
Motorstorm,Motorstorm,23/3/2007,PS3,8.5,7.7,181
GunPey DS,GunPey DS,30/3/2007,NDS,8.5,6.77,6
Virtua Tennis 3,Virtua Tennis 3,23/3/2007,X360,8.5,7.58,56
Virtua Tennis 3,Virtua Tennis 3,23/3/2007,PSP,8.5,7.7,18
Capcom Classics Collection 2,Capcom Classics Collection: Volume 2,13/4/2007,PS2,8.5,7.25,8
Valkyrie Profile: Lenneth,Valkyrie Profile: Lenneth,27/4/2007,PSP,8.5,8.32,38
Command & Conquer 3: Tiberium Wars,Command & Conquer 3,30/3/2007,X360,8.5,6.3,7
Runaway 2,"Runaway, The Dream of The Turtle",21/6/2007,PC,8.5,8.19,36
Puzzle League DS,Panel de Pon DS,29/6/2007,NDS,8.5,8.55,9
FlatOut Ultimate Carnage,FlatOut Ultimate Carnage,Septiembre 2008,X360,8.5,7.83,16
Tortugas Ninja,Teenage Mutant Ninja Turtles,26/7/2007,GBA,8.5,8.33,3
Civilization IV: Beyond the Sword,Civilization 4: Beyond the Sword,Julio 2007,PC,8.5,8.74,9
Worms Open Warfare 2,Worms Open Warfare 2,Julio 2007,NDS,8.5,7.85,5
Super Puzzle Fighter II Turbo HD Remix PSN,Super Puzzle Fighter II Turbo HD Remix PSN,30/5/2008,X360,,7.47,18
Valkyrie Profile Silmeria,Valkyrie Profile Silmeria,7/9/2007,PS2,8.5,8.22,65
Nervous Brickdown,Nervous Brickdown,7/9/2007,NDS,8.5,7.66,3
Stranglehold,John Woo presents Stranglehold,30/11/2007,X360,,7.43,24
Drawn to Life,Drawn to Life,21/9/2007,NDS,8.5,7.35,16
FIFA 08,FIFA 2008,26/9/2007,WII,8.5,7.42,27
Stranglehold,John Woo presents Stranglehold,30/11/2007,PC,,6.66,3
Final Fantasy Tactics: The War of the Lions,Final Fantasy Tactics: The War of the Lions,5/10/2007,PSP,8.5,8.44,47
Race Driver: Create & Race,Race Driver: Create & Race,12/10/2007,NDS,8.5,7.84,6
Project Gotham Racing 4,Project Gotham Racing 4,15/10/2007,X360,8.5,8.72,113
Tomb Raider Anniversary,Tomb Raider Anniversary,26/10/2007,PSP,8.5,8.44,25
Guitar Hero 3,Guitar Hero III: Legends of Rock,23/11/2007,PS3,8.5,7.68,38
Guitar Hero 3,Guitar Hero III: Legends of Rock,23/11/2007,X360,,8.57,69
Guitar Hero 3,Guitar Hero III: Legends of Rock,23/11/2007,WII,,8.22,28
Guitar Hero 3,Guitar Hero III: Legends of Rock,23/11/2007,PS2,,8.3,32
Supreme Commander: Forged Alliance,Supreme Commander: Forged Alliance,23/11/2007,PC,8.5,-,Sin
Stranglehold,John Woo presents Stranglehold,30/11/2007,PS3,8.5,6.82,42
Portal,Portal,Noviembre 2007,PC,8.5,8.79,173
Tomb Raider Anniversary,Tomb Raider Anniversary,26/10/2007,WII,8.5,7.89,26
Disgaea: Afternoon of Darkness,Disgaea Portable,14/12/2007,PSP,8.5,8.47,22
Fight Night Round 3,Fight Night Round 3,20/3/2007,PS3,8.4,6.23,12
Final Fantasy Fables: Chocobo Tales,Final Fantasy Fables: Chocobo Tales,25/5/2007,NDS,8.4,7.27,41
The Darkness,The Darkness,29/6/2007,X360,8.4,8.22,112
The Darkness,The Darkness,29/6/2007,PS3,,7.91,72
Blazing Angels 2: Secret Missions of WWII,Blazing Angels 2: Secret Missions of WWII,22/11/2007,X360,8.4,6.66,3
FIFA 08,FIFA 2008,26/9/2007,PSP,8.4,8.08,15
Blazing Angels 2: Secret Missions of WWII,Blazing Angels 2: Secret Missions of WWII,22/11/2007,PC,,-,Sin
Heroes of Might & Magic V: Tribes of the East,Heroes V: Tribes of the East,11/10/2007,PC,8.4,8.46,4
Ace Combat 6,Ace Combat 6 Fires of Liberation,23/11/2007,X360,8.4,7.32,33
NBA 2K8,NBA 2K8,Noviembre 2007,PS3,8.4,8.89,13
NBA 2K8,NBA 2K8,Noviembre 2007,X360,,7.99,46
Los Sims 2 y las Cuatro Estaciones,Sims 2 Seasons,28/2/2007,PC,8.3,6.9,7
NBA Street Homecourt,NBA Street V4,20/3/2007,X360,,7.75,6
NBA Street Homecourt,NBA Street V4,20/3/2007,PS3,8.3,1,1
Resistance: Fall of Man,I8,23/3/2007,PS3,8.3,7.69,248
Final Fantasy III,Final Fantasy 3,4/5/2007,NDS,8.3,7.59,153
Tomb Raider Anniversary Edition,Tomb Raider 10th Anniversary Edition,1/6/2007,PS2,8.3,8.56,75
Tomb Raider Anniversary Edition,Tomb Raider 10th Anniversary Edition,1/6/2007,PC,,8.26,30
Worms Open Warfare 2,Worms Open Warfare 2,Julio 2007,PSP,8.3,6.5,3
Heavenly Sword,Heavenly Sword,14/9/2007,PS3,8.3,7.67,270
Rocky Balboa,Rocky Balboa,25/1/2007,PSP,8.2,7.08,18
Mercury Meltdown Revolution,Mercury Meltdown Revolution,Mayo 2007,WII,8.2,5.88,8
Shadow Hearts: From the New World,Shadow Hearts: From the New World,11/6/2007,PS2,8.2,7.57,14
Rogue Galaxy,Rogue Galaxy,5/9/2007,PS2,8.2,8.39,70
Star Wars Battlefront: Renegade Squadron,Star Wars Battlefront: Renegade Squadron,11/9/2007,PSP,8.2,7.47,8
Medal of Honor Airborne,Medal of Honor Airborne,10/12/2007,X360,,7.25,21
Medal of Honor Airborne,Medal of Honor Airborne,10/12/2007,PC,,8.66,3
FIFA 08,FIFA 2008,26/9/2007,NDS,8.2,6,2
Donkey Kong Jungle Climber,Donkey Kong Jungle Climber,12/10/2007,NDS,8.2,7.5,19
Naruto: Rise of a Ninja,Naruto: Rise of a Ninja,31/10/2007,X360,8.2,7.23,80
Tabula Rasa,Tabula Rasa,2/11/2007,PC,8.2,8,1
Medal of Honor Airborne,Medal of Honor Airborne,10/12/2007,PS3,8.2,7.22,11
Chili Con Carnage,Total Overdose,23/2/2007,PSP,8.1,6.31,4
Blue Dragon,Blue Dragon,31/8/2007,X360,8.1,7.79,212
Stuntman Ignition,Stuntman 2,28/9/2007,X360,,6.6,12
Monster Hunter Freedom 2,Monster Hunter Portable 2,7/9/2007,PSP,8.1,8.05,42
Stuntman Ignition,Stuntman 2,28/9/2007,PS3,8.1,-,Sin
Wario Ware: Smooth Moves,WarioWare: Smooth Moves,12/1/2007,WII,8,7.44,132
Actionloop,Magnetica,26/1/2007,NDS,8,7.67,4
Metal Slug Anthology,Metal Slug Anthology,20/9/2016,PSP,8,8.19,22
Maelstrom (2007),Maelstrom (2007),9/2/2007,PC,8,8.18,2
Excite Truck,Excite Truck,16/2/2007,WII,8,7.89,124
God Hand,God Hand,23/2/2007,PS2,8,7.88,44
The Warriors,The Warriors,21/10/2005,PSP,8,7.69,7
Sonic y los Anillos Secretos,Sonic Revolution,2/3/2007,WII,8,6.52,143
Titan Quest: Immortal Throne,Titan Quest Expansión,2/3/2007,PC,8,7.54,7
War Front: Turning Point,War Front: Turning Point,9/3/2007,PC,8,-,Sin
Infernal,Infernal,9/3/2007,PC,8,7.14,3
Grand Theft Auto: Vice City Stories,GTA Vice City Stories,9/3/2007,PS2,8,8.24,59
SSX Blur,SSX Blur,14/3/2007,WII,8,6.34,11
Call of Duty 3,Call of Duty 3,23/3/2007,PS3,8,7.58,32
Tekken Dark Resurrection PSN,Tekken Dark Resurrection PSN,23/3/2007,PS3,8,7.62,31
Lunar Knights,Lunar Knights,29/3/2007,NDS,8,8.16,24
Rayman Raving Rabbids,Rayman 4,7/12/2006,NDS,8,7.88,9
