Name,Main story duration,Duration hrs
Desert Falcon,16 Mins,0.26666666666666666
Galactic Attack,30 Mins,0.5
Men of Valor,10 Hours,10.0
America's Army: Rise of a Soldier,3 Hours,3.0
Project Overkill,--,
Earth Defense Force 5,27.5 Hours,27.5
theHunter: Call of the Wild,24 Hours,24.0
Galaga: Destination Earth,2 Hours,2.0
Dark Cavern,--,
Soldier of Fortune II: Double Helix,10.5 Hours,10.5
Super R-Type,1 Hours,1.0
BlowOut,--,
Bubble Blowout,45 Mins,0.75
Balloon Blowout,1.5 Hours,1.5
Block Blowout,--,
Kirby's Blowout Blast,1 Hours,1.0
The Bugs Bunny Birthday Blowout,1.5 Hours,1.5
Deadly Duck,--,
Touch the Dead,3 Hours,3.0
Robotech: The Macross Saga,1.5 Hours,1.5
Lost Planet 3,10.5 Hours,10.5
Neo Contra,1.5 Hours,1.5
50 Cent: Blood on the Sand,5 Hours,5.0
Unreal II: The Awakening,8.5 Hours,8.5
Greg Hastings Paintball 2,--,
MDK,4.5 Hours,4.5
MDK2,9 Hours,9.0
Rymdkapsel,2 Hours,2.0
Earth Defense Force: Insect Armageddon,5 Hours,5.0
Body Harvest,10 Hours,10.0
Wing Arms,1.5 Hours,1.5
Soldier of Fortune: Payback,3.5 Hours,3.5
Sniper Elite,13 Hours,13.0
Sniper Elite: Nazi Zombie Army 2,6 Hours,6.0
Sniper Elite VR,8.5 Hours,8.5
Sniper Elite III - Save Churchill Part 3: Confrontation DLC,49 Mins,0.8166666666666667
Sniper Elite III - Save Churchill Part 2: Belly of the Beast DLC,35 Mins,0.5833333333333334
Sniper Elite III - Save Churchill Part 1: In Shadows DLC,25 Mins,0.4166666666666667
Sniper Elite III - Hunt the Grey Wolf DLC,39 Mins,0.65
Quantum Theory,7 Hours,7.0
Descent,--,
Morningstar: Descent to Deadrock,2 Hours,2.0
Castle Torgeath: Descent into Darkness,--,
Descent 3,8.5 Hours,8.5
Descent: FreeSpace - The Great War,12 Hours,12.0
Descent: Underground,--,
Descent II,12.5 Hours,12.5
Descent to Undermountain,--,
Descent Maximum,--,
Incandescent,--,
Descent: Levels of the World,--,
Descent: FreeSpace - Silent Threat,3.5 Hours,3.5
Descent: Road to Legend,--,
Catacomb 3-D,1.5 Hours,1.5
Dark Descent: The Blue Rose,--,
Conflict: Denied Ops,6 Hours,6.0
Mace Griffin: Bounty Hunter,13 Hours,13.0
Heavy Fire: Afghanistan,2 Hours,2.0
Hexen,10 Hours,10.0
Hexen II,9.5 Hours,9.5
Hexen: Deathkings of the Dark Citadel,8.5 Hours,8.5
Hexen II - Mission Pack: Portal of Praevus,4 Hours,4.0
Serpent: Resurrection (Hexen WAD),--,
H!Zone: For Heretic and Hexen (WAD),--,
Quake,5.5 Hours,5.5
Quake Mission Pack 1: Scourge of Armagon,3 Hours,3.0
Quake Mission Pack 2: Dissolution of Eternity,4 Hours,4.0
Quake: Dimension of the Machine,4 Hours,4.0
Quake: Dimension of the Past,2 Hours,2.0
Bizarre Earthquake,2 Hours,2.0
Quake: Honey,1.5 Hours,1.5
Quake: Underdark Overbright & Copper,3 Hours,3.0
Conflict: Global Terror,11.5 Hours,11.5
Gungrave,2 Hours,2.0
Gungrave: Overdose,6 Hours,6.0
GUNGRAVE VR,1 Hours,1.0
GUNGRAVE VR U.N,40 Mins,0.6666666666666666
Jurassic: The Hunted,4 Hours,4.0
R-Type Final,2.5 Hours,2.5
R-Type Final 2,2.5 Hours,2.5
Close Combat: First to Fight,--,
Syndicate,12 Hours,12.0
Street Racing Syndicate,11.5 Hours,11.5
Syndicate Wars,17.5 Hours,17.5
SWAT 4: The Stetchkov Syndicate,4.5 Hours,4.5
Syndicate Plus,--,
Syndicate: American Revolt,8.5 Hours,8.5
Chicago Syndicate,--,
Steampunk Syndicate,15 Hours,15.0
Rogue Contracts: Syndicate,--,
Call of Juarez,8 Hours,8.0
Otomedius Excellent,58 Mins,0.9666666666666667
MindJack,6.5 Hours,6.5
Velvet Assassin,10 Hours,10.0
Global Defence Force,23.5 Hours,23.5
Global Defence Force: Tactics,--,
Bomberman B-Daman,--,
Terminator 3: The Redemption,7 Hours,7.0
GunValkyrie,6 Hours,6.0
Dementium: The Ward,4 Hours,4.0
Alien Resurrection,6.5 Hours,6.5
Trigger Man,3 Hours,3.0
Starblade Alpha,25 Mins,0.4166666666666667
Starblade,--,
Leviathan Starblade,--,
"Warhammer 40,000: Fire Warrior",7 Hours,7.0
Infected,6 Hours,6.0
Infected: The Twin Vaccine,3 Hours,3.0
Infected Shelter,--,
2013: Infected Wars,4.5 Hours,4.5
The Infected,--,
Gunslingers,--,
Serious Sam,9.5 Hours,9.5
Serious Sam HD: The First Encounter,6 Hours,6.0
Serious Sam 2,10.5 Hours,10.5
Serious Sam: The First Encounter,6 Hours,6.0
Serious Sam: The Random Encounter,1.5 Hours,1.5
Serious Sam Classics: Revolution,12 Hours,12.0
Serious Sam: Siberian Mayhem,5 Hours,5.0
Serious Sam 4,9.5 Hours,9.5
Serious Sam: Double D XXL,2.5 Hours,2.5
Serious Sam VR: The First Encounter,5 Hours,5.0
Serious Sam 3 VR: BFE,4 Hours,4.0
Serious Sam VR: The Second Encounter,--,
Serious Sam 3: Jewel of the Nile,2.5 Hours,2.5
Serious Sam's Bogus Detour,10 Hours,10.0
Serious Sam HD: The Second Encounter - Legend of the Beast DLC,2 Hours,2.0
Shadow Ops: Red Mercury,6 Hours,6.0
History Civil War: Secret Missions,4 Hours,4.0
Star Trek: Voyager - Elite Force,6.5 Hours,6.5
Star Trek: Voyager - Elite Force Expansion Pack,--,
Fugitive Hunter: War on Terror,3 Hours,3.0
Geometry Wars: Galaxies,9 Hours,9.0
Epidemic,--,
Rabiez: Epidemic,--,
Lust Epidemic,8.5 Hours,8.5
Outbreak: Epidemic,--,
The History Channel: Civil War - A Nation Divided,6.5 Hours,6.5
In the Hunt,50 Mins,0.8333333333333334
Alex Hunter - Lord of the Mind,4.5 Hours,4.5
The Albino Hunter,6 Hours,6.0
The Huntsman: Winter's Curse,2 Hours,2.0
The World II: Hunting BOSS,--,
Alternate Jake Hunter: Daedalus - The Awakening of Golden Jazz,7.5 Hours,7.5
Rise of the Triad: The HUNT Begins,3.5 Hours,3.5
Alex Hunter: Lord Of The Mind,--,
Deer Hunter 3: The Legend Continues,10 Hours,10.0
The Hunting God,--,
Deer Hunter 2: The Hunt Continues,--,
Nympho Monster Domination,--,
Vampire Night,43 Mins,0.7166666666666667
Night of the Lesbian Vampires,28 Mins,0.4666666666666667
Vampire: The Masquerade - Night Road,7 Hours,7.0
Metal Slug 7,1 Hours,1.0
Rogue Warrior,2 Hours,2.0
ARMA II,17.5 Hours,17.5
ARMA 3,19.5 Hours,19.5
ARMA II: Operation Arrowhead,7.5 Hours,7.5
ARMA II: Private Military Company,6 Hours,6.0
ARMA II: British Armed Forces,6.5 Hours,6.5
Carmageddon II: Carpocalypse Now,12 Hours,12.0
Star Trek: Armada II,--,
Arma II: Army of the Czech Republic,--,
Karmaflow: The Rock Opera Videogame - Act II,3.5 Hours,3.5
Bulletstorm: Full Clip Edition,7.5 Hours,7.5
Disruptor,4 Hours,4.0
Every Extend Extra,12 Hours,12.0
Every Extend Extra Extreme,--,
Sin and Punishment,2 Hours,2.0
Sin & Punishment: Star Successor,6 Hours,6.0
The House of the Dead,57 Mins,0.95
The House of the Dead 4,2 Hours,2.0
The House of the Dead: Scarlet Dawn,1 Hours,1.0
Eat Lead: The Return of Matt Hazard,7 Hours,7.0
Iridion II,2 Hours,2.0
Alter Echo,6.5 Hours,6.5
Gunstar Super Heroes,2 Hours,2.0
3D Gunstar Heroes,2 Hours,2.0
NeverDead,8.5 Hours,8.5
Hour of Victory,5 Hours,5.0
Brothers in Arms: Double Time,5 Hours,5.0
Armed and Dangerous,6 Hours,6.0
Strikers 1945,29 Mins,0.48333333333333334
Strikers 1945 Plus,2 Hours,2.0
Strikers 1945 II,29 Mins,0.48333333333333334
Strikers 1945 III,27 Mins,0.45
Blackwater,2 Hours,2.0
Blackwater Bayou VR,--,
The Curse of Blackwater,1 Hours,1.0
Conduit 2,6 Hours,6.0
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,--,
Airborne Troops: Countdown to D-Day,--,
Armored Core: Verdict Day,15.5 Hours,15.5
Die Hard: Vendetta,4.5 Hours,4.5
Dead Man's Hand,5.5 Hours,5.5
Monster Madness: Battle for Suburbia,18 Hours,18.0
Dementium II,4 Hours,4.0
Dementium II HD,4.5 Hours,4.5
Cold Winter,7 Hours,7.0
Corrosion: Cold Winter Waiting,--,
Mass Destruction,3 Hours,3.0
Conspiracy: Weapons of Mass Destruction,--,
Navy Seals: Weapons of Mass Destruction,--,
Murakumo: Renegade Mech Pursuit,4.5 Hours,4.5
Gun Metal,2.5 Hours,2.5
Gunmetal Arcadia Zero,2 Hours,2.0
Gunmetal,3 Hours,3.0
Metalgun Slinger,--,
GunMetal,--,
Gunmetal Arcadia,4 Hours,4.0
Bodycount,5.5 Hours,5.5
Contra Advance: The Alien Wars EX,35 Mins,0.5833333333333334
The History Channel: Battle for the Pacific,2.5 Hours,2.5
Maximum Force,50 Mins,0.8333333333333334
Mobile Light Force 2,27 Mins,0.45
Ninja Assault,58 Mins,0.9666666666666667
ARMA III,19.5 Hours,19.5
Robotech: Invasion,7.5 Hours,7.5
Hexen: Beyond Heretic,10 Hours,10.0
Jupiter Strike,--,
Project: Horned Owl,1 Hours,1.0
Metal Slug 3,1.5 Hours,1.5
Metal Slug 3D,4 Hours,4.0
Revolution X,1 Hours,1.0
Dance Dance Revolution Mario Mix,2 Hours,2.0
Dance Dance Revolution Extreme 2,5 Hours,5.0
Worms Revolution Extreme,--,
Dance Dance Revolution 4thMix,7 Hours,7.0
Dance Dance Revolution Disney Mix,2 Hours,2.0
DDRMAX2 Dance Dance Revolution,8.5 Hours,8.5
Dance Dance Revolution Extreme,14 Hours,14.0
Rance IX: The Helmanian Revolution,75 Hours,75.0
Dance Dance Revolution Ultramix,--,
Dance Dance Revolution Konamix,1.5 Hours,1.5
Dance Dance Revolution Ultramix 3,--,
Dance Dance Revolution Ultramix 2,--,
Dance Dance Revolution 2ndMix,30 Hours,30.0
Dance Dance Revolution Extra Mix,6 Hours,6.0
Dance Dance Revolution 5thMix,7.5 Hours,7.5
Dance Dance Revolution 3rdMix,15 Hours,15.0
Darius Gaiden,46 Mins,0.7666666666666667
The History Channel: Civil War - Secret Missions,4 Hours,4.0
Attack Of The Movies 3D,55 Mins,0.9166666666666666
Alien Hominid,1.5 Hours,1.5
Alien Hominid HD,5 Hours,5.0
Alien Hominid Invasion,--,
Bullet Witch,5 Hours,5.0
System: Flaw,4 Hours,4.0
Blast Chamber,9 Hours,9.0
Darkest of Days,6 Hours,6.0
"Blast Works: Build, Trade, Destroy",--,
Duke Nukem 3D: 20th Anniversary World Tour,7.5 Hours,7.5
Raven Squad: Operation Hidden Dagger,5.5 Hours,5.5
Resident Evil: Chronicles HD Collection,--,
Rapid Reload,2 Hours,2.0
Raiden Fighters Aces,35 Mins,0.5833333333333334
Metal Slug X,1 Hours,1.0
Metal Slug XX,59 Mins,0.9833333333333333
Robotron 64,1.5 Hours,1.5
Tunnel B1,--,
Damnation,8 Hours,8.0
Postal 2: Eternal Damnation,10 Hours,10.0
Damnation: City of Death,--,
Bosch's Damnation,2.5 Hours,2.5
Lethal Enforcers,54 Mins,0.9
Lethal Enforcers I & II,1.5 Hours,1.5
Lethal Enforcers II: Gunfighters,30 Mins,0.5
Ikaruga,1.5 Hours,1.5
Strange Brigade,7.5 Hours,7.5
Invasion from Beyond,--,
Codename: Tenka,4 Hours,4.0
Savage Skies,4.5 Hours,4.5
Nano Assault,3.5 Hours,3.5
Nano Assault EX,3 Hours,3.0
Nano Assault Neo,3.5 Hours,3.5
Nano Assault NEO-X,2.5 Hours,2.5
America's Army: True Soldiers,--,
RTX Red Rock,14.5 Hours,14.5
Metal Slug Advance,1.5 Hours,1.5
Robotron X,7.5 Hours,7.5
Hidden Invasion,2 Hours,2.0
Earth Defense Force 2017,9 Hours,9.0
Far Cry Vengeance,8 Hours,8.0
Battlefield 2,9.5 Hours,9.5
Real Robots Final Attack,--,
Endgame,--,
Moriarty: Endgame VR,--,
Bangai-O Spirits,6 Hours,6.0
Infernal: Hell's Vengeance,7 Hours,7.0
Duke Nukem: Land of the Babes,6 Hours,6.0
Gunblade NY & L.A. Machineguns Arcade Hits Pack,50 Mins,0.8333333333333334
WinX Club,2 Hours,2.0
Dream Trigger 3D,9 Hours,9.0
Darius II,43 Mins,0.7166666666666667
G-Darius,39 Mins,0.65
Dariusburst: Another Chronicle,4 Hours,4.0
Viewpoint,1 Hours,1.0
Viewpoints,--,
Serious Sam: Next Encounter,10 Hours,10.0
Touhou Genso Rondo: Bullet Ballet,2 Hours,2.0
Inversion,7 Hours,7.0
Newtonian Inversion,--,
Machine Head,--,
Hunting Simulator,--,
Drake of the 99 Dragons,4.5 Hours,4.5
RayStorm,54 Mins,0.9
Target: Terror,--,
Silpheed: The Lost Planet,2 Hours,2.0
Heavenly Guardian,4.5 Hours,4.5
Operation: Vietnam,--,
Defcon 5,--,
Bullet Girls,8.5 Hours,8.5
Bullet Girls Phantasia,11 Hours,11.0
Bullet Girls 2,--,
C: The Contra Adventure,2.5 Hours,2.5
Monster Madness: Grave Danger,6.5 Hours,6.5
Miami Vice: The Game,2 Hours,2.0
Robotica,3 Hours,3.0
Land of the Dead: Road to Fiddler's Green,4.5 Hours,4.5
Touhou Kobuto V: Burst Battle,1.5 Hours,1.5
R-Types,4.5 Hours,4.5
Star Fighter,--,
Star Wars: Starfighter,4.5 Hours,4.5
Star Wars: X-Wing vs. TIE Fighter,14 Hours,14.0
Star Wars: Jedi Starfighter,6 Hours,6.0
Sun Blast,--,
Star Wars: TIE Fighter,18.5 Hours,18.5
Star Wars: TIE Fighter - Defender of the Empire,8 Hours,8.0
Starfighter: Eclipse,--,
Star Wars: TIE Fighter - Enemies of the Empire,6 Hours,6.0
Shooter: Starfighter Sanvein,--,
CDF Starfighter VR,--,
StarFighter R&D,--,
NightStar: Starfighter,--,
Tetrastar: The Fighter,--,
Akai Katana,40 Mins,0.6666666666666666
Spy Games: Elevator Mission,--,
Giants: Citizen Kabuto,10 Hours,10.0
Big Bang Mini,6 Hours,6.0
Serious Sam II,10.5 Hours,10.5
Combat Elite: WWII Paratroopers,--,
Commandos: Strike Force,10 Hours,10.0
Mobile Suit Gundam: Gundam vs. Zeta Gundam,--,
S.T.A.L.K.E.R.: Call of Pripyat,16 Hours,16.0
Dragon Rage,3.5 Hours,3.5
Rage of the Dragons,50 Mins,0.8333333333333334
Mirage of Dragon,--,
Nanostray,1 Hours,1.0
Nanostray 2,2 Hours,2.0
Men in Black - The Series: Crashdown,--,
Enemy Front,5.5 Hours,5.5
S.T.A.L.K.E.R.: Shadow of Chernobyl,15 Hours,15.0
Gunbird,58 Mins,0.9666666666666667
Gunbird 2,1 Hours,1.0
Seablade,--,
Rez,2 Hours,2.0
Rez Infinite,2 Hours,2.0
Tenerezza,--,
Jerez's Arena,4 Hours,4.0
Rez HD,2.5 Hours,2.5
Rezrog,--,
Adventurezator: When Pigs Fly,--,
NightmareZ,2.5 Hours,2.5
REZ PLZ,--,
Grezzo 2,5 Hours,5.0
Rezon,--,
Judge Dredd,--,
Judge Dredd: Dredd Vs. Death,4 Hours,4.0
Judge Dredd vs. Zombies,--,
Judge Dredd 95,--,
Judge Dredd: Countdown Sector 106,--,
StarBlood Arena,3 Hours,3.0
MorphX,7 Hours,7.0
DoDonPachi Resurrection,1.5 Hours,1.5
Wicked Monsters Blast! HD,--,
The Typing of the Dead,1.5 Hours,1.5
The Typing of the Dead: Overkill,4 Hours,4.0
The Typing of the Dead 2,--,
Philosoma,2.5 Hours,2.5
Rock of the Dead,--,
Raze's Hell,7.5 Hours,7.5
Magic Carpet,6.5 Hours,6.5
Magic Carpet 2: The Netherworlds,9.5 Hours,9.5
Asterix and the Magic Carpet,--,
Counter Force,--,
Assault Suit Leynos,2 Hours,2.0
Assault Suit Leynos 2,--,
Target Earth,49 Mins,0.8166666666666667
Yager,11 Hours,11.0
"Star Voyager (1982, Acclaim)",--,
bit Generations: Soundvoyager,--,
"Star Voyager (1982, Imagic)",--,
Voyager,--,
Voyager I: Sabotage of the Robot Ship,--,
Far Cry,13.5 Hours,13.5
Far Cry 6,22.5 Hours,22.5
Far Cry New Dawn,11 Hours,11.0
Far Cry 6 - Joseph: Collapse,2 Hours,2.0
Far Cry 6 - Pagan: Control,1.5 Hours,1.5
Dead Alliance,--,
Jagged Alliance: Deadly Games,--,
RAID: World War II,--,
Dark Arena,2 Hours,2.0
Rogue Trooper,5.5 Hours,5.5
Rogue Trooper Redux,5.5 Hours,5.5
Castle of Shikigami III,2 Hours,2.0
Star X,2.5 Hours,2.5
Stealth Bastard Deluxe,6 Hours,6.0
Star Wars: X-Wing Alliance,20 Hours,20.0
Stardust Galaxy Warriors: Stellar Climax,1.5 Hours,1.5
Star Trek: The Next Generation: Future's Past,6.5 Hours,6.5
Star Trek: The Next Generation - A Final Unity,10.5 Hours,10.5
Battle Rage: Mech Conflict,31 Hours,31.0
The Monkey King: The Legend Begins,47 Mins,0.7833333333333333
WarJetz,--,
Novastorm,40 Mins,0.6666666666666666
SWAT: Target Liberty,--,
Twin Strike: Operation Thunder,--,
Black Clover: Quartet Knights,3 Hours,3.0
Brothers in Arms DS,4.5 Hours,4.5
Crypt Killer,1 Hours,1.0
PO'ed,--,
Operation Warcade VR,--,
Little Red Riding Hood's Zombie BBQ,3 Hours,3.0
C.O.R.E.,--,
Without Warning,--,
Monster Force,3 Hours,3.0
Yu-Gi-Oh! GX Tag Force,44.5 Hours,44.5
Yu-Gi-Oh! GX Tag Force 3,13.5 Hours,13.5
Yu-Gi-Oh! GX: The Beginning of Destiny,22 Hours,22.0
Espgaluda II,31 Mins,0.5166666666666667
Painkiller: Hell Wars,16.5 Hours,16.5
Marines: Modern Urban Combat,--,
Radiant Silvergun,2 Hours,2.0
S.T.A.L.K.E.R.: Clear Sky,13.5 Hours,13.5
Battle Engine Aquila,4 Hours,4.0
Special Forces: Nemesis Strike,8.5 Hours,8.5
PowerSlave,9 Hours,9.0
Cabela's Big Game Hunter: Pro Hunts,10.5 Hours,10.5
Otomedius G,--,
BRAHMA Force: The Assault on Beltlogger 9,1.5 Hours,1.5
R-Type III: The Third Lightning,1.5 Hours,1.5
DICE: DNA Integrated Cybernetic Enterprises,--,
Gotcha Force,11 Hours,11.0
NanoTek Warrior,--,
R-Type Delta,1.5 Hours,1.5
SWAT 4,9 Hours,9.0
Serious Sam Advance,2.5 Hours,2.5
Cold War,7 Hours,7.0
Supreme Ruler: Cold War,--,
Toy Soldiers: Cold War,4 Hours,4.0
Codename: Panzers - Cold War,15.5 Hours,15.5
US and THEM,--,
Men of War: Assault Squad 2 - Cold War,--,
AirForce Delta Storm,4 Hours,4.0
Cocoto Magic Circus,--,
Chili Con Carnage,5.5 Hours,5.5
RayCrisis: Series Termination,27 Mins,0.45
Big Buck Hunter Arcade,19 Mins,0.31666666666666665
Saint,--,
The Walking Dead: Saints & Sinners,11 Hours,11.0
The Saint: Abyss of Despair,2 Hours,2.0
I Make Saints,--,
Saint Kotar,--,
Eureka Seven Vol. 2: The New Vision,14 Hours,14.0
Commando: Steel Disaster,3 Hours,3.0
Chicken Hunter,--,
Chicago Enforcer,4 Hours,4.0
Painkiller,10 Hours,10.0
Painkiller: Battle out of Hell,5 Hours,5.0
Mushihimesama,50 Mins,0.8333333333333334
Mushihime-sama Futari,38 Mins,0.6333333333333333
Vietcong,8 Hours,8.0
Vietcong: Fist Alpha,--,
Vietcong 2,4.5 Hours,4.5
Starship Troopers,9 Hours,9.0
Starship Troopers: Terran Ascendancy,10.5 Hours,10.5
RoboCop,--,
RoboCop 3,44 Mins,0.7333333333333333
RoboCop Versus The Terminator,2.5 Hours,2.5
RoboCop 2,44 Mins,0.7333333333333333
Wild West Shootout,--,
Castle Shikigami 2,1.5 Hours,1.5
Ketsui DEATH LABEL,20 Mins,0.3333333333333333
SD Gundam Force,3 Hours,3.0
Platypus,1.5 Hours,1.5
Platypus II,3 Hours,3.0
Joint Operations: Combined Arms,--,
Thunder Force VI,41 Mins,0.6833333333333333
Triggerheart Exelica,53 Mins,0.8833333333333333
WinBack 2: Project Poseidon,11 Hours,11.0
Tempest 4000,--,
DoDonPachi SaiDaiOuJou,31 Mins,0.5166666666666667
Vanark,2 Hours,2.0
Caladrius,39 Mins,0.65
Caladrius Blaze,51 Mins,0.85
Command & Conquer: Renegade,10 Hours,10.0
Bullet Soul,34 Mins,0.5666666666666667
Into the Breach,5.5 Hours,5.5
Five Nights at Freddy's: Security Breach,10 Hours,10.0
Breach & Clear,10.5 Hours,10.5
Deus Ex: Breach,--,
The Secret Order 7: Shadow Breach,3.5 Hours,3.5
Breach & Clear: Deadline,9.5 Hours,9.5
Breached,2.5 Hours,2.5
Security Breach: Fury's Rage,--,
Breacher Story,--,
Celestial Breach,--,
Breach 2,--,
SCP - Containment Breach,3.5 Hours,3.5
ChronoBreach,5 Mins,0.08333333333333333
Cargo Breach,--,
Breach 3,--,
Ziggurat,3.5 Hours,3.5
Ziggurat 2,4 Hours,4.0
Ziggurat 3D Chess,--,
Pirate Blast,--,
NecroVisioN,9.5 Hours,9.5
NecroVisioN: Lost Company,5 Hours,5.0
Eschatos,45 Mins,0.75
Cho Aniki Zero,--,
Chaosfield,--,
World War II Combat: Iwo Jima,1.5 Hours,1.5
Deadfall Adventures,8 Hours,8.0
Kokuga,--,
Kikokugai: The Cyber Slayer,7 Hours,7.0
The Ball,6 Hours,6.0
"Sam & Max 103: The Mole, the Mob, and the Meatball",1.5 Hours,1.5
Out of the Park Baseball 22,--,
Glow Ball: The Billiard Puzzle Game,--,
Aliens versus Predator,6.5 Hours,6.5
Duke Nukem Advance,2.5 Hours,2.5
Deep Black: Reloaded,9 Hours,9.0
Deep Black: Episode 1,5 Hours,5.0
Portal,3 Hours,3.0
Portal Stories: Mel,8 Hours,8.0
Portal Stories: VR,26 Mins,0.43333333333333335
Portal: Companion Collection,--,
Portal: Prelude,6 Hours,6.0
Portal Dogs,58 Mins,0.9666666666666667
Warcraft II: Beyond the Dark Portal,17 Hours,17.0
Call of Duty,7 Hours,7.0
Call of Duty: Modern Warfare,6 Hours,6.0
Call of Duty: Vanguard,6 Hours,6.0
Classified: The Sentinel Crisis,3 Hours,3.0
Shooter: Space Shot,52 Mins,0.8666666666666667
Xyanide,--,
Xyanide: Resurrection,47 Mins,0.7833333333333333
Phalanx,2 Hours,2.0
Strikers 1945 Plus Portable,2 Hours,2.0
Clive Barker's Undying,10 Hours,10.0
Cryostasis: Sleep of Reason,8.5 Hours,8.5
Delta Force 2,8.5 Hours,8.5
Delta Force: Xtreme 2,3.5 Hours,3.5
Warpath,--,
Empire: Total War - The Warpath Campaign,--,
SAS: Secure Tomorrow,2 Hours,2.0
Painkiller: Gold Edition,10.5 Hours,10.5
Operation Flashpoint: Resistance,9 Hours,9.0
Bet On Soldier: Blood Sport,8.5 Hours,8.5
Matt Hazard: Blood Bath and Beyond,3 Hours,3.0
ARMA: Queen's Gambit,--,
Men In Black: The Series,1 Hours,1.0
Tron 2.0,12.5 Hours,12.5
The Mark,5.5 Hours,5.5
Mark of the Ninja,8 Hours,8.0
Mark of the Ninja: Remastered,7.5 Hours,7.5
Garou: Mark of the Wolves,1.5 Hours,1.5
Northmark: Hour of the Wolf,3.5 Hours,3.5
1943 Kai,42 Mins,0.7
Mark of the Ninja: Special Edition DLC,58 Mins,0.9666666666666667
Mark Leung: Revenge of the Bitch,--,
Tarr Chronicles,--,
Tactical Ops: Assault on Terror,30 Hours,30.0
Nintendogs,21.5 Hours,21.5
Nintendogs + Cats,13.5 Hours,13.5
Animal Crossing: Wild World,68.5 Hours,68.5
Animal Crossing: New Leaf,80.5 Hours,80.5
The Sims 3,15.5 Hours,15.5
The Sims 3: Pets,8 Hours,8.0
The Sims 3: Late Night,--,
The Sims 3: University Life,--,
The Sims 3: Supernatural,--,
The Sims 3: Katy Perry - Sweet Treats,--,
The Sims 3: World Adventures,--,
The Sims 3: Ambitions,--,
The Sims 3: Showtime,--,
The Sims 3: Into the Future,--,
The Sims 3: Island Paradise,--,
The Sims 3: Seasons,--,
The Sims 3: Generations,--,
The Sims 3: Town Life Stuff,--,
Tomodachi Life,20 Hours,20.0
Cooking Mama,7 Hours,7.0
Cooking Mama 3: Shop & Chop,13 Hours,13.0
Cooking Mama 2: Dinner with Friends,5.5 Hours,5.5
Cooking Mama: Sweet Shop,9 Hours,9.0
Cooking Mama: Cookstar,9.5 Hours,9.5
Cooking Mama: Cook Off,3.5 Hours,3.5
Cooking Mama 4,7.5 Hours,7.5
Cooking Mama 5: Bon Appétit!,13.5 Hours,13.5
Crafting Mama,2.5 Hours,2.5
Cooking Mama: World Kitchen,4.5 Hours,4.5
Cooking Mama: Mama Kills Animals,6 Mins,0.1
Microsoft Flight Simulator,21.5 Hours,21.5
Microsoft Flight Simulator 98,20 Hours,20.0
Microsoft Flight Simulator 5.0,15 Mins,0.25
Microsoft Flight Simulator 2002,--,
Combat Flight Simulator: WWII Europe Series,--,
Microsoft Flight Simulator 2.0,--,
Animal Crossing: City Folk,66 Hours,66.0
The Sims: Unleashed,--,
MySims,10 Hours,10.0
MySims Party,--,
MySims Kingdom,8.5 Hours,8.5
New Pokémon Snap,11 Hours,11.0
Pokemon Snap,4 Hours,4.0
Animal Crossing: Happy Home Designer,11.5 Hours,11.5
Animal Crossing,68 Hours,68.0
Animal Crossing: Pocket Camp,28 Hours,28.0
Animal Crossing Plaza,--,
Photos With Animal Crossing,--,
The Sims: Vacation,2 Hours,2.0
Imagine: Babyz,--,
Imagine: Fashion Designer,--,
Imagine: Fashion Designer New York,--,
The Sims,29 Hours,29.0
The Sims Bustin' Out,12.5 Hours,12.5
The Sims 2: Castaway,6.5 Hours,6.5
The Sims 2: Pets,12.5 Hours,12.5
The Sims Medieval,34 Hours,34.0
The Sims 2 (Handheld),7.5 Hours,7.5
The Urbz: Sims in the City,15 Hours,15.0
The Sims Mobile,--,
The Sims Life Stories,6 Hours,6.0
The Sims: Superstar,--,
Style Savvy,15.5 Hours,15.5
Style Savvy: Trendsetters,17.5 Hours,17.5
New Style Boutique 2: Fashion Forward,21 Hours,21.0
Style Savvy: Styling Star,34.5 Hours,34.5
Star Wars: Rogue Squadron,8.5 Hours,8.5
The Sims: House Party,1 Hours,1.0
SimCity 2000,23 Hours,23.0
SimCity 2000 - Special Edition,--,
SimCity,15 Hours,15.0
SimCity 3000,9 Hours,9.0
SimCity 4,10.5 Hours,10.5
SimCity DS,3.5 Hours,3.5
SimCity Societies,30 Hours,30.0
SimCity 3000 Unlimited,--,
SimCity BuildIt,71.5 Hours,71.5
SimCity Creator,--,
Streets of Simcity,--,
The Sims: Makin' Magic,--,
"Hey You, Pikachu!",8.5 Hours,8.5
The Sims: Hot Date,--,
Dance Dance Revolution X,6.5 Hours,6.5
Dance Dance Revolution 2ndMix Club Version Vol. 1,4 Hours,4.0
DDRMAX Dance Dance Revolution,9 Hours,9.0
Dance Dance Revolution 2ndMix Club Version Vol. 2,4 Hours,4.0
Imagine: Teacher,--,
Kinectimals,5.5 Hours,5.5
Viva Pinata,19 Hours,19.0
Viva Piñata: Party Animals,1.5 Hours,1.5
Viva Piñata: Pocket Paradise,18.5 Hours,18.5
Tamagotchi,--,
Tamagotchi Connection: Corner Shop 3,--,
Tamagotchi Connection: Corner Shop 2,--,
Tamagotchi Connection: Corner Shop,4 Hours,4.0
