Name,Platform,Genre,Global_Sales,game_key,Name_meta,Genre_meta,Score_pro,Score_user,Publisher,Developer,N_pro,N_user,year,Franchise_wikipedia,compound,multiplayer,singleplayer,oem,Global_Sales.log,N_pro.log,N_user.log,PC,nintendo,playstation,xbox,Publisher_top,pub_activision,pub_amc games,pub_capcom,pub_ea games,pub_ea sports,pub_electronic arts,pub_konami,pub_nintendo,pub_scea,pub_sega,pub_thq,pub_ubisoft,Franchise_top,lic_Final Fantasy,lic_Harry Potter,lic_Marvel,lic_NBA,lic_Others,lic_PGA Tour,lic_Prince of Persia,lic_Sonic The Hedgehog,lic_Star Wars,lic_The Sims,lic_Tom Clancy’s,lic_WWE,year.release_2001,year.release_2002,year.release_2003,year.release_2004,year.release_2005,year.release_2006,year.release_2007,year.release_2008,year.release_2009,year.release_2010,year.release_2011,year.release_2012,year.release_2013,year.release_2014,year.release_2015,year.release_2016,year.release_2017,year.release_2018,genre_Action,genre_Action-Adventure,genre_Adventure,genre_Fighting,genre_MMO,genre_Misc,genre_Music,genre_Party,genre_Platform,genre_Puzzle,genre_Racing,genre_Role-Playing,genre_Shooter,genre_Simulation,genre_Sports,genre_Strategy,genre_Visual+Novel,labels,labels_0,labels_1,labels_2,labels_3,labels_4,labels_5,labels_6,labels_7
WipEout Omega Collection,PS4,Racing,0.72,wipeout-omega-collection,Wipeout: Omega Collection,"Racing, Arcade, Futuristic",8.5,8.0,sony interactive entertainment,Sony Interactive Entertainment,55,48,2017,WipEout,0.5475216981132074,0.0,1.0,playstation,13.487007879880162,4.02535169073515,3.8918202981106265,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0
Blur,PS3,Racing,0.72,blur,Blur,"Driving, Racing, Arcade, Arcade, Automobile",8.1,8.1,activision,Bizarre Creations,58,112,2010,Blur,0.5192310344827585,0.0,1.0,playstation,13.487007879880162,4.07753744390572,4.727387818712341,0,0,1,0,activision,1,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0
Blur,X360,Racing,0.59,blur,Blur,"Driving, Racing, Arcade, Arcade, Automobile",8.2,8.2,activision,Bizarre Creations,78,196,2010,Blur,0.4938500000000002,0.0,1.0,xbox,13.28787951079572,4.3694478524670215,5.2832037287379885,0,0,0,1,activision,1,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Blur,PC,Racing,0.06,blur,Blur,"Driving, Racing, Arcade, Arcade, Automobile",8.1,7.4,activision,Bizarre Creations,24,248,2010,Blur,0.551425,0.0,1.0,PC,11.002116507732017,3.2188758248682006,5.517452896464707,1,0,0,0,activision,1,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
Super Trucks Racing,PS2,Racing,0.71,super-trucks-racing,Super Trucks Racing,"Driving, Racing, Arcade",6.6,6.6,xs games,Jester Interactive,8,0,2003,Super Trucks Racing,0.4684625,1.0,1.0,playstation,13.47302165746721,2.1972245773362196,0.0,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SplashDown,PS2,Racing,0.7,splashdown,Splashdown,"Driving, Racing, Snow / Water",8.4,8.3,atari,Rainbow Studios,22,14,2001,Splashdown,0.5034727272727273,0.0,1.0,playstation,13.45883704259595,3.1354942159291497,2.70805020110221,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SplashDown,XB,Racing,0.11,splashdown,Splashdown,"Driving, Racing, Snow / Water",7.8,7.8,atari,Rainbow Studios,15,0,2002,Splashdown,0.2715466666666667,0.0,1.0,xbox,11.608244735642321,2.772588722239781,0.0,0,0,0,1,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
F1 2015,PS4,Racing,0.68,f1-2015,F1 2015,"Racing, Simulation, Automobile",6.5,6.4,codemasters,Codemasters,46,57,2015,F1 2015,0.2078217391304347,0.0,1.0,playstation,13.429849547739444,3.8501476017100584,4.060443010546419,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0
F1 2015,XOne,Racing,0.25,f1-2015,F1 2015,"Racing, Simulation, Automobile",6.4,6.2,codemasters,Codemasters,13,26,2015,F1 2015,0.4908461538461539,0.0,1.0,xbox,12.429220196836383,2.6390573296152584,3.295836866004329,0,0,0,1,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
F1 2015,PC,Racing,0.06,f1-2015,F1 2015,"Racing, Simulation, Automobile",6.1,3.9,codemasters,Codemasters,13,89,2015,F1 2015,0.1906923076923077,0.0,1.0,PC,11.002116507732017,2.6390573296152584,4.499809670330265,1,0,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
MX vs. ATV Untamed,X360,Racing,0.68,mx-vs-atv-untamed,MX vs. ATV Untamed,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile",7.0,6.9,thq,Rainbow Studios,43,19,2007,MX vs. ATV,0.388353488372093,1.0,1.0,xbox,13.429849547739444,3.784189633918261,2.995732273553991,0,0,0,1,thq,0,0,0,0,0,0,0,0,0,0,1,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
MX vs. ATV Untamed,PSP,Racing,0.65,mx-vs-atv-untamed,MX vs. ATV Untamed,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile",5.9,7.5,thq,Rainbow Studios,12,4,2007,MX vs. ATV,0.0426333333333333,1.0,1.0,playstation,13.384729180332174,2.5649493574615367,1.6094379124341003,0,0,1,0,thq,0,0,0,0,0,0,0,0,0,0,1,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
MX vs. ATV Untamed,PS3,Racing,0.46,mx-vs-atv-untamed,MX vs. ATV Untamed,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile",6.7,6.6,thq,Rainbow Studios,33,9,2007,MX vs. ATV,0.1347666666666666,1.0,1.0,playstation,13.038983942375959,3.5263605246161616,2.302585092994046,0,0,1,0,thq,0,0,0,0,0,0,0,0,0,0,1,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MX vs. ATV Untamed,PS2,Racing,0.38,mx-vs-atv-untamed,MX vs. ATV Untamed,"Driving, Racing, Rally / Offroad",5.3,7.7,thq,Rainbow Studios,13,10,2007,MX vs. ATV,0.1465692307692307,1.0,1.0,playstation,12.847929163278053,2.6390573296152584,2.3978952727983707,0,0,1,0,thq,0,0,0,0,0,0,0,0,0,0,1,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MX vs. ATV Untamed,Wii,Racing,0.33,mx-vs-atv-untamed,MX vs. ATV Untamed,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile",7.0,8.3,thq,Rainbow Studios,7,1,2008,MX vs. ATV,0.4270619047619048,1.0,1.0,nintendo,12.706850963741102,2.0794415416798357,0.6931471805599453,0,1,0,0,thq,0,0,0,0,0,0,0,0,0,0,1,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
MX vs. ATV Untamed,DS,Racing,0.12,mx-vs-atv-untamed,MX vs. ATV Untamed,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile",6.1,6.1,thq,Rainbow Studios,14,0,2007,MX vs. ATV,0.1342928571428571,1.0,1.0,nintendo,11.695255355062795,2.70805020110221,0.0,0,1,0,0,thq,0,0,0,0,0,0,0,0,0,0,1,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
Test Drive Unlimited 2,X360,Racing,0.68,test-drive-unlimited-2,Test Drive Unlimited 2,"Driving, Racing, Simulation, General, General, Automobile",6.8,6.5,atari,Eden Studios,61,92,2011,Test Drive,0.3587065573770491,1.0,1.0,xbox,13.429849547739444,4.127134385045092,4.532599493153256,0,0,0,1,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Test Drive Unlimited 2,PS3,Racing,0.63,test-drive-unlimited-2,Test Drive Unlimited 2,"Driving, Racing, Simulation, General, General, Automobile",7.0,6.6,atari,Eden Studios,43,51,2011,Test Drive,0.3202302325581395,1.0,1.0,playstation,13.353476685668044,3.784189633918261,3.9512437185814275,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0
Test Drive Unlimited 2,PC,Racing,0.19,test-drive-unlimited-2,Test Drive Unlimited 2,"Driving, Racing, Simulation, General, General, Automobile",7.2,5.9,atari,Eden Studios,19,282,2011,Test Drive,0.4856473684210526,1.0,1.0,PC,12.154784614286667,2.995732273553991,5.645446897643238,1,0,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
F-Zero GX,GC,Racing,0.65,f-zero-gx,F-Zero GX,"Driving, Racing, Futuristic",8.9,8.6,nintendo,Amusement Vision,50,241,2003,F-Zero,0.341888,1.0,1.0,nintendo,13.384729180332174,3.9318256327243257,5.488937726156687,0,1,0,0,nintendo,0,0,0,0,0,0,0,1,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Monster Jam: Maximum Destruction,PS2,Racing,0.65,monster-jam-maximum-destruction,Monster Jam: Maximum Destruction,"Driving, Racing, Truck",4.7,6.2,ubisoft,Ubisoft,11,5,2002,Monster Jam,-0.0974181818181817,1.0,1.0,playstation,13.384729180332174,2.4849066497880004,1.791759469228055,0,0,1,0,ubisoft,0,0,0,0,0,0,0,0,0,0,0,1,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
Monster Jam: Maximum Destruction,GBA,Racing,0.1,monster-jam-maximum-destruction,Monster Jam Maximum Destruction,"Driving, Racing, Truck",5.8,5.8,ubisoft,UDS,8,0,2002,Monster Jam,0.0359375,1.0,1.0,Others,11.51293546492023,2.1972245773362196,0.0,0,0,0,0,ubisoft,0,0,0,0,0,0,0,0,0,0,0,1,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
Stuntman: Ignition,X360,Racing,0.64,stuntman-ignition,Stuntman: Ignition,"Driving, Racing, Mission-based, Arcade, Mission-based, Automobile",7.5,7.2,thq,Paradigm Entertainment,38,35,2007,Stuntman,0.1645631578947368,0.0,1.0,xbox,13.369225017834633,3.6635616461296463,3.58351893845611,0,0,0,1,thq,0,0,0,0,0,0,0,0,0,0,1,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
Stuntman: Ignition,PS3,Racing,0.52,stuntman-ignition,Stuntman: Ignition,"Driving, Racing, Mission-based, Arcade, Mission-based, Automobile",7.6,6.1,thq,Paradigm Entertainment,18,13,2007,Stuntman,0.468561111111111,0.0,1.0,playstation,13.161586013632684,2.9444389791664403,2.6390573296152584,0,0,1,0,thq,0,0,0,0,0,0,0,0,0,0,1,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stuntman: Ignition,PS2,Racing,0.27,stuntman-ignition,Stuntman Ignition,"Driving, Mission-based",7.1,6.4,thq,Paradigm Entertainment,8,10,2007,Stuntman,0.31115,0.0,1.0,playstation,12.506180941677357,2.1972245773362196,2.3978952727983707,0,0,1,0,thq,0,0,0,0,0,0,0,0,0,0,1,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NASCAR 06: Total Team Control,PS2,Racing,0.63,nascar-06-total-team-control,NASCAR 06: Total Team Control,"Driving, Racing, Stock Car",7.8,7.6,ea sports,EA Sports,18,20,2005,NASCAR,0.5872722222222221,1.0,1.0,playstation,13.353476685668044,2.9444389791664403,3.044522437723423,0,0,1,0,ea sports,0,0,0,0,1,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NASCAR 06: Total Team Control,XB,Racing,0.27,nascar-06-total-team-control,NASCAR 06: Total Team Control,"Driving, Racing, Stock Car",7.9,5.1,ea sports,EA Sports,25,8,2005,NASCAR,0.266668,1.0,1.0,xbox,12.506180941677357,3.258096538021482,2.1972245773362196,0,0,0,1,ea sports,0,0,0,0,1,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
Juiced 2: Hot Import Nights,X360,Racing,0.63,juiced-2-hot-import-nights,Juiced 2: Hot Import Nights,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",6.8,7.5,thq,Juice Games,24,28,2007,Juiced,0.3247125000000001,1.0,1.0,xbox,13.353476685668044,3.2188758248682006,3.367295829986474,0,0,0,1,thq,0,0,0,0,0,0,0,0,0,0,1,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
Juiced 2: Hot Import Nights,PS3,Racing,0.25,juiced-2-hot-import-nights,Juiced 2: Hot Import Nights,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",7.1,7.1,thq,Juice Games,10,9,2007,Juiced,0.20568,1.0,1.0,playstation,12.429220196836383,2.3978952727983707,2.302585092994046,0,0,1,0,thq,0,0,0,0,0,0,0,0,0,0,1,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Juiced 2: Hot Import Nights,DS,Racing,0.24,juiced-2-hot-import-nights,Juiced 2: Hot Import Nights,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",7.2,8.0,thq,Juice Games,7,4,2007,Juiced,0.5221,1.0,1.0,nintendo,12.388398368982115,2.0794415416798357,1.6094379124341003,0,1,0,0,thq,0,0,0,0,0,0,0,0,0,0,1,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Sega Rally Revo,PS3,Racing,0.63,sega-rally-revo,Sega Rally Revo,"Driving, Racing, Arcade, Rally / Offroad, Rally / Offroad, Automobile",7.5,7.1,sega,SEGA Racing Studio,40,21,2007,Sega Rally,0.5499175000000001,1.0,1.0,playstation,13.353476685668044,3.713572066704308,3.091042453358316,0,0,1,0,sega,0,0,0,0,0,0,0,0,0,1,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0
Sega Rally Revo,X360,Racing,0.45,sega-rally-revo,Sega Rally Revo,"Driving, Racing, Arcade, Rally / Offroad, Rally / Offroad, Automobile",7.7,7.3,sega,SEGA Racing Studio,42,34,2007,Sega Rally,0.5019190476190476,1.0,1.0,xbox,13.017005083966255,3.7612001156935624,3.5553480614894135,0,0,0,1,sega,0,0,0,0,0,0,0,0,0,1,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Sega Rally Revo,PSP,Racing,0.26,sega-rally-revo,Sega Rally Revo,"Driving, Racing, Arcade, Rally / Offroad, Rally / Offroad, Automobile",7.4,7.4,sega,Bugbear,14,12,2007,Sega Rally,0.2351642857142857,1.0,1.0,playstation,12.468440756144114,2.70805020110221,2.5649493574615367,0,0,1,0,sega,0,0,0,0,0,0,0,0,0,1,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sega Rally Revo,PC,Racing,0.01,sega-rally-revo,Sega Rally Revo,"Driving, Racing, Arcade, Rally / Offroad, Rally / Offroad, Automobile",7.4,7.2,sega,SEGA Racing Studio,9,23,2007,Sega Rally,0.2979555555555555,1.0,1.0,PC,9.210440366976517,2.302585092994046,3.1780538303479458,1,0,0,0,sega,0,0,0,0,0,0,0,0,0,1,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
Donkey Kong Barrel Blast,Wii,Racing,0.62,donkey-kong-barrel-blast,Donkey Kong: Barrel Blast,"Driving, Racing, Arcade, Kart, Other, Kart",4.6,7.0,nintendo,Paon Corporation,34,41,2007,Donkey Kong,-0.02725,1.0,1.0,nintendo,13.3374763699232,3.5553480614894135,3.7376696182833684,0,1,0,0,nintendo,0,0,0,0,0,0,0,1,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
F1 2017,PS4,Racing,0.62,f1-2017,F1 2017,"Racing, Simulation, Automobile",8.6,7.5,codemasters,Codemasters,42,11,2017,Formula One,0.683209756097561,0.0,1.0,playstation,13.3374763699232,3.7612001156935624,2.4849066497880004,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0
F1 2017,XOne,Racing,0.19,f1-2017,F1 2017,"Racing, Simulation, Automobile",8.4,7.3,codemasters,Codemasters,18,7,2017,Formula One,0.4876588235294117,0.0,1.0,xbox,12.154784614286667,2.9444389791664403,2.0794415416798357,0,0,0,1,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
F1 2017,PC,Racing,0.02,f1-2017,F1 2017,"Racing, Simulation, Automobile",8.9,7.3,codemasters,Codemasters,14,12,2017,Formula One,0.7515076923076923,0.0,1.0,PC,9.90353755128617,2.70805020110221,2.5649493574615367,1,0,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
MySims Racing,DS,Racing,0.61,mysims-racing,MySims Racing,"Driving, Racing, Arcade, Kart, Other, Kart, Automobile",6.7,7.5,ea games,EA Games,11,6,2009,MySims Racing,0.1425545454545454,1.0,1.0,nintendo,13.321215875492413,2.4849066497880004,1.9459101490553132,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
MySims Racing,Wii,Racing,0.47,mysims-racing,MySims Racing,"Driving, Racing, Arcade, Kart, Other, Kart, Automobile",6.8,6.1,ea games,EA Games,22,7,2009,MySims Racing,0.5864999999999999,1.0,1.0,nintendo,13.060490101343552,3.1354942159291497,2.0794415416798357,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Wave Race: Blue Storm,GC,Racing,0.6,wave-race-blue-storm,Wave Race: Blue Storm,"Driving, Racing, Snow / Water",8.0,8.0,nintendo,Nintendo,21,36,2001,Wave Race,0.2669571428571428,1.0,1.0,nintendo,13.304686600863562,3.091042453358316,3.6109179126442243,0,1,0,0,nintendo,0,0,0,0,0,0,0,1,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Rayman Arena,PS2,Racing,0.6,rayman-arena,Rayman Arena,"Driving, Racing, On-foot",6.3,7.9,ubisoft,Ubisoft,10,20,2002,Rayman,0.31154,1.0,1.0,playstation,13.304686600863562,2.3978952727983707,3.044522437723423,0,0,1,0,ubisoft,0,0,0,0,0,0,0,0,0,0,0,1,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rayman Arena,PS2,Racing,0.6,rayman-arena,Rayman Arena,"Driving, Racing, On-foot",6.3,7.9,ubisoft,Ubisoft,10,20,2002,Rayman,0.31154,1.0,1.0,playstation,13.304686600863562,2.3978952727983707,3.044522437723423,0,0,1,0,ubisoft,0,0,0,0,0,0,0,0,0,0,0,1,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rayman Arena,GC,Racing,0.14,rayman-arena,Rayman Arena,"Miscellaneous, Party",6.0,7.7,ubisoft,Ubisoft,10,9,2002,Rayman,0.32234,1.0,1.0,nintendo,11.849404844423074,2.3978952727983707,2.302585092994046,0,1,0,0,ubisoft,0,0,0,0,0,0,0,0,0,0,0,1,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Rayman Arena,GC,Racing,0.14,rayman-arena,Rayman Arena,"Miscellaneous, Party",6.0,7.7,ubisoft,Ubisoft,10,9,2002,Rayman,0.32234,1.0,1.0,nintendo,11.849404844423074,2.3978952727983707,2.302585092994046,0,1,0,0,ubisoft,0,0,0,0,0,0,0,0,0,0,0,1,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
