Name,Platform,Genre,Global_Sales,game_key,Name_meta,Genre_meta,Score_pro,Score_user,Publisher,Developer,N_pro,N_user,year,Franchise_wikipedia,compound,multiplayer,singleplayer,oem,Global_Sales.log,N_pro.log,N_user.log,PC,nintendo,playstation,xbox,Publisher_top,pub_activision,pub_amc games,pub_capcom,pub_ea games,pub_ea sports,pub_electronic arts,pub_konami,pub_nintendo,pub_scea,pub_sega,pub_thq,pub_ubisoft,Franchise_top,lic_Final Fantasy,lic_Harry Potter,lic_Marvel,lic_NBA,lic_Others,lic_PGA Tour,lic_Prince of Persia,lic_Sonic The Hedgehog,lic_Star Wars,lic_The Sims,lic_Tom Clancy’s,lic_WWE,year.release_2001,year.release_2002,year.release_2003,year.release_2004,year.release_2005,year.release_2006,year.release_2007,year.release_2008,year.release_2009,year.release_2010,year.release_2011,year.release_2012,year.release_2013,year.release_2014,year.release_2015,year.release_2016,year.release_2017,year.release_2018,genre_Action,genre_Action-Adventure,genre_Adventure,genre_Fighting,genre_MMO,genre_Misc,genre_Music,genre_Party,genre_Platform,genre_Puzzle,genre_Racing,genre_Role-Playing,genre_Shooter,genre_Simulation,genre_Sports,genre_Strategy,genre_Visual+Novel,labels,labels_0,labels_1,labels_2,labels_3,labels_4,labels_5,labels_6,labels_7
LEGO Indiana Jones: The Original Adventures,PSP,Adventure,1.18,lego-indiana-jones-the-original-adventures,LEGO Indiana Jones: The Original Adventures,"Action Adventure, Adventure, General, General",7.6,8.3,lucasarts,Traveller's Tales,8,3,2008,Indiana Jones,0.485025,1.0,1.0,playstation,13.981025843899115,2.1972245773362196,1.3862943611198906,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LEGO Indiana Jones: The Original Adventures,PS3,Adventure,1.03,lego-indiana-jones-the-original-adventures,LEGO Indiana Jones: The Original Adventures,"Action Adventure, Adventure, General, General",7.7,7.7,lucasarts,Traveller's Tales,36,8,2008,Indiana Jones,0.4474425925925925,1.0,1.0,playstation,13.845070331079134,3.6109179126442243,2.1972245773362196,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0
LEGO Indiana Jones: The Original Adventures,PC,Adventure,0.04,lego-indiana-jones-the-original-adventures,LEGO Indiana Jones: The Original Adventures,"Action Adventure, Adventure, General, General",7.8,7.9,lucasarts,Traveller's Tales,14,12,2008,Indiana Jones,0.4176690476190477,1.0,1.0,PC,10.596659732783579,2.70805020110221,2.5649493574615367,1,0,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
The Legend of Zelda: Spirit Tracks,DS,Adventure,3.32,the-legend-of-zelda-spirit-tracks,The Legend of Zelda: Spirit Tracks,"Action Adventure, Fantasy, Fantasy, Open-World",8.7,7.9,nintendo,Nintendo,75,354,2009,The Legend of Zelda,0.6106960000000001,1.0,1.0,nintendo,15.015475642097446,4.330733340286331,5.872117789475416,0,1,0,0,nintendo,0,0,0,0,0,0,0,1,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Professor Layton and the Unwound Future,DS,Adventure,3.28,professor-layton-and-the-unwound-future,Professor Layton and the Unwound Future,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",8.6,8.7,nintendo,Level 5,62,175,2010,Professor Layton,0.5217193548387098,0.0,1.0,nintendo,15.003354285238329,4.143134726391533,5.170483995038151,0,1,0,0,nintendo,0,0,0,0,0,0,0,1,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
L.A. Noire,PS3,Adventure,3.21,l-a-noire,L.A. Noire,"Action Adventure, Adventure, First-Person, 3D, Open-World, Modern, Third-Person, Modern",8.9,7.8,rockstar games,Team Bondi,78,1183,2011,L.A. Noire,0.5194756410256411,0.0,1.0,playstation,14.98178180663263,4.3694478524670215,7.076653815443951,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0
L.A. Noire,PS3,Adventure,3.21,l-a-noire,L.A. Noire,"Action Adventure, Adventure, First-Person, 3D, Open-World, Modern, Third-Person, Modern",8.9,7.8,rockstar games,Team Bondi,78,1183,2011,L.A. Noire,0.5194756410256411,0.0,1.0,playstation,14.98178180663263,4.3694478524670215,7.076653815443951,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0
L.A. Noire,X360,Adventure,2.73,l-a-noire,L.A. Noire,"First-Person, Action Adventure, Adventure, 3D, Open-World, Modern, Third-Person, Modern",8.9,7.9,rockstar games,Team Bondi,83,973,2011,L.A. Noire,0.4681180722891565,0.0,1.0,xbox,14.819812533461441,4.430816798843313,6.881411303642535,0,0,0,1,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0
L.A. Noire,X360,Adventure,2.73,l-a-noire,L.A. Noire,"First-Person, Action Adventure, Adventure, 3D, Open-World, Modern, Third-Person, Modern",8.9,7.9,rockstar games,Team Bondi,83,973,2011,L.A. Noire,0.4681180722891565,0.0,1.0,xbox,14.819812533461441,4.430816798843313,6.881411303642535,0,0,0,1,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0
L.A. Noire,PS4,Adventure,0.6,l-a-noire,L.A. Noire,"Action Adventure, Adventure, 3D, Open-World, Third-Person",7.6,7.9,rockstar games,Team Bondi,17,39,2017,L.A. Noire,0.6250735294117648,0.0,1.0,playstation,13.304686600863562,2.8903717578961645,3.6888794541139363,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L.A. Noire,PS4,Adventure,0.6,l-a-noire,L.A. Noire,"Action Adventure, Adventure, 3D, Open-World, Third-Person",7.6,7.9,rockstar games,Team Bondi,17,39,2017,L.A. Noire,0.6250735294117648,0.0,1.0,playstation,13.304686600863562,2.8903717578961645,3.6888794541139363,0,0,1,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L.A. Noire,NS,Adventure,0.45,l-a-noire,L.A. Noire,"Action Adventure, Adventure, 3D, Open-World, Third-Person",7.9,8.1,rockstar games,Team Bondi,48,40,2017,L.A. Noire,0.5333627659574469,0.0,1.0,nintendo,13.017005083966255,3.8918202981106265,3.713572066704308,0,1,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
L.A. Noire,NS,Adventure,0.45,l-a-noire,L.A. Noire,"Action Adventure, Adventure, 3D, Open-World, Third-Person",7.9,8.1,rockstar games,Team Bondi,48,40,2017,L.A. Noire,0.5333627659574469,0.0,1.0,nintendo,13.017005083966255,3.8918202981106265,3.713572066704308,0,1,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
L.A. Noire,XOne,Adventure,0.25,l-a-noire,L.A. Noire,"Action Adventure, Adventure, 3D, Open-World, Third-Person",7.7,7.8,rockstar games,Team Bondi,12,12,2017,L.A. Noire,0.7132166666666668,0.0,1.0,xbox,12.429220196836383,2.5649493574615367,2.5649493574615367,0,0,0,1,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
L.A. Noire,XOne,Adventure,0.25,l-a-noire,L.A. Noire,"Action Adventure, Adventure, 3D, Open-World, Third-Person",7.7,7.8,rockstar games,Team Bondi,12,12,2017,L.A. Noire,0.7132166666666668,0.0,1.0,xbox,12.429220196836383,2.5649493574615367,2.5649493574615367,0,0,0,1,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
Professor Layton and the Last Specter,DS,Adventure,2.68,professor-layton-and-the-last-specter,Professor Layton and the Last Specter,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",8.3,8.2,nintendo,Level 5,58,83,2011,Professor Layton,0.5368948275862069,0.0,1.0,nintendo,14.801327725621299,4.07753744390572,4.430816798843313,0,1,0,0,nintendo,0,0,0,0,0,0,0,1,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Harry Potter and the Chamber of Secrets,PS2,Adventure,2.61,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.1,7.5,ea games,Electronic Arts,16,86,2002,Harry Potter,0.26858125,0.0,1.0,playstation,14.774861162440565,2.833213344056216,4.465908118654584,0,0,1,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,PS2,Adventure,2.61,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.1,7.5,ea games,Electronic Arts,16,86,2002,Harry Potter,0.26858125,0.0,1.0,playstation,14.774861162440565,2.833213344056216,4.465908118654584,0,0,1,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,PS2,Adventure,2.61,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.1,7.5,ea games,Electronic Arts,16,86,2002,Harry Potter,0.26858125,0.0,1.0,playstation,14.774861162440565,2.833213344056216,4.465908118654584,0,0,1,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,PS2,Adventure,2.61,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.1,7.5,ea games,Electronic Arts,16,86,2002,Harry Potter,0.26858125,0.0,1.0,playstation,14.774861162440565,2.833213344056216,4.465908118654584,0,0,1,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,PS2,Adventure,2.61,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.1,7.5,ea games,Electronic Arts,16,86,2002,Harry Potter,0.26858125,0.0,1.0,playstation,14.774861162440565,2.833213344056216,4.465908118654584,0,0,1,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,GBA,Adventure,1.99,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.6,7.6,ea games,Eurocom Entertainment Software,11,19,2002,Harry Potter,0.5648363636363636,0.0,1.0,Others,14.503645699213111,2.4849066497880004,2.995732273553991,0,0,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,GBA,Adventure,1.99,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.6,7.6,ea games,Eurocom Entertainment Software,11,19,2002,Harry Potter,0.5648363636363636,0.0,1.0,Others,14.503645699213111,2.4849066497880004,2.995732273553991,0,0,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,GBA,Adventure,1.99,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.6,7.6,ea games,Eurocom Entertainment Software,11,19,2002,Harry Potter,0.5648363636363636,0.0,1.0,Others,14.503645699213111,2.4849066497880004,2.995732273553991,0,0,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,GBA,Adventure,1.99,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.6,7.6,ea games,Eurocom Entertainment Software,11,19,2002,Harry Potter,0.5648363636363636,0.0,1.0,Others,14.503645699213111,2.4849066497880004,2.995732273553991,0,0,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,GBA,Adventure,1.99,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.6,7.6,ea games,Eurocom Entertainment Software,11,19,2002,Harry Potter,0.5648363636363636,0.0,1.0,Others,14.503645699213111,2.4849066497880004,2.995732273553991,0,0,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,GC,Adventure,0.69,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.7,8.1,ea games,Eurocom Entertainment Software,14,37,2002,Harry Potter,0.4929357142857142,0.0,1.0,nintendo,13.444448325847754,2.70805020110221,3.6375861597263857,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,GC,Adventure,0.69,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.7,8.1,ea games,Eurocom Entertainment Software,14,37,2002,Harry Potter,0.4929357142857142,0.0,1.0,nintendo,13.444448325847754,2.70805020110221,3.6375861597263857,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,GC,Adventure,0.69,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.7,8.1,ea games,Eurocom Entertainment Software,14,37,2002,Harry Potter,0.4929357142857142,0.0,1.0,nintendo,13.444448325847754,2.70805020110221,3.6375861597263857,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,GC,Adventure,0.69,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.7,8.1,ea games,Eurocom Entertainment Software,14,37,2002,Harry Potter,0.4929357142857142,0.0,1.0,nintendo,13.444448325847754,2.70805020110221,3.6375861597263857,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,GC,Adventure,0.69,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.7,8.1,ea games,Eurocom Entertainment Software,14,37,2002,Harry Potter,0.4929357142857142,0.0,1.0,nintendo,13.444448325847754,2.70805020110221,3.6375861597263857,0,1,0,0,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,XB,Adventure,0.36,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.7,7.7,ea games,Eurocom Entertainment Software,13,18,2002,Harry Potter,0.3406923076923077,0.0,1.0,xbox,12.793862088206213,2.6390573296152584,2.9444389791664403,0,0,0,1,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
Harry Potter and the Chamber of Secrets,XB,Adventure,0.36,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.7,7.7,ea games,Eurocom Entertainment Software,13,18,2002,Harry Potter,0.3406923076923077,0.0,1.0,xbox,12.793862088206213,2.6390573296152584,2.9444389791664403,0,0,0,1,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
Harry Potter and the Chamber of Secrets,XB,Adventure,0.36,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.7,7.7,ea games,Eurocom Entertainment Software,13,18,2002,Harry Potter,0.3406923076923077,0.0,1.0,xbox,12.793862088206213,2.6390573296152584,2.9444389791664403,0,0,0,1,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
Harry Potter and the Chamber of Secrets,XB,Adventure,0.36,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.7,7.7,ea games,Eurocom Entertainment Software,13,18,2002,Harry Potter,0.3406923076923077,0.0,1.0,xbox,12.793862088206213,2.6390573296152584,2.9444389791664403,0,0,0,1,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
Harry Potter and the Chamber of Secrets,XB,Adventure,0.36,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy",7.7,7.7,ea games,Eurocom Entertainment Software,13,18,2002,Harry Potter,0.3406923076923077,0.0,1.0,xbox,12.793862088206213,2.6390573296152584,2.9444389791664403,0,0,0,1,ea games,0,0,0,1,0,0,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
Harry Potter and the Chamber of Secrets,PC,Adventure,0.01,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy, General, Fantasy, Open-World",7.7,8.5,electronic arts,KnowWonder,8,208,2002,Harry Potter,0.4793125,0.0,1.0,PC,9.210440366976517,2.1972245773362196,5.342334251964811,1,0,0,0,electronic arts,0,0,0,0,0,1,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
Harry Potter and the Chamber of Secrets,PC,Adventure,0.01,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy, General, Fantasy, Open-World",7.7,8.5,electronic arts,KnowWonder,8,208,2002,Harry Potter,0.4793125,0.0,1.0,PC,9.210440366976517,2.1972245773362196,5.342334251964811,1,0,0,0,electronic arts,0,0,0,0,0,1,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
Harry Potter and the Chamber of Secrets,PC,Adventure,0.01,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy, General, Fantasy, Open-World",7.7,8.5,electronic arts,KnowWonder,8,208,2002,Harry Potter,0.4793125,0.0,1.0,PC,9.210440366976517,2.1972245773362196,5.342334251964811,1,0,0,0,electronic arts,0,0,0,0,0,1,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
Harry Potter and the Chamber of Secrets,PC,Adventure,0.01,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy, General, Fantasy, Open-World",7.7,8.5,electronic arts,KnowWonder,8,208,2002,Harry Potter,0.4793125,0.0,1.0,PC,9.210440366976517,2.1972245773362196,5.342334251964811,1,0,0,0,electronic arts,0,0,0,0,0,1,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
Harry Potter and the Chamber of Secrets,PC,Adventure,0.01,harry-potter-and-the-chamber-of-secrets,Harry Potter and the Chamber of Secrets,"Action Adventure, Fantasy, General, Fantasy, Open-World",7.7,8.5,electronic arts,KnowWonder,8,208,2002,Harry Potter,0.4793125,0.0,1.0,PC,9.210440366976517,2.1972245773362196,5.342334251964811,1,0,0,0,electronic arts,0,0,0,0,0,1,0,0,0,0,0,0,Harry Potter,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
LEGO Harry Potter: Years 1-4,Wii,Adventure,2.45,lego-harry-potter-years-1-4,LEGO Harry Potter: Years 1-4,"Action Adventure, Adventure, General, Fantasy, General, Fantasy, Linear",7.9,7.9,warner bros interactive entertainment,Traveller's Tales,13,42,2010,LEGO,0.6210923076923078,1.0,1.0,nintendo,14.711598990684092,2.6390573296152584,3.7612001156935624,0,1,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,0,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
