Name,Platform,Genre,Global_Sales
Grand Theft Auto: San Andreas,PS2,Action,20.81
Grand Theft Auto V,PS3,Action,20.32
Grand Theft Auto V,PS4,Action,19.39
Grand Theft Auto: Vice City,PS2,Action,16.15
Grand Theft Auto V,X360,Action,15.86
Grand Theft Auto III,PS2,Action,13.1
Grand Theft Auto IV,X360,Action,11.09
Grand Theft Auto IV,PS3,Action,10.57
Uncharted 4: A Thief's End,PS4,Action,10.33
Grand Theft Auto V,XOne,Action,8.72
Grand Theft Auto: Liberty City Stories,PSP,Action,7.72
Uncharted 3: Drake's Deception,PS3,Action,6.84
Uncharted 2: Among Thieves,PS3,Action,6.74
Red Dead Redemption,PS3,Action,6.57
Red Dead Redemption,X360,Action,6.5
Driver,PS,Action,6.27
God of War (2018),PS4,Action,6.15
Metal Gear Solid 2: Sons of Liberty,PS2,Action,6.05
Metal Gear Solid,PS,Action,6.03
Metal Gear Solid 4: Guns of the Patriots,PS3,Action,6.0
Resident Evil 2,PS,Action,5.82
Uncharted: The Nathan Drake Collection,PS4,Action,5.7
LEGO Star Wars: The Complete Saga,Wii,Action,5.66
Assassin's Creed II,PS3,Action,5.57
Assassin's Creed,X360,Action,5.55
Batman: Arkham City,PS3,Action,5.54
Assassin's Creed II,X360,Action,5.3
Resident Evil 5,PS3,Action,5.1
Grand Theft Auto: Vice City Stories,PSP,Action,5.08
Resident Evil,PS,Action,5.05
Uncharted: Drake's Fortune,PS3,Action,4.97
Assassin's Creed,PS3,Action,4.83
God of War III,PS3,Action,4.81
LEGO Star Wars: The Complete Saga,DS,Action,4.77
Batman: Arkham City,X360,Action,4.75
Driver 2,PS,Action,4.73
Monster Hunter: World,PS4,Action,4.67
The Lord of the Rings: The Two Towers,PS2,Action,4.67
Tomb Raider,PS,Action,4.63
Spider-Man: The Movie,PS2,Action,4.48
God of War,PS2,Action,4.45
Batman: Arkham Asylum,PS3,Action,4.28
Assassin's Creed: Revelations,PS3,Action,4.23
Metal Gear Solid 3: Snake Eater,PS2,Action,4.23
Assassin's Creed: Revelations,X360,Action,4.22
Frogger,PS,Action,4.16
Assassin's Creed: Unity,PS4,Action,4.14
Batman: Arkham Knight,PS4,Action,4.11
God of War II,PS2,Action,4.07
Assassin's Creed Origins,PS4,Action,4.06
Far Cry 5,PS4,Action,3.95
Resident Evil Director's Cut,PS,Action,3.77
Harry Potter and the Sorcerer's Stone,PS,Action,3.73
Resident Evil 3: Nemesis,PS,Action,3.72
Resident Evil 4,PS2,Action,3.62
Luigi's Mansion,GC,Action,3.6
Assassin's Creed Syndicate,PS4,Action,3.6
Assassin's Creed: Unity,XOne,Action,3.58
Monster Hunter Generations,3DS,Action,3.56
Grand Theft Auto: Liberty City Stories,PS2,Action,3.54
The Getaway,PS2,Action,3.54
Batman: Arkham Asylum,X360,Action,3.54
Assassin's Creed: Brotherhood,X360,Action,3.53
LEGO Star Wars: The Video Game,PS2,Action,3.53
Resident Evil 5,X360,Action,3.53
Rugrats in Paris: The Movie,PS,Action,3.52
Kung Fu,NES,Action,3.5
Grand Theft Auto 2,PS,Action,3.42
Spider-Man 2,PS2,Action,3.41
Watch Dogs 2,PS4,Action,3.36
Star Wars Episode III: Revenge of the Sith,PS2,Action,3.32
Resident Evil VII: Biohazard,PS4,Action,3.31
The Lord of the Rings: The Return of the King,PS2,Action,3.28
True Crime: Streets of LA,PS2,Action,3.27
God of War: Chains of Olympus,PSP,Action,3.19
Middle-Earth: Shadow of Mordor,PS4,Action,3.19
Enter the Matrix,PS2,Action,3.18
Spider-Man,PS,Action,3.13
Resident Evil 6,PS3,Action,3.12
Saints Row 2,X360,Action,3.07
Metal Gear Solid V: The Phantom Pain,PS4,Action,3.04
Tom Clancy's Splinter Cell,XB,Action,3.02
inFAMOUS,PS3,Action,2.99
Devil May Cry,PS2,Action,2.99
Hitman 2: Silent Assassin,PS2,Action,2.96
Assassin's Creed: Brotherhood,PS3,Action,2.85
Skylanders: Spyro's Adventure,Wii,Action,2.79
Star Wars: The Force Unleashed,X360,Action,2.77
Saints Row: The Third,X360,Action,2.77
Onimusha: Warlords,PS2,Action,2.7
LEGO Star Wars II: The Original Trilogy,PS2,Action,2.69
Hannah Montana,DS,Action,2.65
Tom Clancy's Splinter Cell,PS2,Action,2.65
Star Wars: Shadows of the Empire,N64,Action,2.65
God of War Collection,PS3,Action,2.6
Streets of Rage,GEN,Action,2.6
LEGO Star Wars: The Complete Saga,X360,Action,2.59
Tomb Raider (2013),PS3,Action,2.51
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,2.49
Saints Row: The Third,PS3,Action,2.48
Tomb Raider: The Last Revelation,PS,Action,2.48
Assassin's Creed Origins,XOne,Action,2.47
Dying Light,PS4,Action,2.45
New Super Luigi U,WiiU,Action,2.42
Dino Crisis,PS,Action,2.41
God of War: Ascension,PS3,Action,2.4
Dead Island,X360,Action,2.38
The Incredibles,PS2,Action,2.37
Uncharted: The Lost Legacy,PS4,Action,2.37
Lego Marvel Super Heroes,X360,Action,2.34
Resident Evil - Code: Veronica X,PS2,Action,2.34
Assassin's Creed IV: Black Flag,XOne,Action,2.32
Grand Theft Auto,PS,Action,2.32
LEGO Star Wars: The Complete Saga,PS3,Action,2.31
Dead Island,PS3,Action,2.29
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Action,2.23
Star Wars: The Force Unleashed,PS3,Action,2.22
Devil May Cry 3: Dante's Awakening Special Edition,PS2,Action,2.21
Frogger,2600,Action,2.2
Saints Row,X360,Action,2.18
Final Fantasy Tactics Advance,GBA,Action,2.13
Dynasty Warriors 4,PS2,Action,2.11
Devil May Cry 3: Dante's Awakening,PS2,Action,2.09
Finding Nemo,PS2,Action,2.09
Dead Rising,X360,Action,2.09
Metal Gear Solid: Peace Walker,PSP,Action,2.08
The Incredibles,GBA,Action,2.06
Hitman: Absolution,PS3,Action,2.06
Toy Story 3: The Video Game,DS,Action,2.06
Tom Clancy's Splinter Cell: Conviction,X360,Action,2.06
Middle-Earth: Shadow of War,PS4,Action,2.04
Peter Jackson's King Kong: The Official Game of the Movie,PS2,Action,2.04
Tenchu: Stealth Assassins,PS,Action,1.99
Resident Evil 6,X360,Action,1.97
Devil May Cry 2,PS2,Action,1.97
E.T.: The Extra Terrestrial,2600,Action,1.97
Dishonored 2,PS4,Action,1.97
Lego Marvel Super Heroes,PS3,Action,1.96
Grand Theft Auto: San Andreas,XB,Action,1.95
Lego Marvel Super Heroes,PS4,Action,1.91
Tomb Raider (2013),X360,Action,1.9
inFAMOUS 2,PS3,Action,1.87
Dynasty Warriors 3,PS2,Action,1.87
Star Wars: The Force Unleashed,Wii,Action,1.86
The Evil Within,PS4,Action,1.86
Phineas and Ferb,DS,Action,1.85
LEGO Star Wars III: The Clone Wars,Wii,Action,1.79
SpongeBob SquarePants: SuperSponge,PS,Action,1.78
The Getaway: Black Monday,PS2,Action,1.78
Far Cry 5,XOne,Action,1.78
50 Cent: Bulletproof,PS2,Action,1.77
State of Emergency,PS2,Action,1.76
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,Action,1.76
Kinect Star Wars,X360,Action,1.76
Just Cause 2,PS3,Action,1.75
For Honor,PS4,Action,1.75
LEGO City Undercover: The Chase Begins,3DS,Action,1.74
Twisted Metal III,PS,Action,1.73
Harry Potter and the Sorcerer's Stone,GB,Action,1.73
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,Action,1.72
Hitman: Absolution,X360,Action,1.7
Ben 10: Protector of Earth,DS,Action,1.7
Saints Row IV,X360,Action,1.69
Harry Potter and the Sorcerer's Stone,GBA,Action,1.69
Resident Evil 4,GC,Action,1.69
Saints Row 2,PS3,Action,1.68
Monster Hunter Double Cross,3DS,Action,1.68
Star Wars The Clone Wars: Lightsaber Duels,Wii,Action,1.65
Heavenly Sword,PS3,Action,1.65
Dead Rising 3,XOne,Action,1.63
Uncharted: Golden Abyss,PSV,Action,1.62
Just Cause 2,X360,Action,1.6
Devil May Cry 4,PS3,Action,1.58
Batman: Arkham Knight,XOne,Action,1.58
LEGO Pirates of the Caribbean: The Video Game,Wii,Action,1.57
Hannah Montana: Music Jam,DS,Action,1.56
Twisted Metal,PS,Action,1.56
Final Fight,SNES,Action,1.56
Mafia II,X360,Action,1.56
Spider-Man 2: Enter: Electro,PS,Action,1.55
Pac-Man World 2,PS2,Action,1.51
Star Wars: The Force Unleashed II,PS3,Action,1.51
Dragon Ball: Xenoverse 2,PS4,Action,1.5
Metal Gear Rising: Revengeance,PS3,Action,1.5
Pac-Man World,PS,Action,1.5
Mafia II,PS3,Action,1.49
Dead Rising 2,X360,Action,1.49
LEGO Star Wars III: The Clone Wars,X360,Action,1.48
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,Action,1.48
Dying Light,XOne,Action,1.47
Ryse: Son of Rome,XOne,Action,1.47
The SpongeBob SquarePants Movie,GBA,Action,1.46
Resident Evil 4,Wii,Action,1.46
Onimusha 3: Demon Siege,PS2,Action,1.45
Resident Evil Outbreak,PS2,Action,1.45
Assassin's Creed Syndicate,XOne,Action,1.44
Star Wars: The Force Unleashed II,X360,Action,1.44
Frogger 2: Swampy's Revenge,PS,Action,1.43
Middle-Earth: Shadow of Mordor,XOne,Action,1.42
Resident Evil,GC,Action,1.42
Yu-Gi-Oh! The Duelists of the Roses,PS2,Action,1.41
LEGO Star Wars: The Video Game,GC,Action,1.41
LEGO Star Wars II: The Original Trilogy,PSP,Action,1.41
The Lion King,GEN,Action,1.41
Spider-Man: The Movie,XB,Action,1.4
Toy Story 3: The Video Game,Wii,Action,1.39
Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,Action,1.39
Dynasty Warriors 5,PS2,Action,1.39
Hannah Montana: Spotlight World Tour,Wii,Action,1.39
Bakugan: Battle Brawlers,DS,Action,1.38
True Crime: Streets of LA,XB,Action,1.38
Dead Rising 2,PS3,Action,1.37
Metroid: Other M,Wii,Action,1.36
Samurai Warriors,PS2,Action,1.35
Watch Dogs 2,XOne,Action,1.35
Devil May Cry 4,X360,Action,1.34
Grand Theft Auto V,PC,Action,1.33
Saints Row IV,PS3,Action,1.33
Alan Wake,X360,Action,1.33
Kirby: Planet Robobot,3DS,Action,1.32
Fighting Force,PS,Action,1.32
[Prototype],X360,Action,1.31
Assassin's Creed: Rogue,PS3,Action,1.3
Resident Evil Zero,GC,Action,1.29
Kid Icarus: Uprising,3DS,Action,1.28
Army Men 3D,PS,Action,1.28
Manhunt,PS2,Action,1.28
Silent Hill 2,PS2,Action,1.28
Jet Li: Rise to Honor,PS2,Action,1.27
LEGO Harry Potter: Years 5-7,Wii,Action,1.26
Hyrule Warriors,WiiU,Action,1.26
Assassin's Creed: Bloodlines,PSP,Action,1.26
Star Wars: The Force Unleashed,PS2,Action,1.25
Combat,2600,Action,1.25
Lara Croft Tomb Raider: The Angel of Darkness,PS2,Action,1.25
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,Action,1.25
LEGO City Undercover,WiiU,Action,1.24
[Prototype],PS3,Action,1.24
Star Wars Episode III: Revenge of the Sith,XB,Action,1.24
Transformers: Autobots / Decepticons,DS,Action,1.24
Ninja Gaiden,XB,Action,1.23
Ben 10: Protector of Earth,Wii,Action,1.23
Bayonetta,PS3,Action,1.21
Dino Crisis 2,PS,Action,1.21
Star Wars Episode 1: Jedi Power Battles,PS,Action,1.21
The Lord of the Rings: The Fellowship of the Ring,PS2,Action,1.2
Mad Max (2013),PS4,Action,1.2
Enter the Matrix,XB,Action,1.2
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,Action,1.19
Metal Gear Solid: Portable Ops,PSP,Action,1.19
Hitman 2: Silent Assassin,XB,Action,1.19
Spider-Man: The Movie,GC,Action,1.19
LEGO Dimensions,PS4,Action,1.18
LEGO Star Wars III: The Clone Wars,PS3,Action,1.18
LEGO Jurassic World,PS4,Action,1.18
Red Dead Redemption: Undead Nightmare,PS3,Action,1.18
One Piece Pirate Warriors,PS3,Action,1.17
Mission: Impossible,N64,Action,1.17
Sunset Overdrive,XOne,Action,1.16
LEGO Star Wars: The Video Game,XB,Action,1.16
Gauntlet: Dark Legacy,PS2,Action,1.15
Kaboom!,2600,Action,1.15
Doraemon,NES,Action,1.15
Middle-Earth: Shadow of War,XOne,Action,1.15
Pokemon Rumble Blast,3DS,Action,1.15
Lego Marvel Super Heroes,XOne,Action,1.15
Ninja Gaiden Sigma,PS3,Action,1.15
LEGO Star Wars III: The Clone Wars,3DS,Action,1.14
Action Bass,PS,Action,1.14
Tenchu: Wrath of Heaven,PS2,Action,1.14
Commando,NES,Action,1.14
Resident Evil - Code: Veronica,DC,Action,1.14
The Lord of the Rings: The Return of the King,XB,Action,1.14
LEGO Star Wars: The Video Game,GBA,Action,1.14
Spider-Man 2,XB,Action,1.12
Transformers: The Game,PS2,Action,1.11
LEGO Marvel Super Heroes 2,PS4,Action,1.11
Castlevania: Lords of Shadow,PS3,Action,1.11
Tom Clancy's Splinter Cell: Chaos Theory,XB,Action,1.11
Red Dead Redemption: Undead Nightmare,X360,Action,1.11
Metal Gear Solid HD Collection,PS3,Action,1.11
LEGO Star Wars III: The Clone Wars,DS,Action,1.1
Toy Story 3: The Video Game,PS3,Action,1.09
Bully: Scholarship Edition,X360,Action,1.09
Star Wars: The Force Unleashed,PSP,Action,1.09
The Godfather,PS2,Action,1.09
Dante's Inferno,PS3,Action,1.08
Disney's Lilo & Stitch,GBA,Action,1.08
LEGO Star Wars II: The Original Trilogy,DS,Action,1.07
Hulk,PS2,Action,1.06
Darksiders,X360,Action,1.06
Lego Marvel Super Heroes: Universe in Peril,3DS,Action,1.05
The Evil Within 2,PS4,Action,1.05
Disney Universe,Wii,Action,1.05
LEGO Pirates of the Caribbean: The Video Game,X360,Action,1.04
Nioh,PS4,Action,1.03
Guinness World Records: The Videogame,Wii,Action,1.03
Tomb Raider,PC,Action,1.03
LEGO Jurassic World,PS3,Action,1.02
Final Fight 2,SNES,Action,1.02
The Lost World: Jurassic Park,PS,Action,1.02
Assassin's Creed: Rogue,X360,Action,1.02
God of War: Ghost of Sparta,PSP,Action,1.01
LEGO Marvel's Avengers,PS4,Action,1.01
Ninja Gaiden II,X360,Action,1.01
LEGO Jurassic World,X360,Action,1.01
LEGO Harry Potter: Years 5-7,X360,Action,1.01
Dynasty Warriors 3: Xtreme Legends,PS2,Action,1.0
The Bouncer,PS2,Action,0.99
Disney Tangled,DS,Action,0.98
Brutal Legend,X360,Action,0.97
Grand Theft Auto: Vice City Stories,PS2,Action,0.97
Skylanders: Spyro's Adventure,X360,Action,0.97
Grand Theft Auto: San Andreas,PC,Action,0.97
LEGO Star Wars II: The Original Trilogy,GC,Action,0.97
LEGO Pirates of the Caribbean: The Video Game,PS3,Action,0.96
Shinobi,PS2,Action,0.96
LEGO Harry Potter: Years 5-7,PS3,Action,0.95
Ben 10: Alien Force,DS,Action,0.95
Lego Batman 3: Beyond Gotham,PS4,Action,0.94
Skylanders: Spyro's Adventure,PS3,Action,0.94
Brutal Legend,PS3,Action,0.94
Castlevania: Lament of Innocence,PS2,Action,0.94
Lego Batman 3: Beyond Gotham,X360,Action,0.94
Bully,PS2,Action,0.94
Spider-Man,2600,Action,0.93
Bayonetta,X360,Action,0.93
Teenage Mutant Ninja Turtles,GBA,Action,0.93
Monster Hunter: World,XOne,Action,0.93
Teenage Mutant Ninja Turtles,PS2,Action,0.92
Dante's Inferno,X360,Action,0.92
SpongeBob SquarePants: The Yellow Avenger,PSP,Action,0.92
Dynasty Warriors 7,PS3,Action,0.91
LEGO Pirates of the Caribbean: The Video Game,DS,Action,0.91
James Cameron's Avatar: The Game,PS3,Action,0.9
3Xtreme,PS,Action,0.9
God of War Saga,PS3,Action,0.89
Monster Strike 3DS,3DS,Action,0.89
Resident Evil VII: Biohazard,XOne,Action,0.89
God of War III Remastered,PS4,Action,0.89
Finding Nemo,GC,Action,0.89
Resident Evil: Revelations,3DS,Action,0.89
The Tomb Raider Trilogy,PS3,Action,0.89
Fortnite,PS4,Action,0.89
Star Wars: The Force Unleashed,DS,Action,0.88
NBA 2K6,PS2,Action,0.88
LEGO Harry Potter Collection,PS4,Action,0.88
LEGO Dimensions,X360,Action,0.87
Grand Theft Auto IV,PC,Action,0.87
Warriors Orochi,PS2,Action,0.87
Ghostbusters: The Video Game,Wii,Action,0.87
For Honor,XOne,Action,0.87
Dishonored 2,XOne,Action,0.86
Bayonetta 2,WiiU,Action,0.86
Dynasty Warriors 4: Xtreme Legends,PS2,Action,0.86
Tomb Raider: Anniversary,Wii,Action,0.85
Army Men: Air Attack,PS,Action,0.85
Thief,PS4,Action,0.85
Ninja Gaiden Sigma 2,PS3,Action,0.85
Disney Infinity 3.0,PS4,Action,0.85
Rampage World Tour,PS,Action,0.85
LEGO Jurassic World,3DS,Action,0.85
Ghostbusters: The Video Game,PS3,Action,0.84
Spider-Man 2,GC,Action,0.84
The Incredibles,GC,Action,0.84
Devil May Cry HD Collection,PS3,Action,0.84
Lego Batman 3: Beyond Gotham,PS3,Action,0.84
ZombiU,WiiU,Action,0.84
Ben 10: Protector of Earth,PS2,Action,0.84
Dynasty Warriors 2,PS2,Action,0.83
Metal Gear Solid V: The Phantom Pain,XOne,Action,0.83
Lizzie McGuire 2: Lizzie Diaries,GBA,Action,0.83
Twisted Metal (2012),PS3,Action,0.83
Custer's Revenge,2600,Action,0.82
ARK: Survival Evolved,PS4,Action,0.81
DmC Devil May Cry,PS3,Action,0.81
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,Action,0.81
LEGO Dimensions,PS3,Action,0.81
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,Action,0.81
Ben 10: Alien Force,Wii,Action,0.8
Star Wars The Clone Wars: Republic Heroes,Wii,Action,0.8
Alien,2600,Action,0.79
Assassin's Creed The Ezio Collection,PS4,Action,0.79
Prototype 2,X360,Action,0.79
MadWorld,Wii,Action,0.78
LEGO Jurassic World,XOne,Action,0.78
Star Wars: The Force Unleashed II,Wii,Action,0.78
Tom Clancy's Splinter Cell: Double Agent,X360,Action,0.78
Star Wars The Clone Wars: Jedi Alliance,DS,Action,0.78
Hitman,PS4,Action,0.78
Prototype 2,PS3,Action,0.77
Air Raid,2600,Action,0.77
James Cameron's Avatar: The Game,X360,Action,0.77
Crystal Castles,2600,Action,0.77
Fortnite,XOne,Action,0.77
Star Wars Episode II: Attack of the Clones,GBA,Action,0.77
Twisted Metal: Head On,PSP,Action,0.77
Lego Marvel Super Heroes,WiiU,Action,0.76
Resident Evil: Revelations,PS3,Action,0.76
Mercenaries: Playground of Destruction,PS2,Action,0.76
Toy Story 3: The Video Game,X360,Action,0.76
Assassin's Creed: Revelations,PC,Action,0.76
Harry Potter and the Half-Blood Prince,Wii,Action,0.76
True Crime: New York City,PS2,Action,0.76
Quantum Break,XOne,Action,0.76
Genji: Days of the Blade,PS3,Action,0.75
Shark Tale,PS2,Action,0.75
The Lord of the Rings: Conquest,PS3,Action,0.75
Ace Combat: Assault Horizon,PS3,Action,0.74
X-Men Origins: Wolverine - Uncaged Edition,PS3,Action,0.74
Madagascar: Escape 2 Africa,DS,Action,0.74
The Lord of the Rings: The Two Towers,GBA,Action,0.74
Pirates of the Caribbean: At World's End,PS3,Action,0.73
Beyblade VForce: Ultimate Blader Jam,GBA,Action,0.73
God Eater,PSP,Action,0.73
Indiana Jones and the Staff of Kings,Wii,Action,0.72
Star Wars Episode III: Revenge of the Sith,GBA,Action,0.72
Ultimate Spider-Man,PS2,Action,0.72
Monster Hunter Generations Ultimate,NS,Action,0.72
Kouchuu Ouja Mushi King,GBA,Action,0.72
Ben 10: Protector of Earth,PSP,Action,0.72
LEGO Dimensions,XOne,Action,0.72
James Cameron's Avatar: The Game,Wii,Action,0.72
Fear Effect,PS,Action,0.72
The Lord of the Rings: The Two Towers,XB,Action,0.71
Scooby-Doo 2: Monsters Unleashed,GBA,Action,0.71
Power Rangers: Dino Thunder,PS2,Action,0.71
Blast Corps,N64,Action,0.71
Dynasty Warriors 6,PS3,Action,0.71
Spider-Man 2,PSP,Action,0.7
Star Wars: Obi-Wan,XB,Action,0.7
F-14 Tomcat,GBA,Action,0.7
James Bond 007: Blood Stone,PS3,Action,0.7
Transformers: Revenge of the Fallen,PS3,Action,0.7
Metal Gear Solid HD Collection,X360,Action,0.7
Mafia,PS2,Action,0.7
King Kong,2600,Action,0.69
Metal Gear Solid: Portable Ops Plus,PSP,Action,0.69
Mortal Kombat: Shaolin Monks,PS2,Action,0.69
Prince of Persia: The Forgotten Sands,PS3,Action,0.69
X-Men Origins: Wolverine - Uncaged Edition,X360,Action,0.69
The Lord of the Rings: The Return of the King,GC,Action,0.69
Shrek the Third,X360,Action,0.69
Shark Tale,GBA,Action,0.68
Star Wars: Masters of Teras Kasi,PS,Action,0.68
Iron Man,PS3,Action,0.68
Mercenaries: Playground of Destruction,XB,Action,0.68
LEGO Harry Potter: Years 5-7,DS,Action,0.68
Disney Tangled,Wii,Action,0.68
Lollipop Chainsaw,PS3,Action,0.67
Diablo III: Eternal Collection,NS,Action,0.67
Spice World,PS,Action,0.67
LEGO Marvel Super Heroes 2,NS,Action,0.67
Bakugan: Battle Brawlers,Wii,Action,0.67
Adventures of Tron,2600,Action,0.67
Castlevania: Lords of Shadow,X360,Action,0.66
Finding Nemo,XB,Action,0.66
One Piece: Pirate Warriors 2,PS3,Action,0.66
Keystone Kapers,2600,Action,0.66
Fist of the North Star: Ken's Rage,PS3,Action,0.66
Shrek: Hassle at the Castle,GBA,Action,0.66
Toy Story 3: The Video Game,PSP,Action,0.66
Gods Eater Burst,PSP,Action,0.66
Transformers: The Game,PSP,Action,0.65
Kung-Fu Master,2600,Action,0.65
LEGO Dimensions,WiiU,Action,0.65
Harry Potter and the Half-Blood Prince,PS2,Action,0.64
Batman: Return to Arkham,PS4,Action,0.64
Sengoku Basara: Samurai Heroes,PS3,Action,0.64
Real Heroes: Firefighter,Wii,Action,0.64
X2: Wolverine's Revenge,PS2,Action,0.64
Dead Island: Riptide,PS3,Action,0.64
Onimusha: Dawn of Dreams,PS2,Action,0.64
Crash of the Titans,PSP,Action,0.64
Nightmare Creatures,PS,Action,0.63
LEGO Star Wars II: The Original Trilogy,X360,Action,0.63
Iron Man,PSP,Action,0.63
The Lord of the Rings: Conquest,X360,Action,0.63
LEGO The Incredibles,NS,Action,0.63
LEGO Pirates of the Caribbean: The Video Game,3DS,Action,0.63
X-Man,2600,Action,0.63
Transformers: Revenge of the Fallen,X360,Action,0.63
Ghostbusters: The Video Game,X360,Action,0.62
Metal Gear Solid 2: Substance,XB,Action,0.62
Warriors Orochi 3,PS3,Action,0.62
Disney Universe,PS3,Action,0.62
Viewtiful Joe,GC,Action,0.62
Halloween,2600,Action,0.62
Prince of Persia: The Forgotten Sands,X360,Action,0.62
Harry Potter and the Half-Blood Prince,DS,Action,0.62
Samurai Warriors 2,PS2,Action,0.61
Tomb Raider Chronicles,PS,Action,0.61
Dragon Ball Z: Buu's Fury,GBA,Action,0.61
James Cameron's Avatar: The Game,PSP,Action,0.61
Spider-Man: Mysterio's Menace,GBA,Action,0.61
Ben 10: Alien Force,PSP,Action,0.6
Jaws Unleashed,PS2,Action,0.6
International Superstar Soccer '98,N64,Action,0.6
Transformers: The Game,X360,Action,0.6
Transformers: War for Cybertron,X360,Action,0.59
Smurf: Rescue In Gargamel's Castle,2600,Action,0.59
Assassin's Creed: Brotherhood,PC,Action,0.59
Barbie: Race & Ride,PS,Action,0.59
Iron Man,Wii,Action,0.59
Naruto: The Broken Bond,X360,Action,0.59
Skylanders: Spyro's Adventure,3DS,Action,0.58
SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,PS2,Action,0.58
TMNT,X360,Action,0.58
Lost: Via Domus,X360,Action,0.58
Middle-Earth: Shadow of Mordor,PS3,Action,0.58
Phineas and Ferb: Across the 2nd Dimension,Wii,Action,0.58
Terminator 3: Rise of the Machines,PS2,Action,0.58
DEFIANCE,X360,Action,0.58
Tom Clancy's HAWX,X360,Action,0.58
Go Diego Go! Great Dinosaur Rescue,Wii,Action,0.58
Tenchu 2: Birth of the Stealth Assassins,PS,Action,0.58
Naruto: Uzumaki Chronicles 2,PS2,Action,0.58
Transformers: The Game,Wii,Action,0.58
The Lego Ninjago Movie Videogame,PS4,Action,0.57
Yokai Sangokushi,3DS,Action,0.57
Tomb Raider: Anniversary,PSP,Action,0.57
Resident Evil: Revelations 2,PS4,Action,0.57
Bayonetta 2,NS,Action,0.57
LEGO Marvel Super Heroes 2,XOne,Action,0.57
Lego Marvel Super Heroes: Universe in Peril,PSV,Action,0.57
Spyro Orange: The Cortex Conspiracy,GBA,Action,0.57
Ben 10: Alien Force,PS2,Action,0.57
Iron Man,X360,Action,0.57
Nazo no Murasame-Jou (FDS),NES,Action,0.57
Disney Universe,X360,Action,0.57
Dynasty Warriors 5: Xtreme Legends,PS2,Action,0.57
SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,DS,Action,0.57
God of War: Origins Collection,PS3,Action,0.57
Resident Evil Outbreak File #2,PS2,Action,0.57
Bob the Builder: Can We Fix It?,PS,Action,0.57
LEGO Jurassic World,WiiU,Action,0.57
True Crime: Streets of LA,GC,Action,0.56
Disney Infinity 3.0,PS3,Action,0.56
Army Men: Sarge's Heroes,PS,Action,0.56
Tom Clancy's HAWX,PS3,Action,0.56
Resident Evil 2,N64,Action,0.56
Manhunt 2,PS2,Action,0.56
Assassin's Creed: Unity,PC,Action,0.56
Batman Begins,PS2,Action,0.56
Enslaved: Odyssey to the West,PS3,Action,0.56
No More Heroes,Wii,Action,0.56
Metal Gear Solid 3: Subsistence,PS2,Action,0.55
The Godfather (old US sales),XB,Action,0.55
Fighting Force 2,PS,Action,0.55
Extermination,PS2,Action,0.55
Madagascar: Escape 2 Africa,Wii,Action,0.55
Dragon Ball: Xenoverse 2,NS,Action,0.55
Super Robot Taisen F,SAT,Action,0.55
SpongeBob SquarePants: SuperSponge,GBA,Action,0.55
Disney Infinity 3.0,WiiU,Action,0.55
Dynasty Warriors: Gundam 3,PS3,Action,0.54
Iron Man,PS2,Action,0.54
Enslaved: Odyssey to the West,X360,Action,0.54
Assassin's Creed II,PC,Action,0.54
Phineas and Ferb: Across the 2nd Dimension,DS,Action,0.54
Action Force,2600,Action,0.54
Gauntlet Legends,N64,Action,0.54
Harry Potter and the Deathly Hallows - Part 1,Wii,Action,0.54
Manhunt 2,Wii,Action,0.54
The Incredible Hulk: Ultimate Destruction,PS2,Action,0.54
LEGO The Incredibles,PS4,Action,0.53
Disney Infinity 3.0,X360,Action,0.53
G-Force,DS,Action,0.53
Peter Jackson's King Kong: The Official Game of the Movie,XB,Action,0.53
Burnout Revenge,XB,Action,0.53
The Lord of the Rings: The Fellowship of the Ring,XB,Action,0.53
Spider-Man,N64,Action,0.53
How to Train Your Dragon,DS,Action,0.53
Harry Potter and the Half-Blood Prince,PSP,Action,0.53
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,Action,0.53
Oni,PS2,Action,0.53
The Lord of the Rings: The Two Towers,GC,Action,0.53
The Warriors,PS2,Action,0.53
Silent Hill: Origins,PSP,Action,0.52
Batman: Arkham City,PC,Action,0.52
Metal Gear Solid 2: Substance,PS2,Action,0.52
Guinness World Records: The Videogame,DS,Action,0.52
Mission: Impossible,PS,Action,0.52
Tomb Raider: Legend,PS2,Action,0.52
Way of the Samurai 3,PS3,Action,0.52
Go Diego Go! Safari Rescue,Wii,Action,0.52
Metal Gear Solid HD Collection,PS3,Action,0.52
One Piece: Pirate Warriors 3,PS4,Action,0.52
Way of the Samurai,PS2,Action,0.51
